t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
0 0 -10 0 0 -10 0 0 -1 -1 0 0 0 0 -0 0 0 -0 0 0 0
0.01 0 -9.41176 0 0.0588235 -9.41176 0.6 -0.00117647 -0.941176 -1.00118 0.6 0 0 0 1.17647e-09 -5.88235e-08 0 0 0 0 5.94118e-08
0.02 0 -8.82353 0 0.117647 -8.82353 1.2 -0.00235294 -0.882353 -1.00235 1.2 0 0 0 2.35294e-09 -1.17647e-07 0 0 0 0 1.18824e-07
0.03 0 -8.23529 0 0.176471 -8.23529 1.8 -0.00352941 -0.823529 -1.00353 1.8 0 0 0 3.52941e-09 -1.76471e-07 0 0 0 0 1.78235e-07
0.04 0 -7.64706 0 0.235294 -7.64706 2.4 -0.00470588 -0.764706 -1.00471 2.4 0 0 0 4.70588e-09 -2.35294e-07 0 0 0 0 2.37647e-07
0.05 0 -7.05882 0 0.294118 -7.05882 3 -0.00588235 -0.705882 -1.00588 3 0 0 0 5.88235e-09 -2.94118e-07 0 0 0 0 2.97059e-07
0.06 0 -6.47059 0 0.352941 -6.47059 3.6 -0.00705882 -0.647059 -1.00706 3.6 0 0 0 7.05882e-09 -3.52941e-07 0 0 0 0 3.56471e-07
0.07 0 -5.88235 0 0.411765 -5.88235 4.2 -0.00823529 -0.588235 -1.00824 4.2 0 0 0 8.23529e-09 -4.11765e-07 0 0 0 0 4.15882e-07
0.08 0 -5.29412 0 0.470588 -5.29412 4.8 -0.00941176 -0.529412 -1.00941 4.8 0 0 0 9.41176e-09 -4.70588e-07 0 0 0 0 4.75294e-07
0.09 0 -4.70588 0 0.529412 -4.70588 5.4 -0.0105882 -0.470588 -1.01059 5.4 0 0 0 1.05882e-08 -5.29412e-07 0 0 0 0 5.34706e-07
0.1 0 -4.11765 0 0.588235 -4.11765 6 -0.0117647 -0.411765 -1.01176 6 0 0 0 1.17647e-08 -5.88235e-07 0 0 0 0 5.94118e-07
0.11 0 -3.52941 0 0.647059 -3.52941 6.6 -0.0129412 -0.352941 -1.01294 6.6 0 0 0 1.29412e-08 -6.47059e-07 0 0 0 0 6.53529e-07
0.12 0 -2.94118 0 0.705882 -2.94118 7.2 -0.0141176 -0.294118 -1.01412 7.2 0 0 0 1.41176e-08 -7.05882e-07 0 0 0 0 7.12941e-07
0.13 0 -2.35294 0 0.764706 -2.35294 7.8 -0.0152941 -0.235294 -1.01529 7.8 0 0 0 1.52941e-08 -7.64706e-07 0 0 0 0 7.72353e-07
0.14 0 -1.76471 0 0.823529 -1.76471 8.4 -0.0164706 -0.176471 -1.01647 8.4 0 0 0 1.64706e-08 -8.23529e-07 0 0 0 0 8.31765e-07
0.15 0 -1.17647 0 0.882353 -1.17647 9 -0.0176471 -0.117647 -1.01765 9 0 0 0 1.76471e-08 -8.82353e-07 0 0 0 0 8.91176e-07
0.16 0 -0.588235 0 0.941176 -0.588235 9.6 -0.0188235 -0.0588235 -1.01882 9.6 0 0 0 1.88235e-08 -9.41176e-07 0 0 0 0 9.50588e-07
0.17 0 -1.2039e-15 0 1 -1.2039e-15 10.2 -0.02 -1.60841e-16 -1.02 10.2 0 0 0 2e-08 -1e-06 0 0 0 0 1.01e-06
0.18 0 0.588235 0 1.05882 0.588235 10.8 -0.0211765 0.0588235 -1.02118 10.8 0 0 0 2.11765e-08 -1.05882e-06 0 0 0 0 1.06941e-06
0.19 0 1.17647 0 1.11765 1.17647 11.4 -0.0223529 0.117647 -1.02235 11.4 0 0 0 2.23529e-08 -1.11765e-06 0 0 0 0 1.12882e-06
0.2 0 1.76471 0 1.17647 1.76471 12 -0.0235294 0.176471 -1.02353 12 0 0 0 2.35294e-08 -1.17647e-06 0 0 0 0 1.18824e-06
0.21 0 2.35294 0 1.23529 2.35294 12.6 -0.0247059 0.235294 -1.02471 12.6 0 0 0 2.47059e-08 -1.23529e-06 0 0 0 0 1.24765e-06
0.22 0 2.94118 0 1.29412 2.94118 13.2 -0.0258824 0.294118 -1.02588 13.2 0 0 0 2.58824e-08 -1.29412e-06 0 0 0 0 1.30706e-06
0.23 0 3.52941 0 1.35294 3.52941 13.8 -0.0270588 0.352941 -1.02706 13.8 0 0 0 2.70588e-08 -1.35294e-06 0 0 0 0 1.36647e-06
0.24 0 4.11765 0 1.41176 4.11765 14.4 -0.0282353 0.411765 -1.02824 14.4 0 0 0 2.82353e-08 -1.41176e-06 0 0 0 0 1.42588e-06
0.25 0 4.70588 0 1.47059 4.70588 15 -0.0294118 0.470588 -1.02941 15 0 0 0 2.94118e-08 -1.47059e-06 0 0 0 0 1.48529e-06
0.26 0 5.29412 0 1.52941 5.29412 15.6 -0.0305882 0.529412 -1.03059 15.6 0 0 0 3.05882e-08 -1.52941e-06 0 0 0 0 1.54471e-06
0.27 0 5.88235 0 1.58824 5.88235 16.2 -0.0317647 0.588235 -1.03176 16.2 0 0 0 3.17647e-08 -1.58824e-06 0 0 0 0 1.60412e-06
0.28 0 6.47059 0 1.64706 6.47059 16.8 -0.0329412 0.647059 -1.03294 16.8 0 0 0 3.29412e-08 -1.64706e-06 0 0 0 0 1.66353e-06
0.29 0 7.05882 0 1.70588 7.05882 17.4 -0.0341176 0.705882 -1.03412 17.4 0 0 0 3.41176e-08 -1.70588e-06 0 0 0 0 1.72294e-06
0.3 0 7.64706 0 1.76471 7.64706 18 -0.0352941 0.764706 -1.03529 18 0 0 0 3.52941e-08 -1.76471e-06 0 0 0 0 1.78235e-06
0.31 0 8.23529 0 1.82353 8.23529 18.6 -0.0364706 0.823529 -1.03647 18.6 0 0 0 3.64706e-08 -1.82353e-06 0 0 0 0 1.84176e-06
0.32 0 8.82353 0 1.88235 8.82353 19.2 -0.0376471 0.882353 -1.03765 19.2 0 0 0 3.76471e-08 -1.88235e-06 0 0 0 0 1.90118e-06
0.33 0 9.41176 0 1.94118 9.41176 19.8 -0.0388235 0.941176 -1.03882 19.8 0 0 0 3.88235e-08 -1.94118e-06 0 0 0 0 1.96059e-06
0.34 0 10 0 2 10 20.4 -0.04 1 -1.04 20.4 0 0 0 4e-08 -2e-06 0 0 0 0 2.02e-06
0.35 0 10.5882 0 2.05882 10.5882 21 -0.0411765 1.05882 -1.04118 21 0 0 0 4.11765e-08 -2.05882e-06 0 0 0 0 2.07941e-06
0.36 0 11.1765 0 2.11765 11.1765 21.6 -0.0423529 1.11765 -1.04235 21.6 0 0 0 4.23529e-08 -2.11765e-06 0 0 0 0 2.13882e-06
0.37 0 11.7647 0 2.17647 11.7647 22.2 -0.0435294 1.17647 -1.04353 22.2 0 0 0 4.35294e-08 -2.17647e-06 0 0 0 0 2.19824e-06
0.38 0 12.3529 0 2.23529 12.3529 22.8 -0.0447059 1.23529 -1.04471 22.8 0 0 0 4.47059e-08 -2.23529e-06 0 0 0 0 2.25765e-06
0.39 0 12.9412 0 2.29412 12.9412 23.4 -0.0458824 1.29412 -1.04588 23.4 0 0 0 4.58824e-08 -2.29412e-06 0 0 0 0 2.31706e-06
0.4 0 13.5294 0 2.35294 13.5294 24 -0.0470588 1.35294 -1.04706 24 0 0 0 4.70588e-08 -2.35294e-06 0 0 0 0 2.37647e-06
0.41 0 14.1176 0 2.41176 14.1176 24.6 -0.0482353 1.41176 -1.04824 24.6 0 0 0 4.82353e-08 -2.41176e-06 0 0 0 0 2.43588e-06
0.42 0 14.7059 0 2.47059 14.7059 25.2 -0.0494118 1.47059 -1.04941 25.2 0 0 0 4.94118e-08 -2.47059e-06 0 0 0 0 2.49529e-06
0.43 0 15.2941 0 2.52941 15.2941 25.8 -0.0505882 1.52941 -1.05059 25.8 0 0 0 5.05882e-08 -2.52941e-06 0 0 0 0 2.55471e-06
0.44 0 15.8824 0 2.58824 15.8824 26.4 -0.0517647 1.58824 -1.05176 26.4 0 0 0 5.17647e-08 -2.58824e-06 0 0 0 0 2.61412e-06
0.45 0 16.4706 0 2.64706 16.4706 27 -0.0529412 1.64706 -1.05294 27 0 0 0 5.29412e-08 -2.64706e-06 0 0 0 0 2.67353e-06
0.46 0 17.0588 0 2.70588 17.0588 27.6 -0.0541176 1.70588 -1.05412 27.6 0 0 0 5.41176e-08 -2.70588e-06 0 0 0 0 2.73294e-06
0.47 0 17.6471 0 2.76471 17.6471 28.2 -0.0552941 1.76471 -1.05529 28.2 0 0 0 5.52941e-08 -2.76471e-06 0 0 0 0 2.79235e-06
0.48 0 18.2353 0 2.82353 18.2353 28.8 -0.0564706 1.82353 -1.05647 28.8 0 0 0 5.64706e-08 -2.82353e-06 0 0 0 0 2.85176e-06
0.49 0 18.8235 0 2.88235 18.8235 29.4 -0.0576471 1.88235 -1.05765 29.4 0 0 0 5.76471e-08 -2.88235e-06 0 0 0 0 2.91118e-06
0.5 0 19.4118 0 2.94118 19.4118 30 -0.0588235 1.94118 -1.05882 30 0 0 0 5.88235e-08 -2.94118e-06 0 0 0 0 2.97059e-06
0.51 0 18.8235 0 2.88235 18.8235 29.4 -0.0576471 1.88235 -1.05765 29.4 0 0 0 5.76471e-08 -2.88235e-06 0 0 0 0 2.91118e-06
0.52 0 18.2353 0 2.82353 18.2353 28.8 -0.0564706 1.82353 -1.05647 28.8 0 0 0 5.64706e-08 -2.82353e-06 0 0 0 0 2.85176e-06
0.53 0 17.6471 0 2.76471 17.6471 28.2 -0.0552941 1.76471 -1.05529 28.2 0 0 0 5.52941e-08 -2.76471e-06 0 0 0 0 2.79235e-06
0.54 0 17.0588 0 2.70588 17.0588 27.6 -0.0541176 1.70588 -1.05412 27.6 0 0 0 5.41176e-08 -2.70588e-06 0 0 0 0 2.73294e-06
0.55 0 16.4706 0 2.64706 16.4706 27 -0.0529412 1.64706 -1.05294 27 0 0 0 5.29412e-08 -2.64706e-06 0 0 0 0 2.67353e-06
0.56 0 15.8824 0 2.58824 15.8824 26.4 -0.0517647 1.58824 -1.05176 26.4 0 0 0 5.17647e-08 -2.58824e-06 0 0 0 0 2.61412e-06
0.57 0 15.2941 0 2.52941 15.2941 25.8 -0.0505882 1.52941 -1.05059 25.8 0 0 0 5.05882e-08 -2.52941e-06 0 0 0 0 2.55471e-06
0.58 0 14.7059 0 2.47059 14.7059 25.2 -0.0494118 1.47059 -1.04941 25.2 0 0 0 4.94118e-08 -2.47059e-06 0 0 0 0 2.49529e-06
0.59 0 14.1176 0 2.41176 14.1176 24.6 -0.0482353 1.41176 -1.04824 24.6 0 0 0 4.82353e-08 -2.41176e-06 0 0 0 0 2.43588e-06
0.6 0 13.5294 0 2.35294 13.5294 24 -0.0470588 1.35294 -1.04706 24 0 0 0 4.70588e-08 -2.35294e-06 0 0 0 0 2.37647e-06
0.61 0 12.9412 0 2.29412 12.9412 23.4 -0.0458824 1.29412 -1.04588 23.4 0 0 0 4.58824e-08 -2.29412e-06 0 0 0 0 2.31706e-06
0.62 0 12.3529 0 2.23529 12.3529 22.8 -0.0447059 1.23529 -1.04471 22.8 0 0 0 4.47059e-08 -2.23529e-06 0 0 0 0 2.25765e-06
0.63 0 11.7647 0 2.17647 11.7647 22.2 -0.0435294 1.17647 -1.04353 22.2 0 0 0 4.35294e-08 -2.17647e-06 0 0 0 0 2.19824e-06
0.64 0 11.1765 0 2.11765 11.1765 21.6 -0.0423529 1.11765 -1.04235 21.6 0 0 0 4.23529e-08 -2.11765e-06 0 0 0 0 2.13882e-06
0.65 0 10.5882 0 2.05882 10.5882 21 -0.0411765 1.05882 -1.04118 21 0 0 0 4.11765e-08 -2.05882e-06 0 0 0 0 2.07941e-06
0.66 0 10 0 2 10 20.4 -0.04 1 -1.04 20.4 0 0 0 4e-08 -2e-06 0 0 0 0 2.02e-06
0.67 0 9.41176 0 1.94118 9.41176 19.8 -0.0388235 0.941176 -1.03882 19.8 0 0 0 3.88235e-08 -1.94118e-06 0 0 0 0 1.96059e-06
0.68 0 8.82353 0 1.88235 8.82353 19.2 -0.0376471 0.882353 -1.03765 19.2 0 0 0 3.76471e-08 -1.88235e-06 0 0 0 0 1.90118e-06
0.69 0 8.23529 0 1.82353 8.23529 18.6 -0.0364706 0.823529 -1.03647 18.6 0 0 0 3.64706e-08 -1.82353e-06 0 0 0 0 1.84176e-06
0.7 0 7.64706 0 1.76471 7.64706 18 -0.0352941 0.764706 -1.03529 18 0 0 0 3.52941e-08 -1.76471e-06 0 0 0 0 1.78235e-06
0.71 0 7.05882 0 1.70588 7.05882 17.4 -0.0341176 0.705882 -1.03412 17.4 0 0 0 3.41176e-08 -1.70588e-06 0 0 0 0 1.72294e-06
0.72 0 6.47059 0 1.64706 6.47059 16.8 -0.0329412 0.647059 -1.03294 16.8 0 0 0 3.29412e-08 -1.64706e-06 0 0 0 0 1.66353e-06
0.73 0 5.88235 0 1.58824 5.88235 16.2 -0.0317647 0.588235 -1.03176 16.2 0 0 0 3.17647e-08 -1.58824e-06 0 0 0 0 1.60412e-06
0.74 0 5.29412 0 1.52941 5.29412 15.6 -0.0305882 0.529412 -1.03059 15.6 0 0 0 3.05882e-08 -1.52941e-06 0 0 0 0 1.54471e-06
0.75 0 4.70588 0 1.47059 4.70588 15 -0.0294118 0.470588 -1.02941 15 0 0 0 2.94118e-08 -1.47059e-06 0 0 0 0 1.48529e-06
0.76 0 4.11765 0 1.41176 4.11765 14.4 -0.0282353 0.411765 -1.02824 14.4 0 0 0 2.82353e-08 -1.41176e-06 0 0 0 0 1.42588e-06
0.77 0 3.52941 0 1.35294 3.52941 13.8 -0.0270588 0.352941 -1.02706 13.8 0 0 0 2.70588e-08 -1.35294e-06 0 0 0 0 1.36647e-06
0.78 0 2.94118 0 1.29412 2.94118 13.2 -0.0258824 0.294118 -1.02588 13.2 0 0 0 2.58824e-08 -1.29412e-06 0 0 0 0 1.30706e-06
0.79 0 2.35294 0 1.23529 2.35294 12.6 -0.0247059 0.235294 -1.02471 12.6 0 0 0 2.47059e-08 -1.23529e-06 0 0 0 0 1.24765e-06
0.8 0 1.76471 0 1.17647 1.76471 12 -0.0235294 0.176471 -1.02353 12 0 0 0 2.35294e-08 -1.17647e-06 0 0 0 0 1.18824e-06
0.81 0 1.17647 0 1.11765 1.17647 11.4 -0.0223529 0.117647 -1.02235 11.4 0 0 0 2.23529e-08 -1.11765e-06 0 0 0 0 1.12882e-06
0.82 0 0.588235 0 1.05882 0.588235 10.8 -0.0211765 0.0588235 -1.02118 10.8 0 0 0 2.11765e-08 -1.05882e-06 0 0 0 0 1.06941e-06
0.83 0 -3.0761e-14 0 1 -3.0761e-14 10.2 -0.02 -2.96117e-15 -1.02 10.2 0 0 0 2e-08 -1e-06 0 0 0 0 1.01e-06
0.84 0 -0.588235 0 0.941176 -0.588235 9.6 -0.0188235 -0.0588235 -1.01882 9.6 0 0 0 1.88235e-08 -9.41176e-07 0 0 0 0 9.50588e-07
0.85 0 -1.17647 0 0.882353 -1.17647 9 -0.0176471 -0.117647 -1.01765 9 0 0 0 1.76471e-08 -8.82353e-07 0 0 0 0 8.91176e-07
0.86 0 -1.76471 0 0.823529 -1.76471 8.4 -0.0164706 -0.176471 -1.01647 8.4 0 0 0 1.64706e-08 -8.23529e-07 0 0 0 0 8.31765e-07
0.87 0 -2.35294 0 0.764706 -2.35294 7.8 -0.0152941 -0.235294 -1.01529 7.8 0 0 0 1.52941e-08 -7.64706e-07 0 0 0 0 7.72353e-07
0.88 0 -2.94118 0 0.705882 -2.94118 7.2 -0.0141176 -0.294118 -1.01412 7.2 0 0 0 1.41176e-08 -7.05882e-07 0 0 0 0 7.12941e-07
0.89 0 -3.52941 0 0.647059 -3.52941 6.6 -0.0129412 -0.352941 -1.01294 6.6 0 0 0 1.29412e-08 -6.47059e-07 0 0 0 0 6.53529e-07
0.9 0 -4.11765 0 0.588235 -4.11765 6 -0.0117647 -0.411765 -1.01176 6 0 0 0 1.17647e-08 -5.88235e-07 0 0 0 0 5.94118e-07
0.91 0 -4.70588 0 0.529412 -4.70588 5.4 -0.0105882 -0.470588 -1.01059 5.4 0 0 0 1.05882e-08 -5.29412e-07 0 0 0 0 5.34706e-07
0.92 0 -5.29412 0 0.470588 -5.29412 4.8 -0.00941176 -0.529412 -1.00941 4.8 0 0 0 9.41176e-09 -4.70588e-07 0 0 0 0 4.75294e-07
0.93 0 -5.88235 0 0.411765 -5.88235 4.2 -0.00823529 -0.588235 -1.00824 4.2 0 0 0 8.23529e-09 -4.11765e-07 0 0 0 0 4.15882e-07
0.94 0 -6.47059 0 0.352941 -6.47059 3.6 -0.00705882 -0.647059 -1.00706 3.6 0 0 0 7.05882e-09 -3.52941e-07 0 0 0 0 3.56471e-07
0.95 0 -7.05882 0 0.294118 -7.05882 3 -0.00588235 -0.705882 -1.00588 3 0 0 0 5.88235e-09 -2.94118e-07 0 0 0 0 2.97059e-07
0.96 0 -7.64706 0 0.235294 -7.64706 2.4 -0.00470588 -0.764706 -1.00471 2.4 0 0 0 4.70588e-09 -2.35294e-07 0 0 0 0 2.37647e-07
0.97 0 -8.23529 0 0.176471 -8.23529 1.8 -0.00352941 -0.823529 -1.00353 1.8 0 0 0 3.52941e-09 -1.76471e-07 0 0 0 0 1.78235e-07
0.98 0 -8.82353 0 0.117647 -8.82353 1.2 -0.00235294 -0.882353 -1.00235 1.2 0 0 0 2.35294e-09 -1.17647e-07 0 0 0 0 1.18824e-07
0.99 0 -9.41176 0 0.0588235 -9.41176 0.6 -0.00117647 -0.941176 -1.00118 0.6 0 0 0 1.17647e-09 -5.88235e-08 0 0 0 0 5.94118e-08
1 6.66134e-14 -10 0 -1.30223e-12 -10 3.9968e-14 -1.30622e-12 -1 -1 3.9968e-14 6.66134e-19 0 0 1.30622e-18 1.30223e-18 0 6.66134e-19 0 0 1.70191e-20
1.01 1 -205.49 0 -19.549 -205.49 0.6 -19.609 -20.549 -20.609 0.6 1e-05 0 0 1.9609e-05 1.9549e-05 0 1e-05 0 0 2.5549e-07
1.02 1 -204.902 0 -19.4902 -204.902 1.2 -19.6102 -20.4902 -20.6102 1.2 1e-05 0 0 1.96102e-05 1.94902e-05 0 1e-05 0 0 3.14902e-07
1.03 1 -204.314 0 -19.4314 -204.314 1.8 -19.6114 -20.4314 -20.6114 1.8 1e-05 0 0 1.96114e-05 1.94314e-05 0 1e-05 0 0 3.74314e-07
1.04 1 -203.725 0 -19.3725 -203.725 2.4 -19.6125 -20.3725 -20.6125 2.4 1e-05 0 0 1.96125e-05 1.93725e-05 0 1e-05 0 0 4.33725e-07
1.05 1 -203.137 0 -19.3137 -203.137 3 -19.6137 -20.3137 -20.6137 3 1e-05 0 0 1.96137e-05 1.93137e-05 0 1e-05 0 0 4.93137e-07
1.06 1 -202.549 0 -19.2549 -202.549 3.6 -19.6149 -20.2549 -20.6149 3.6 1e-05 0 0 1.96149e-05 1.92549e-05 0 1e-05 0 0 5.52549e-07
1.07 1 -201.961 0 -19.1961 -201.961 4.2 -19.6161 -20.1961 -20.6161 4.2 1e-05 0 0 1.96161e-05 1.91961e-05 0 1e-05 0 0 6.11961e-07
1.08 1 -201.373 0 -19.1373 -201.373 4.8 -19.6173 -20.1373 -20.6173 4.8 1e-05 0 0 1.96173e-05 1.91373e-05 0 1e-05 0 0 6.71373e-07
1.09 1 -200.784 0 -19.0784 -200.784 5.4 -19.6184 -20.0784 -20.6184 5.4 1e-05 0 0 1.96184e-05 1.90784e-05 0 1e-05 0 0 7.30784e-07
1.1 1 -200.196 0 -19.0196 -200.196 6 -19.6196 -20.0196 -20.6196 6 1e-05 0 0 1.96196e-05 1.90196e-05 0 1e-05 0 0 7.90196e-07
1.11 1 -199.608 0 -18.9608 -199.608 6.6 -19.6208 -19.9608 -20.6208 6.6 1e-05 0 0 1.96208e-05 1.89608e-05 0 1e-05 0 0 8.49608e-07
1.12 1 -199.02 0 -18.902 -199.02 7.2 -19.622 -19.902 -20.622 7.2 1e-05 0 0 1.9622e-05 1.8902e-05 0 1e-05 0 0 9.0902e-07
1.13 1 -198.431 0 -18.8431 -198.431 7.8 -19.6231 -19.8431 -20.6231 7.8 1e-05 0 0 1.96231e-05 1.88431e-05 0 1e-05 0 0 9.68431e-07
1.14 1 -197.843 0 -18.7843 -197.843 8.4 -19.6243 -19.7843 -20.6243 8.4 1e-05 0 0 1.96243e-05 1.87843e-05 0 1e-05 0 0 1.02784e-06
1.15 1 -197.255 0 -18.7255 -197.255 9 -19.6255 -19.7255 -20.6255 9 1e-05 0 0 1.96255e-05 1.87255e-05 0 1e-05 0 0 1.08725e-06
1.16 1 -196.667 0 -18.6667 -196.667 9.6 -19.6267 -19.6667 -20.6267 9.6 1e-05 0 0 1.96267e-05 1.86667e-05 0 1e-05 0 0 1.14667e-06
1.17 1 -196.078 0 -18.6078 -196.078 10.2 -19.6278 -19.6078 -20.6278 10.2 1e-05 0 0 1.96278e-05 1.86078e-05 0 1e-05 0 0 1.20608e-06
1.18 1 -195.49 0 -18.549 -195.49 10.8 -19.629 -19.549 -20.629 10.8 1e-05 0 0 1.9629e-05 1.8549e-05 0 1e-05 0 0 1.26549e-06
1.19 1 -194.902 0 -18.4902 -194.902 11.4 -19.6302 -19.4902 -20.6302 11.4 1e-05 0 0 1.96302e-05 1.84902e-05 0 1e-05 0 0 1.3249e-06
1.2 1 -194.314 0 -18.4314 -194.314 12 -19.6314 -19.4314 -20.6314 12 1e-05 0 0 1.96314e-05 1.84314e-05 0 1e-05 0 0 1.38431e-06
1.21 1 -193.725 0 -18.3725 -193.725 12.6 -19.6325 -19.3725 -20.6325 12.6 1e-05 0 0 1.96325e-05 1.83725e-05 0 1e-05 0 0 1.44373e-06
1.22 1 -193.137 0 -18.3137 -193.137 13.2 -19.6337 -19.3137 -20.6337 13.2 1e-05 0 0 1.96337e-05 1.83137e-05 0 1e-05 0 0 1.50314e-06
1.23 1 -192.549 0 -18.2549 -192.549 13.8 -19.6349 -19.2549 -20.6349 13.8 1e-05 0 0 1.96349e-05 1.82549e-05 0 1e-05 0 0 1.56255e-06
1.24 1 -191.961 0 -18.1961 -191.961 14.4 -19.6361 -19.1961 -20.6361 14.4 1e-05 0 0 1.96361e-05 1.81961e-05 0 1e-05 0 0 1.62196e-06
1.25 1 -191.373 0 -18.1373 -191.373 15 -19.6373 -19.1373 -20.6373 15 1e-05 0 0 1.96373e-05 1.81373e-05 0 1e-05 0 0 1.68137e-06
1.26 1 -190.784 0 -18.0784 -190.784 15.6 -19.6384 -19.0784 -20.6384 15.6 1e-05 0 0 1.96384e-05 1.80784e-05 0 1e-05 0 0 1.74078e-06
1.27 1 -190.196 0 -18.0196 -190.196 16.2 -19.6396 -19.0196 -20.6396 16.2 1e-05 0 0 1.96396e-05 1.80196e-05 0 1e-05 0 0 1.8002e-06
1.28 1 -189.608 0 -17.9608 -189.608 16.8 -19.6408 -18.9608 -20.6408 16.8 1e-05 0 0 1.96408e-05 1.79608e-05 0 1e-05 0 0 1.85961e-06
1.29 1 -189.02 0 -17.902 -189.02 17.4 -19.642 -18.902 -20.642 17.4 1e-05 0 0 1.9642e-05 1.7902e-05 0 1e-05 0 0 1.91902e-06
1.3 1 -188.431 0 -17.8431 -188.431 18 -19.6431 -18.8431 -20.6431 18 1e-05 0 0 1.96431e-05 1.78431e-05 0 1e-05 0 0 1.97843e-06
1.31 1 -187.843 0 -17.7843 -187.843 18.6 -19.6443 -18.7843 -20.6443 18.6 1e-05 0 0 1.96443e-05 1.77843e-05 0 1e-05 0 0 2.03784e-06
1.32 1 -187.255 0 -17.7255 -187.255 19.2 -19.6455 -18.7255 -20.6455 19.2 1e-05 0 0 1.96455e-05 1.77255e-05 0 1e-05 0 0 2.09725e-06
1.33 1 -186.667 0 -17.6667 -186.667 19.8 -19.6467 -18.6667 -20.6467 19.8 1e-05 0 0 1.96467e-05 1.76667e-05 0 1e-05 0 0 2.15667e-06
1.34 1 -186.078 0 -17.6078 -186.078 20.4 -19.6478 -18.6078 -20.6478 20.4 1e-05 0 0 1.96478e-05 1.76078e-05 0 1e-05 0 0 2.21608e-06
1.35 1 -185.49 0 -17.549 -185.49 21 -19.649 -18.549 -20.649 21 1e-05 0 0 1.9649e-05 1.7549e-05 0 1e-05 0 0 2.27549e-06
1.36 1 -184.902 0 -17.4902 -184.902 21.6 -19.6502 -18.4902 -20.6502 21.6 1e-05 0 0 1.96502e-05 1.74902e-05 0 1e-05 0 0 2.3349e-06
1.37 1 -184.314 0 -17.4314 -184.314 22.2 -19.6514 -18.4314 -20.6514 22.2 1e-05 0 0 1.96514e-05 1.74314e-05 0 1e-05 0 0 2.39431e-06
1.38 1 -183.725 0 -17.3725 -183.725 22.8 -19.6525 -18.3725 -20.6525 22.8 1e-05 0 0 1.96525e-05 1.73725e-05 0 1e-05 0 0 2.45373e-06
1.39 1 -183.137 0 -17.3137 -183.137 23.4 -19.6537 -18.3137 -20.6537 23.4 1e-05 0 0 1.96537e-05 1.73137e-05 0 1e-05 0 0 2.51314e-06
1.4 1 -182.549 0 -17.2549 -182.549 24 -19.6549 -18.2549 -20.6549 24 1e-05 0 0 1.96549e-05 1.72549e-05 0 1e-05 0 0 2.57255e-06
1.41 1 -181.961 0 -17.1961 -181.961 24.6 -19.6561 -18.1961 -20.6561 24.6 1e-05 0 0 1.96561e-05 1.71961e-05 0 1e-05 0 0 2.63196e-06
1.42 1 -181.373 0 -17.1373 -181.373 25.2 -19.6573 -18.1373 -20.6573 25.2 1e-05 0 0 1.96573e-05 1.71373e-05 0 1e-05 0 0 2.69137e-06
1.43 1 -180.784 0 -17.0784 -180.784 25.8 -19.6584 -18.0784 -20.6584 25.8 1e-05 0 0 1.96584e-05 1.70784e-05 0 1e-05 0 0 2.75078e-06
1.44 1 -180.196 0 -17.0196 -180.196 26.4 -19.6596 -18.0196 -20.6596 26.4 1e-05 0 0 1.96596e-05 1.70196e-05 0 1e-05 0 0 2.8102e-06
1.45 1 -179.608 0 -16.9608 -179.608 27 -19.6608 -17.9608 -20.6608 27 1e-05 0 0 1.96608e-05 1.69608e-05 0 1e-05 0 0 2.86961e-06
1.46 1 -179.02 0 -16.902 -179.02 27.6 -19.662 -17.902 -20.662 27.6 1e-05 0 0 1.9662e-05 1.6902e-05 0 1e-05 0 0 2.92902e-06
1.47 1 -178.431 0 -16.8431 -178.431 28.2 -19.6631 -17.8431 -20.6631 28.2 1e-05 0 0 1.96631e-05 1.68431e-05 0 1e-05 0 0 2.98843e-06
1.48 1 -177.843 0 -16.7843 -177.843 28.8 -19.6643 -17.7843 -20.6643 28.8 1e-05 0 0 1.96643e-05 1.67843e-05 0 1e-05 0 0 3.04784e-06
1.49 1 -177.255 0 -16.7255 -177.255 29.4 -19.6655 -17.7255 -20.6655 29.4 1e-05 0 0 1.96655e-05 1.67255e-05 0 1e-05 0 0 3.10725e-06
1.5 1 -176.667 0 -16.6667 -176.667 30 -19.6667 -17.6667 -20.6667 30 1e-05 0 0 1.96667e-05 1.66667e-05 0 1e-05 0 0 3.16667e-06
1.51 1 -177.255 0 -16.7255 -177.255 29.4 -19.6655 -17.7255 -20.6655 29.4 1e-05 0 0 1.96655e-05 1.67255e-05 0 1e-05 0 0 3.10725e-06
1.52 1 -177.843 0 -16.7843 -177.843 28.8 -19.6643 -17.7843 -20.6643 28.8 1e-05 0 0 1.96643e-05 1.67843e-05 0 1e-05 0 0 3.04784e-06
1.53 1 -178.431 0 -16.8431 -178.431 28.2 -19.6631 -17.8431 -20.6631 28.2 1e-05 0 0 1.96631e-05 1.68431e-05 0 1e-05 0 0 2.98843e-06
1.54 1 -179.02 0 -16.902 -179.02 27.6 -19.662 -17.902 -20.662 27.6 1e-05 0 0 1.9662e-05 1.6902e-05 0 1e-05 0 0 2.92902e-06
