t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
8.53 8 -1550.98 0 -154.098 -1550.98 28.2 -156.918 -155.098 -157.918 28.2 8e-05 0 0 0.000156918 0.000154098 0 8e-05 0 0 4.36098e-06
8.54 8 -1551.57 0 -154.157 -1551.57 27.6 -156.917 -155.157 -157.917 27.6 8e-05 0 0 0.000156917 0.000154157 0 8e-05 0 0 4.30157e-06
8.55 8 -1552.16 0 -154.216 -1552.16 27 -156.916 -155.216 -157.916 27 8e-05 0 0 0.000156916 0.000154216 0 8e-05 0 0 4.24216e-06
8.56 8 -1552.75 0 -154.275 -1552.75 26.4 -156.915 -155.275 -157.915 26.4 8e-05 0 0 0.000156915 0.000154275 0 8e-05 0 0 4.18275e-06
8.57 8 -1553.33 0 -154.333 -1553.33 25.8 -156.913 -155.333 -157.913 25.8 8e-05 0 0 0.000156913 0.000154333 0 8e-05 0 0 4.12333e-06
8.58 8 -1553.92 0 -154.392 -1553.92 25.2 -156.912 -155.392 -157.912 25.2 8e-05 0 0 0.000156912 0.000154392 0 8e-05 0 0 4.06392e-06
8.59 8 -1554.51 0 -154.451 -1554.51 24.6 -156.911 -155.451 -157.911 24.6 8e-05 0 0 0.000156911 0.000154451 0 8e-05 0 0 4.00451e-06
8.6 8 -1555.1 0 -154.51 -1555.1 24 -156.91 -155.51 -157.91 24 8e-05 0 0 0.00015691 0.00015451 0 8e-05 0 0 3.9451e-06
8.61 8 -1555.69 0 -154.569 -1555.69 23.4 -156.909 -155.569 -157.909 23.4 8e-05 0 0 0.000156909 0.000154569 0 8e-05 0 0 3.88569e-06
8.62 8 -1556.27 0 -154.627 -1556.27 22.8 -156.907 -155.627 -157.907 22.8 8e-05 0 0 0.000156907 0.000154627 0 8e-05 0 0 3.82627e-06
8.63 8 -1556.86 0 -154.686 -1556.86 22.2 -156.906 -155.686 -157.906 22.2 8e-05 0 0 0.000156906 0.000154686 0 8e-05 0 0 3.76686e-06
8.64 8 -1557.45 0 -154.745 -1557.45 21.6 -156.905 -155.745 -157.905 21.6 8e-05 0 0 0.000156905 0.000154745 0 8e-05 0 0 3.70745e-06
8.65 8 -1558.04 0 -154.804 -1558.04 21 -156.904 -155.804 -157.904 21 8e-05 0 0 0.000156904 0.000154804 0 8e-05 0 0 3.64804e-06
8.66 8 -1558.63 0 -154.863 -1558.63 20.4 -156.903 -155.863 -157.903 20.4 8e-05 0 0 0.000156903 0.000154863 0 8e-05 0 0 3.58863e-06
8.67 8 -1559.22 0 -154.922 -1559.22 19.8 -156.902 -155.922 -157.902 19.8 8e-05 0 0 0.000156902 0.000154922 0 8e-05 0 0 3.52922e-06
8.68 8 -1559.8 0 -154.98 -1559.8 19.2 -156.9 -155.98 -157.9 19.2 8e-05 0 0 0.0001569 0.00015498 0 8e-05 0 0 3.4698e-06
8.69 8 -1560.39 0 -155.039 -1560.39 18.6 -156.899 -156.039 -157.899 18.6 8e-05 0 0 0.000156899 0.000155039 0 8e-05 0 0 3.41039e-06
8.7 8 -1560.98 0 -155.098 -1560.98 18 -156.898 -156.098 -157.898 18 8e-05 0 0 0.000156898 0.000155098 0 8e-05 0 0 3.35098e-06
8.71 8 -1561.57 0 -155.157 -1561.57 17.4 -156.897 -156.157 -157.897 17.4 8e-05 0 0 0.000156897 0.000155157 0 8e-05 0 0 3.29157e-06
8.72 8 -1562.16 0 -155.216 -1562.16 16.8 -156.896 -156.216 -157.896 16.8 8e-05 0 0 0.000156896 0.000155216 0 8e-05 0 0 3.23216e-06
8.73 8 -1562.75 0 -155.275 -1562.75 16.2 -156.895 -156.275 -157.895 16.2 8e-05 0 0 0.000156895 0.000155275 0 8e-05 0 0 3.17275e-06
8.74 8 -1563.33 0 -155.333 -1563.33 15.6 -156.893 -156.333 -157.893 15.6 8e-05 0 0 0.000156893 0.000155333 0 8e-05 0 0 3.11333e-06
8.75 8 -1563.92 0 -155.392 -1563.92 15 -156.892 -156.392 -157.892 15 8e-05 0 0 0.000156892 0.000155392 0 8e-05 0 0 3.05392e-06
8.76 8 -1564.51 0 -155.451 -1564.51 14.4 -156.891 -156.451 -157.891 14.4 8e-05 0 0 0.000156891 0.000155451 0 8e-05 0 0 2.99451e-06
8.77 8 -1565.1 0 -155.51 -1565.1 13.8 -156.89 -156.51 -157.89 13.8 8e-05 0 0 0.00015689 0.00015551 0 8e-05 0 0 2.9351e-06
8.78 8 -1565.69 0 -155.569 -1565.69 13.2 -156.889 -156.569 -157.889 13.2 8e-05 0 0 0.000156889 0.000155569 0 8e-05 0 0 2.87569e-06
8.79 8 -1566.27 0 -155.627 -1566.27 12.6 -156.887 -156.627 -157.887 12.6 8e-05 0 0 0.000156887 0.000155627 0 8e-05 0 0 2.81627e-06
8.8 8 -1566.86 0 -155.686 -1566.86 12 -156.886 -156.686 -157.886 12 8e-05 0 0 0.000156886 0.000155686 0 8e-05 0 0 2.75686e-06
8.81 8 -1567.45 0 -155.745 -1567.45 11.4 -156.885 -156.745 -157.885 11.4 8e-05 0 0 0.000156885 0.000155745 0 8e-05 0 0 2.69745e-06
8.82 8 -1568.04 0 -155.804 -1568.04 10.8 -156.884 -156.804 -157.884 10.8 8e-05 0 0 0.000156884 0.000155804 0 8e-05 0 0 2.63804e-06
8.83 8 -1568.63 0 -155.863 -1568.63 10.2 -156.883 -156.863 -157.883 10.2 8e-05 0 0 0.000156883 0.000155863 0 8e-05 0 0 2.57863e-06
8.84 8 -1569.22 0 -155.922 -1569.22 9.6 -156.882 -156.922 -157.882 9.6 8e-05 0 0 0.000156882 0.000155922 0 8e-05 0 0 2.51922e-06
8.85 8 -1569.8 0 -155.98 -1569.8 9 -156.88 -156.98 -157.88 9 8e-05 0 0 0.00015688 0.00015598 0 8e-05 0 0 2.4598e-06
8.86 8 -1570.39 0 -156.039 -1570.39 8.4 -156.879 -157.039 -157.879 8.4 8e-05 0 0 0.000156879 0.000156039 0 8e-05 0 0 2.40039e-06
8.87 8 -1570.98 0 -156.098 -1570.98 7.8 -156.878 -157.098 -157.878 7.8 8e-05 0 0 0.000156878 0.000156098 0 8e-05 0 0 2.34098e-06
8.88 8 -1571.57 0 -156.157 -1571.57 7.2 -156.877 -157.157 -157.877 7.2 8e-05 0 0 0.000156877 0.000156157 0 8e-05 0 0 2.28157e-06
8.89 8 -1572.16 0 -156.216 -1572.16 6.6 -156.876 -157.216 -157.876 6.6 8e-05 0 0 0.000156876 0.000156216 0 8e-05 0 0 2.22216e-06
8.9 8 -1572.75 0 -156.275 -1572.75 6 -156.875 -157.275 -157.875 6 8e-05 0 0 0.000156875 0.000156275 0 8e-05 0 0 2.16275e-06
8.91 8 -1573.33 0 -156.333 -1573.33 5.4 -156.873 -157.333 -157.873 5.4 8e-05 0 0 0.000156873 0.000156333 0 8e-05 0 0 2.10333e-06
8.92 8 -1573.92 0 -156.392 -1573.92 4.8 -156.872 -157.392 -157.872 4.8 8e-05 0 0 0.000156872 0.000156392 0 8e-05 0 0 2.04392e-06
8.93 8 -1574.51 0 -156.451 -1574.51 4.2 -156.871 -157.451 -157.871 4.2 8e-05 0 0 0.000156871 0.000156451 0 8e-05 0 0 1.98451e-06
8.94 8 -1575.1 0 -156.51 -1575.1 3.6 -156.87 -157.51 -157.87 3.6 8e-05 0 0 0.00015687 0.00015651 0 8e-05 0 0 1.9251e-06
8.95 8 -1575.69 0 -156.569 -1575.69 3 -156.869 -157.569 -157.869 3 8e-05 0 0 0.000156869 0.000156569 0 8e-05 0 0 1.86569e-06
8.96 8 -1576.27 0 -156.627 -1576.27 2.4 -156.867 -157.627 -157.867 2.4 8e-05 0 0 0.000156867 0.000156627 0 8e-05 0 0 1.80627e-06
8.97 8 -1576.86 0 -156.686 -1576.86 1.8 -156.866 -157.686 -157.866 1.8 8e-05 0 0 0.000156866 0.000156686 0 8e-05 0 0 1.74686e-06
8.98 8 -1577.45 0 -156.745 -1577.45 1.2 -156.865 -157.745 -157.865 1.2 8e-05 0 0 0.000156865 0.000156745 0 8e-05 0 0 1.68745e-06
8.99 8 -1578.04 0 -156.804 -1578.04 0.6 -156.864 -157.804 -157.864 0.6 8e-05 0 0 0.000156864 0.000156804 0 8e-05 0 0 1.62804e-06
9 8 -1578.63 0 -156.863 -1578.63 8.84626e-12 -156.863 -157.863 -157.863 8.84626e-12 8e-05 0 0 0.000156863 0.000156863 0 8e-05 0 0 1.56863e-06
9.01 9 -1774.12 0 -176.412 -1774.12 0.6 -176.472 -177.412 -177.472 0.6 9e-05 0 0 0.000176472 0.000176412 0 9e-05 0 0 1.82412e-06
9.02 9 -1773.53 0 -176.353 -1773.53 1.2 -176.473 -177.353 -177.473 1.2 9e-05 0 0 0.000176473 0.000176353 0 9e-05 0 0 1.88353e-06
9.03 9 -1772.94 0 -176.294 -1772.94 1.8 -176.474 -177.294 -177.474 1.8 9e-05 0 0 0.000176474 0.000176294 0 9e-05 0 0 1.94294e-06
9.04 9 -1772.35 0 -176.235 -1772.35 2.4 -176.475 -177.235 -177.475 2.4 9e-05 0 0 0.000176475 0.000176235 0 9e-05 0 0 2.00235e-06
9.05 9 -1771.76 0 -176.176 -1771.76 3 -176.476 -177.176 -177.476 3 9e-05 0 0 0.000176476 0.000176176 0 9e-05 0 0 2.06176e-06
9.06 9 -1771.18 0 -176.118 -1771.18 3.6 -176.478 -177.118 -177.478 3.6 9e-05 0 0 0.000176478 0.000176118 0 9e-05 0 0 2.12118e-06
9.07 9 -1770.59 0 -176.059 -1770.59 4.2 -176.479 -177.059 -177.479 4.2 9e-05 0 0 0.000176479 0.000176059 0 9e-05 0 0 2.18059e-06
9.08 9 -1770 0 -176 -1770 4.8 -176.48 -177 -177.48 4.8 9e-05 0 0 0.00017648 0.000176 0 9e-05 0 0 2.24e-06
9.09 9 -1769.41 0 -175.941 -1769.41 5.4 -176.481 -176.941 -177.481 5.4 9e-05 0 0 0.000176481 0.000175941 0 9e-05 0 0 2.29941e-06
9.1 9 -1768.82 0 -175.882 -1768.82 6 -176.482 -176.882 -177.482 6 9e-05 0 0 0.000176482 0.000175882 0 9e-05 0 0 2.35882e-06
9.11 9 -1768.24 0 -175.824 -1768.24 6.6 -176.484 -176.824 -177.484 6.6 9e-05 0 0 0.000176484 0.000175824 0 9e-05 0 0 2.41824e-06
9.12 9 -1767.65 0 -175.765 -1767.65 7.2 -176.485 -176.765 -177.485 7.2 9e-05 0 0 0.000176485 0.000175765 0 9e-05 0 0 2.47765e-06
9.13 9 -1767.06 0 -175.706 -1767.06 7.8 -176.486 -176.706 -177.486 7.8 9e-05 0 0 0.000176486 0.000175706 0 9e-05 0 0 2.53706e-06
9.14 9 -1766.47 0 -175.647 -1766.47 8.4 -176.487 -176.647 -177.487 8.4 9e-05 0 0 0.000176487 0.000175647 0 9e-05 0 0 2.59647e-06
9.15 9 -1765.88 0 -175.588 -1765.88 9 -176.488 -176.588 -177.488 9 9e-05 0 0 0.000176488 0.000175588 0 9e-05 0 0 2.65588e-06
9.16 9 -1765.29 0 -175.529 -1765.29 9.6 -176.489 -176.529 -177.489 9.6 9e-05 0 0 0.000176489 0.000175529 0 9e-05 0 0 2.71529e-06
9.17 9 -1764.71 0 -175.471 -1764.71 10.2 -176.491 -176.471 -177.491 10.2 9e-05 0 0 0.000176491 0.000175471 0 9e-05 0 0 2.77471e-06
9.18 9 -1764.12 0 -175.412 -1764.12 10.8 -176.492 -176.412 -177.492 10.8 9e-05 0 0 0.000176492 0.000175412 0 9e-05 0 0 2.83412e-06
9.19 9 -1763.53 0 -175.353 -1763.53 11.4 -176.493 -176.353 -177.493 11.4 9e-05 0 0 0.000176493 0.000175353 0 9e-05 0 0 2.89353e-06
9.2 9 -1762.94 0 -175.294 -1762.94 12 -176.494 -176.294 -177.494 12 9e-05 0 0 0.000176494 0.000175294 0 9e-05 0 0 2.95294e-06
9.21 9 -1762.35 0 -175.235 -1762.35 12.6 -176.495 -176.235 -177.495 12.6 9e-05 0 0 0.000176495 0.000175235 0 9e-05 0 0 3.01235e-06
9.22 9 -1761.76 0 -175.176 -1761.76 13.2 -176.496 -176.176 -177.496 13.2 9e-05 0 0 0.000176496 0.000175176 0 9e-05 0 0 3.07176e-06
9.23 9 -1761.18 0 -175.118 -1761.18 13.8 -176.498 -176.118 -177.498 13.8 9e-05 0 0 0.000176498 0.000175118 0 9e-05 0 0 3.13118e-06
9.24 9 -1760.59 0 -175.059 -1760.59 14.4 -176.499 -176.059 -177.499 14.4 9e-05 0 0 0.000176499 0.000175059 0 9e-05 0 0 3.19059e-06
9.25 9 -1760 0 -175 -1760 15 -176.5 -176 -177.5 15 9e-05 0 0 0.0001765 0.000175 0 9e-05 0 0 3.25e-06
9.26 9 -1759.41 0 -174.941 -1759.41 15.6 -176.501 -175.941 -177.501 15.6 9e-05 0 0 0.000176501 0.000174941 0 9e-05 0 0 3.30941e-06
9.27 9 -1758.82 0 -174.882 -1758.82 16.2 -176.502 -175.882 -177.502 16.2 9e-05 0 0 0.000176502 0.000174882 0 9e-05 0 0 3.36882e-06
9.28 9 -1758.24 0 -174.824 -1758.24 16.8 -176.504 -175.824 -177.504 16.8 9e-05 0 0 0.000176504 0.000174824 0 9e-05 0 0 3.42824e-06
9.29 9 -1757.65 0 -174.765 -1757.65 17.4 -176.505 -175.765 -177.505 17.4 9e-05 0 0 0.000176505 0.000174765 0 9e-05 0 0 3.48765e-06
9.3 9 -1757.06 0 -174.706 -1757.06 18 -176.506 -175.706 -177.506 18 9e-05 0 0 0.000176506 0.000174706 0 9e-05 0 0 3.54706e-06
9.31 9 -1756.47 0 -174.647 -1756.47 18.6 -176.507 -175.647 -177.507 18.6 9e-05 0 0 0.000176507 0.000174647 0 9e-05 0 0 3.60647e-06
9.32 9 -1755.88 0 -174.588 -1755.88 19.2 -176.508 -175.588 -177.508 19.2 9e-05 0 0 0.000176508 0.000174588 0 9e-05 0 0 3.66588e-06
9.33 9 -1755.29 0 -174.529 -1755.29 19.8 -176.509 -175.529 -177.509 19.8 9e-05 0 0 0.000176509 0.000174529 0 9e-05 0 0 3.72529e-06
9.34 9 -1754.71 0 -174.471 -1754.71 20.4 -176.511 -175.471 -177.511 20.4 9e-05 0 0 0.000176511 0.000174471 0 9e-05 0 0 3.78471e-06
9.35 9 -1754.12 0 -174.412 -1754.12 21 -176.512 -175.412 -177.512 21 9e-05 0 0 0.000176512 0.000174412 0 9e-05 0 0 3.84412e-06
9.36 9 -1753.53 0 -174.353 -1753.53 21.6 -176.513 -175.353 -177.513 21.6 9e-05 0 0 0.000176513 0.000174353 0 9e-05 0 0 3.90353e-06
9.37 9 -1752.94 0 -174.294 -1752.94 22.2 -176.514 -175.294 -177.514 22.2 9e-05 0 0 0.000176514 0.000174294 0 9e-05 0 0 3.96294e-06
9.38 9 -1752.35 0 -174.235 -1752.35 22.8 -176.515 -175.235 -177.515 22.8 9e-05 0 0 0.000176515 0.000174235 0 9e-05 0 0 4.02235e-06
9.39 9 -1751.76 0 -174.176 -1751.76 23.4 -176.516 -175.176 -177.516 23.4 9e-05 0 0 0.000176516 0.000174176 0 9e-05 0 0 4.08176e-06
9.4 9 -1751.18 0 -174.118 -1751.18 24 -176.518 -175.118 -177.518 24 9e-05 0 0 0.000176518 0.000174118 0 9e-05 0 0 4.14118e-06
9.41 9 -1750.59 0 -174.059 -1750.59 24.6 -176.519 -175.059 -177.519 24.6 9e-05 0 0 0.000176519 0.000174059 0 9e-05 0 0 4.20059e-06
9.42 9 -1750 0 -174 -1750 25.2 -176.52 -175 -177.52 25.2 9e-05 0 0 0.00017652 0.000174 0 9e-05 0 0 4.26e-06
9.43 9 -1749.41 0 -173.941 -1749.41 25.8 -176.521 -174.941 -177.521 25.8 9e-05 0 0 0.000176521 0.000173941 0 9e-05 0 0 4.31941e-06
9.44 9 -1748.82 0 -173.882 -1748.82 26.4 -176.522 -174.882 -177.522 26.4 9e-05 0 0 0.000176522 0.000173882 0 9e-05 0 0 4.37882e-06
9.45 9 -1748.24 0 -173.824 -1748.24 27 -176.524 -174.824 -177.524 27 9e-05 0 0 0.000176524 0.000173824 0 9e-05 0 0 4.43824e-06
9.46 9 -1747.65 0 -173.765 -1747.65 27.6 -176.525 -174.765 -177.525 27.6 9e-05 0 0 0.000176525 0.000173765 0 9e-05 0 0 4.49765e-06
9.47 9 -1747.06 0 -173.706 -1747.06 28.2 -176.526 -174.706 -177.526 28.2 9e-05 0 0 0.000176526 0.000173706 0 9e-05 0 0 4.55706e-06
9.48 9 -1746.47 0 -173.647 -1746.47 28.8 -176.527 -174.647 -177.527 28.8 9e-05 0 0 0.000176527 0.000173647 0 9e-05 0 0 4.61647e-06
9.49 9 -1745.88 0 -173.588 -1745.88 29.4 -176.528 -174.588 -177.528 29.4 9e-05 0 0 0.000176528 0.000173588 0 9e-05 0 0 4.67588e-06
9.5 9 -1745.29 0 -173.529 -1745.29 30 -176.529 -174.529 -177.529 30 9e-05 0 0 0.000176529 0.000173529 0 9e-05 0 0 4.73529e-06
9.51 9 -1745.88 0 -173.588 -1745.88 29.4 -176.528 -174.588 -177.528 29.4 9e-05 0 0 0.000176528 0.000173588 0 9e-05 0 0 4.67588e-06
9.52 9 -1746.47 0 -173.647 -1746.47 28.8 -176.527 -174.647 -177.527 28.8 9e-05 0 0 0.000176527 0.000173647 0 9e-05 0 0 4.61647e-06
9.53 9 -1747.06 0 -173.706 -1747.06 28.2 -176.526 -174.706 -177.526 28.2 9e-05 0 0 0.000176526 0.000173706 0 9e-05 0 0 4.55706e-06
9.54 9 -1747.65 0 -173.765 -1747.65 27.6 -176.525 -174.765 -177.525 27.6 9e-05 0 0 0.000176525 0.000173765 0 9e-05 0 0 4.49765e-06
9.55 9 -1748.24 0 -173.824 -1748.24 27 -176.524 -174.824 -177.524 27 9e-05 0 0 0.000176524 0.000173824 0 9e-05 0 0 4.43824e-06
9.56 9 -1748.82 0 -173.882 -1748.82 26.4 -176.522 -174.882 -177.522 26.4 9e-05 0 0 0.000176522 0.000173882 0 9e-05 0 0 4.37882e-06
9.57 9 -1749.41 0 -173.941 -1749.41 25.8 -176.521 -174.941 -177.521 25.8 9e-05 0 0 0.000176521 0.000173941 0 9e-05 0 0 4.31941e-06
9.58 9 -1750 0 -174 -1750 25.2 -176.52 -175 -177.52 25.2 9e-05 0 0 0.00017652 0.000174 0 9e-05 0 0 4.26e-06
9.59 9 -1750.59 0 -174.059 -1750.59 24.6 -176.519 -175.059 -177.519 24.6 9e-05 0 0 0.000176519 0.000174059 0 9e-05 0 0 4.20059e-06
9.6 9 -1751.18 0 -174.118 -1751.18 24 -176.518 -175.118 -177.518 24 9e-05 0 0 0.000176518 0.000174118 0 9e-05 0 0 4.14118e-06
9.61 9 -1751.76 0 -174.176 -1751.76 23.4 -176.516 -175.176 -177.516 23.4 9e-05 0 0 0.000176516 0.000174176 0 9e-05 0 0 4.08176e-06
9.62 9 -1752.35 0 -174.235 -1752.35 22.8 -176.515 -175.235 -177.515 22.8 9e-05 0 0 0.000176515 0.000174235 0 9e-05 0 0 4.02235e-06
9.63 9 -1752.94 0 -174.294 -1752.94 22.2 -176.514 -175.294 -177.514 22.2 9e-05 0 0 0.000176514 0.000174294 0 9e-05 0 0 3.96294e-06
9.64 9 -1753.53 0 -174.353 -1753.53 21.6 -176.513 -175.353 -177.513 21.6 9e-05 0 0 0.000176513 0.000174353 0 9e-05 0 0 3.90353e-06
9.65 9 -1754.12 0 -174.412 -1754.12 21 -176.512 -175.412 -177.512 21 9e-05 0 0 0.000176512 0.000174412 0 9e-05 0 0 3.84412e-06
9.66 9 -1754.71 0 -174.471 -1754.71 20.4 -176.511 -175.471 -177.511 20.4 9e-05 0 0 0.000176511 0.000174471 0 9e-05 0 0 3.78471e-06
9.67 9 -1755.29 0 -174.529 -1755.29 19.8 -176.509 -175.529 -177.509 19.8 9e-05 0 0 0.000176509 0.000174529 0 9e-05 0 0 3.72529e-06
9.68 9 -1755.88 0 -174.588 -1755.88 19.2 -176.508 -175.588 -177.508 19.2 9e-05 0 0 0.000176508 0.000174588 0 9e-05 0 0 3.66588e-06
9.69 9 -1756.47 0 -174.647 -1756.47 18.6 -176.507 -175.647 -177.507 18.6 9e-05 0 0 0.000176507 0.000174647 0 9e-05 0 0 3.60647e-06
9.7 9 -1757.06 0 -174.706 -1757.06 18 -176.506 -175.706 -177.506 18 9e-05 0 0 0.000176506 0.000174706 0 9e-05 0 0 3.54706e-06
9.71 9 -1757.65 0 -174.765 -1757.65 17.4 -176.505 -175.765 -177.505 17.4 9e-05 0 0 0.000176505 0.000174765 0 9e-05 0 0 3.48765e-06
9.72 9 -1758.24 0 -174.824 -1758.24 16.8 -176.504 -175.824 -177.504 16.8 9e-05 0 0 0.000176504 0.000174824 0 9e-05 0 0 3.42824e-06
9.73 9 -1758.82 0 -174.882 -1758.82 16.2 -176.502 -175.882 -177.502 16.2 9e-05 0 0 0.000176502 0.000174882 0 9e-05 0 0 3.36882e-06
9.74 9 -1759.41 0 -174.941 -1759.41 15.6 -176.501 -175.941 -177.501 15.6 9e-05 0 0 0.000176501 0.000174941 0 9e-05 0 0 3.30941e-06
9.75 9 -1760 0 -175 -1760 15 -176.5 -176 -177.5 15 9e-05 0 0 0.0001765 0.000175 0 9e-05 0 0 3.25e-06
9.76 9 -1760.59 0 -175.059 -1760.59 14.4 -176.499 -176.059 -177.499 14.4 9e-05 0 0 0.000176499 0.000175059 0 9e-05 0 0 3.19059e-06
9.77 9 -1761.18 0 -175.118 -1761.18 13.8 -176.498 -176.118 -177.498 13.8 9e-05 0 0 0.000176498 0.000175118 0 9e-05 0 0 3.13118e-06
9.78 9 -1761.76 0 -175.176 -1761.76 13.2 -176.496 -176.176 -177.496 13.2 9e-05 0 0 0.000176496 0.000175176 0 9e-05 0 0 3.07176e-06
9.79 9 -1762.35 0 -175.235 -1762.35 12.6 -176.495 -176.235 -177.495 12.6 9e-05 0 0 0.000176495 0.000175235 0 9e-05 0 0 3.01235e-06
9.8 9 -1762.94 0 -175.294 -1762.94 12 -176.494 -176.294 -177.494 12 9e-05 0 0 0.000176494 0.000175294 0 9e-05 0 0 2.95294e-06
9.81 9 -1763.53 0 -175.353 -1763.53 11.4 -176.493 -176.353 -177.493 11.4 9e-05 0 0 0.000176493 0.000175353 0 9e-05 0 0 2.89353e-06
9.82 9 -1764.12 0 -175.412 -1764.12 10.8 -176.492 -176.412 -177.492 10.8 9e-05 0 0 0.000176492 0.000175412 0 9e-05 0 0 2.83412e-06
9.83 9 -1764.71 0 -175.471 -1764.71 10.2 -176.491 -176.471 -177.491 10.2 9e-05 0 0 0.000176491 0.000175471 0 9e-05 0 0 2.77471e-06
9.84 9 -1765.29 0 -175.529 -1765.29 9.6 -176.489 -176.529 -177.489 9.6 9e-05 0 0 0.000176489 0.000175529 0 9e-05 0 0 2.71529e-06
9.85 9 -1765.88 0 -175.588 -1765.88 9 -176.488 -176.588 -177.488 9 9e-05 0 0 0.000176488 0.000175588 0 9e-05 0 0 2.65588e-06
9.86 9 -1766.47 0 -175.647 -1766.47 8.4 -176.487 -176.647 -177.487 8.4 9e-05 0 0 0.000176487 0.000175647 0 9e-05 0 0 2.59647e-06
9.87 9 -1767.06 0 -175.706 -1767.06 7.8 -176.486 -176.706 -177.486 7.8 9e-05 0 0 0.000176486 0.000175706 0 9e-05 0 0 2.53706e-06
9.88 9 -1767.65 0 -175.765 -1767.65 7.2 -176.485 -176.765 -177.485 7.2 9e-05 0 0 0.000176485 0.000175765 0 9e-05 0 0 2.47765e-06
9.89 9 -1768.24 0 -175.824 -1768.24 6.6 -176.484 -176.824 -177.484 6.6 9e-05 0 0 0.000176484 0.000175824 0 9e-05 0 0 2.41824e-06
9.9 9 -1768.82 0 -175.882 -1768.82 6 -176.482 -176.882 -177.482 6 9e-05 0 0 0.000176482 0.000175882 0 9e-05 0 0 2.35882e-06
9.91 9 -1769.41 0 -175.941 -1769.41 5.4 -176.481 -176.941 -177.481 5.4 9e-05 0 0 0.000176481 0.000175941 0 9e-05 0 0 2.29941e-06
9.92 9 -1770 0 -176 -1770 4.8 -176.48 -177 -177.48 4.8 9e-05 0 0 0.00017648 0.000176 0 9e-05 0 0 2.24e-06
9.93 9 -1770.59 0 -176.059 -1770.59 4.2 -176.479 -177.059 -177.479 4.2 9e-05 0 0 0.000176479 0.000176059 0 9e-05 0 0 2.18059e-06
9.94 9 -1771.18 0 -176.118 -1771.18 3.6 -176.478 -177.118 -177.478 3.6 9e-05 0 0 0.000176478 0.000176118 0 9e-05 0 0 2.12118e-06
9.95 9 -1771.76 0 -176.176 -1771.76 3 -176.476 -177.176 -177.476 3 9e-05 0 0 0.000176476 0.000176176 0 9e-05 0 0 2.06176e-06
9.96 9 -1772.35 0 -176.235 -1772.35 2.4 -176.475 -177.235 -177.475 2.4 9e-05 0 0 0.000176475 0.000176235 0 9e-05 0 0 2.00235e-06
9.97 9 -1772.94 0 -176.294 -1772.94 1.8 -176.474 -177.294 -177.474 1.8 9e-05 0 0 0.000176474 0.000176294 0 9e-05 0 0 1.94294e-06
9.98 9 -1773.53 0 -176.353 -1773.53 1.2 -176.473 -177.353 -177.473 1.2 9e-05 0 0 0.000176473 0.000176353 0 9e-05 0 0 1.88353e-06
9.99 9 -1774.12 0 -176.412 -1774.12 0.6 -176.472 -177.412 -177.472 0.6 9e-05 0 0 0.000176472 0.000176412 0 9e-05 0 0 1.82412e-06
10 9 -1774.71 0 -176.471 -1774.71 1.01252e-11 -176.471 -177.471 -177.471 1.01252e-11 9e-05 0 0 0.000176471 0.000176471 0 9e-05 0 0 1.76471e-06
10.01 10 -1970.2 0 -196.02 -1970.2 0.6 -196.08 -197.02 -197.08 0.6 0.0001 0 0 0.00019608 0.00019602 0 0.0001 0 0 2.0202e-06
10.02 10 -1969.61 0 -195.961 -1969.61 1.2 -196.081 -196.961 -197.081 1.2 0.0001 0 0 0.000196081 0.000195961 0 0.0001 0 0 2.07961e-06
10.03 10 -1969.02 0 -195.902 -1969.02 1.8 -196.082 -196.902 -197.082 1.8 0.0001 0 0 0.000196082 0.000195902 0 0.0001 0 0 2.13902e-06
10.04 10 -1968.43 0 -195.843 -1968.43 2.4 -196.083 -196.843 -197.083 2.4 0.0001 0 0 0.000196083 0.000195843 0 0.0001 0 0 2.19843e-06
10.05 10 -1967.84 0 -195.784 -1967.84 3 -196.084 -196.784 -197.084 3 0.0001 0 0 0.000196084 0.000195784 0 0.0001 0 0 2.25784e-06
10.06 10 -1967.25 0 -195.725 -1967.25 3.6 -196.085 -196.725 -197.085 3.6 0.0001 0 0 0.000196085 0.000195725 0 0.0001 0 0 2.31725e-06
10.07 10 -1966.67 0 -195.667 -1966.67 4.2 -196.087 -196.667 -197.087 4.2 0.0001 0 0 0.000196087 0.000195667 0 0.0001 0 0 2.37667e-06
10.08 10 -1966.08 0 -195.608 -1966.08 4.8 -196.088 -196.608 -197.088 4.8 0.0001 0 0 0.000196088 0.000195608 0 0.0001 0 0 2.43608e-06
10.09 10 -1965.49 0 -195.549 -1965.49 5.4 -196.089 -196.549 -197.089 5.4 0.0001 0 0 0.000196089 0.000195549 0 0.0001 0 0 2.49549e-06
10.1 10 -1964.9 0 -195.49 -1964.9 6 -196.09 -196.49 -197.09 6 0.0001 0 0 0.00019609 0.00019549 0 0.0001 0 0 2.5549e-06
10.11 10 -1964.31 0 -195.431 -1964.31 6.6 -196.091 -196.431 -197.091 6.6 0.0001 0 0 0.000196091 0.000195431 0 0.0001 0 0 2.61431e-06
10.12 10 -1963.73 0 -195.373 -1963.73 7.2 -196.093 -196.373 -197.093 7.2 0.0001 0 0 0.000196093 0.000195373 0 0.0001 0 0 2.67373e-06
