t 1 2 3 4 5 6 7 8 9 jL1 jL2 jE11 jO1 jV1 
13.36 -0.62267 -1.86801 -1.59828 -0.707302 -1.23736 -0.62267 -0.423357 0.361631 -2.86801 0.104427 -0.0764114 1.79028 2.47472 -1.85205
13.38 -0.63471 -1.90413 -1.59828 -0.707302 -1.2367 -0.63471 -0.425161 0.512539 -2.90413 0.0901799 -0.075454 1.79028 2.47341 -1.8387
13.4 -0.646492 -1.93947 -1.59828 -0.707302 -1.23556 -0.646492 -0.426673 0.661433 -2.93947 0.0756061 -0.0744473 1.79028 2.47111 -1.82462
13.42 -0.65801 -1.97403 -1.59828 -0.707302 -1.23391 -0.65801 -0.427887 0.808218 -2.97403 0.0607192 -0.0733924 1.79028 2.46783 -1.80982
13.44 -0.66926 -2.00778 -1.59828 -0.707302 -1.23178 -0.66926 -0.428798 0.9528 -3.00778 0.0455328 -0.0722907 1.79028 2.46356 -1.7943
13.46 -0.680238 -2.04072 -1.59828 -0.707302 -1.22915 -0.680238 -0.429399 1.09509 -3.04072 0.0300608 -0.0711434 1.79028 2.45831 -1.77807
13.48 -0.69094 -2.07282 -1.59828 -0.707302 -1.22604 -0.69094 -0.429686 1.23499 -3.07282 0.0143175 -0.0699518 1.79028 2.45207 -1.76113
13.5 -0.701362 -2.10408 -1.59828 -0.707302 -1.22243 -0.701362 -0.429652 1.37242 -3.10408 -0.00168242 -0.0687173 1.79028 2.44486 -1.7435
13.52 -0.711498 -2.1345 -1.59828 -0.707302 -1.21834 -0.711498 -0.429294 1.50731 -3.1345 -0.017924 -0.0674413 1.79028 2.43667 -1.72518
13.54 -0.721347 -2.16404 -1.59828 -0.707302 -1.21376 -0.721347 -0.428606 1.63956 -3.16404 -0.0343921 -0.0661253 1.79028 2.42752 -1.70617
13.56 -0.730903 -2.19271 -1.59828 -0.707302 -1.2087 -0.730903 -0.427584 1.7691 -3.19271 -0.0510712 -0.0647708 1.79028 2.41739 -1.68649
13.58 -0.740162 -2.22049 -1.59828 -0.707302 -1.20315 -0.740162 -0.426225 1.89586 -3.22049 -0.0679455 -0.0633791 1.79028 2.40631 -1.66614
13.6 -0.749122 -2.24737 -1.59828 -0.707302 -1.19713 -0.749122 -0.424525 2.01976 -3.24737 -0.084999 -0.061952 1.79028 2.39426 -1.64514
13.62 -0.75778 -2.27334 -1.59828 -0.707302 -1.19063 -0.75778 -0.422481 2.14074 -3.27334 -0.102215 -0.0604908 1.79028 2.38126 -1.62348
13.64 -0.76613 -2.29839 -1.59828 -0.707302 -1.18366 -0.76613 -0.42009 2.25874 -3.29839 -0.119578 -0.0589973 1.79028 2.36732 -1.60119
13.66 -0.774171 -2.32251 -1.59828 -0.707302 -1.17622 -0.774171 -0.417348 2.37368 -3.32251 -0.137071 -0.057473 1.79028 2.35243 -1.57826
13.68 -0.781899 -2.3457 -1.59828 -0.707302 -1.16831 -0.781899 -0.414255 2.48552 -3.3457 -0.154677 -0.0559196 1.79028 2.33662 -1.55472
13.7 -0.789312 -2.36794 -1.59828 -0.707302 -1.15993 -0.789312 -0.410807 2.5942 -3.36794 -0.172379 -0.0543386 1.79028 2.31987 -1.53056
13.72 -0.796406 -2.38922 -1.59828 -0.707302 -1.1511 -0.796406 -0.407004 2.69966 -3.38922 -0.190159 -0.0527318 1.79028 2.3022 -1.50579
13.74 -0.803178 -2.40953 -1.59828 -0.707302 -1.14181 -0.803178 -0.402844 2.80187 -3.40953 -0.208002 -0.0511009 1.79028 2.28362 -1.48044
13.76 -0.809627 -2.42888 -1.59828 -0.707302 -1.13206 -0.809627 -0.398326 2.90076 -3.42888 -0.225888 -0.0494476 1.79028 2.26413 -1.4545
13.78 -0.815749 -2.44725 -1.59828 -0.707302 -1.12187 -0.815749 -0.39345 2.99631 -3.44725 -0.243802 -0.0477735 1.79028 2.24374 -1.428
13.8 -0.821543 -2.46463 -1.59828 -0.707302 -1.11124 -0.821543 -0.388215 3.08847 -3.46463 -0.261724 -0.0460805 1.79028 2.22247 -1.40093
13.82 -0.827006 -2.48102 -1.59828 -0.707302 -1.10016 -0.827006 -0.382623 3.17721 -3.48102 -0.279639 -0.0443702 1.79028 2.20032 -1.37331
13.84 -0.832136 -2.49641 -1.59828 -0.707302 -1.08865 -0.832136 -0.376672 3.2625 -3.49641 -0.297527 -0.0426444 1.79028 2.17729 -1.34515
13.86 -0.836932 -2.5108 -1.59828 -0.707302 -1.0767 -0.836932 -0.370365 3.34431 -3.5108 -0.315371 -0.0409048 1.79028 2.15341 -1.31647
13.88 -0.841391 -2.52417 -1.59828 -0.707302 -1.06433 -0.841391 -0.363702 3.42261 -3.52417 -0.333154 -0.0391533 1.79028 2.12867 -1.28728
13.9 -0.845511 -2.53653 -1.59828 -0.707302 -1.05154 -0.845511 -0.356684 3.4974 -3.53653 -0.350858 -0.0373916 1.79028 2.10309 -1.25758
13.92 -0.849292 -2.54788 -1.59828 -0.707302 -1.03834 -0.849292 -0.349315 3.56864 -3.54788 -0.368466 -0.0356214 1.79028 2.07668 -1.22739
13.94 -0.852732 -2.5582 -1.59828 -0.707302 -1.02472 -0.852732 -0.341596 3.63633 -3.5582 -0.385959 -0.0338446 1.79028 2.04945 -1.19672
13.96 -0.85583 -2.56749 -1.59828 -0.707302 -1.01071 -0.85583 -0.33353 3.70046 -3.56749 -0.40332 -0.0320628 1.79028 2.02141 -1.16558
13.98 -0.858584 -2.57575 -1.59828 -0.707302 -0.996288 -0.858584 -0.325119 3.76101 -3.57575 -0.420532 -0.0302779 1.79028 1.99258 -1.13399
14 -0.860993 -2.58298 -1.59828 -0.707302 -0.981477 -0.860993 -0.316367 3.81799 -3.58298 -0.437577 -0.0284916 1.79028 1.96295 -1.10196
14.02 -0.863058 -2.58917 -1.59828 -0.707302 -0.966281 -0.863058 -0.307279 3.87141 -3.58917 -0.454438 -0.0267057 1.79028 1.93256 -1.0695
14.04 -0.864776 -2.59433 -1.59828 -0.707302 -0.950704 -0.864776 -0.297857 3.92125 -3.59433 -0.471099 -0.0249218 1.79028 1.90141 -1.03663
14.06 -0.866149 -2.59845 -1.59828 -0.707302 -0.934753 -0.866149 -0.288106 3.96753 -3.59845 -0.487541 -0.0231417 1.79028 1.86951 -1.00336
14.08 -0.867174 -2.60152 -1.59828 -0.707302 -0.918435 -0.867174 -0.278031 4.01027 -3.60152 -0.503749 -0.0213672 1.79028 1.83687 -0.969695
14.1 -0.867852 -2.60356 -1.59828 -0.707302 -0.901756 -0.867852 -0.267637 4.04947 -3.60356 -0.519705 -0.0195999 1.79028 1.80351 -0.935659
14.12 -0.868183 -2.60455 -1.59828 -0.707302 -0.884723 -0.868183 -0.256929 4.08515 -3.60455 -0.535394 -0.0178416 1.79028 1.76945 -0.901263
14.14 -0.868166 -2.6045 -1.59828 -0.707302 -0.867343 -0.868166 -0.245913 4.11734 -3.6045 -0.550799 -0.0160938 1.79028 1.73469 -0.86652
14.16 -0.867803 -2.60341 -1.59828 -0.707302 -0.849623 -0.867803 -0.234595 4.14605 -3.60341 -0.565904 -0.0143583 1.79028 1.69925 -0.831444
14.18 -0.867092 -2.60128 -1.59828 -0.707302 -0.831571 -0.867092 -0.222981 4.17133 -3.60128 -0.580693 -0.0126367 1.79028 1.66314 -0.79605
14.2 -0.866035 -2.59811 -1.59828 -0.707302 -0.813194 -0.866035 -0.211078 4.19319 -3.59811 -0.595151 -0.0109305 1.79028 1.62639 -0.760352
14.22 -0.864633 -2.5939 -1.59828 -0.707302 -0.794498 -0.864633 -0.198893 4.21167 -3.5939 -0.609264 -0.00924148 1.79028 1.589 -0.724364
14.24 -0.862885 -2.58865 -1.59828 -0.707302 -0.775493 -0.862885 -0.186432 4.22681 -3.58865 -0.623015 -0.00757104 1.79028 1.55099 -0.688101
14.26 -0.860793 -2.58238 -1.59828 -0.707302 -0.756185 -0.860793 -0.173705 4.23866 -3.58238 -0.636391 -0.00592076 1.79028 1.51237 -0.651577
14.28 -0.858357 -2.57507 -1.59828 -0.707302 -0.736582 -0.858357 -0.160717 4.24724 -3.57507 -0.649377 -0.00429216 1.79028 1.47316 -0.614807
14.3 -0.855579 -2.56674 -1.59828 -0.707302 -0.716693 -0.855579 -0.147478 4.25261 -3.56674 -0.661959 -0.00268669 1.79028 1.43339 -0.577806
14.32 -0.852461 -2.55738 -1.59828 -0.707302 -0.696525 -0.852461 -0.133995 4.25482 -3.55738 -0.674124 -0.00110582 1.79028 1.39305 -0.540589
14.34 -0.849002 -2.54701 -1.59828 -0.707302 -0.676086 -0.849002 -0.120278 4.25393 -3.54701 -0.685859 0.000449055 1.79028 1.35217 -0.50317
14.36 -0.845206 -2.53562 -1.59828 -0.707302 -0.655386 -0.845206 -0.106335 4.24997 -3.53562 -0.697151 0.00197655 1.79028 1.31077 -0.465566
14.38 -0.841073 -2.52322 -1.59828 -0.707302 -0.634432 -0.841073 -0.0921754 4.24302 -3.52322 -0.707987 0.00347532 1.79028 1.26886 -0.42779
14.4 -0.836606 -2.50982 -1.59828 -0.707302 -0.613232 -0.836606 -0.0778083 4.23313 -3.50982 -0.718355 0.00494407 1.79028 1.22646 -0.389858
14.42 -0.831805 -2.49542 -1.59828 -0.707302 -0.591796 -0.831805 -0.0632434 4.22037 -3.49542 -0.728245 0.00638152 1.79028 1.18359 -0.351786
14.44 -0.826675 -2.48002 -1.59828 -0.707302 -0.570131 -0.826675 -0.0484905 4.2048 -3.48002 -0.737644 0.00778644 1.79028 1.14026 -0.313588
14.46 -0.821215 -2.46365 -1.59828 -0.707302 -0.548248 -0.821215 -0.0335597 4.18648 -3.46365 -0.746543 0.00915764 1.79028 1.0965 -0.27528
14.48 -0.81543 -2.44629 -1.59828 -0.707302 -0.526154 -0.81543 -0.0184611 4.1655 -3.44629 -0.75493 0.010494 1.79028 1.05231 -0.236877
14.5 -0.80932 -2.42796 -1.59828 -0.707302 -0.503858 -0.80932 -0.00320514 4.14191 -3.42796 -0.762796 0.0117943 1.79028 1.00772 -0.198395
14.52 -0.80289 -2.40867 -1.59828 -0.707302 -0.48137 -0.80289 0.0121975 4.11579 -3.40867 -0.770132 0.0130576 1.79028 0.962739 -0.159849
14.54 -0.796141 -2.38842 -1.59828 -0.707302 -0.458698 -0.796141 0.0277361 4.08723 -3.38842 -0.776929 0.0142829 1.79028 0.917396 -0.121255
14.56 -0.789077 -2.36723 -1.59828 -0.707302 -0.435852 -0.789077 0.0433996 4.05629 -3.36723 -0.783178 0.0154691 1.79028 0.871704 -0.0826272
14.58 -0.7817 -2.3451 -1.59828 -0.707302 -0.412841 -0.7817 0.0591771 4.02306 -3.3451 -0.788872 0.0166154 1.79028 0.825682 -0.0439821
14.6 -0.774013 -2.32204 -1.59828 -0.707302 -0.389674 -0.774013 0.0750572 3.98762 -3.32204 -0.794003 0.0177208 1.79028 0.779348 -0.00533479
14.62 -0.76602 -2.29806 -1.59828 -0.707302 -0.36636 -0.76602 0.0910285 3.95005 -3.29806 -0.798565 0.0187845 1.79028 0.73272 0.0332992
14.64 -0.757723 -2.27317 -1.59828 -0.707302 -0.342909 -0.757723 0.107079 3.91043 -3.27317 -0.802551 0.0198057 1.79028 0.685819 0.0719044
14.66 -0.749127 -2.24738 -1.59828 -0.707302 -0.319331 -0.749127 0.123199 3.86887 -3.24738 -0.805955 0.0207837 1.79028 0.638662 0.110465
14.68 -0.740235 -2.22071 -1.59828 -0.707302 -0.295634 -0.740235 0.139374 3.82543 -3.22071 -0.808772 0.0217178 1.79028 0.591268 0.148967
14.7 -0.731051 -2.19315 -1.59828 -0.707302 -0.271829 -0.731051 0.155594 3.78022 -3.19315 -0.810998 0.0226074 1.79028 0.543658 0.187393
14.72 -0.721578 -2.16473 -1.59828 -0.707302 -0.247924 -0.721578 0.171847 3.73331 -3.16473 -0.812628 0.0234519 1.79028 0.495848 0.22573
14.74 -0.71182 -2.13546 -1.59828 -0.707302 -0.22393 -0.71182 0.18812 3.68481 -3.13546 -0.813658 0.0242507 1.79028 0.44786 0.26396
14.76 -0.701781 -2.10534 -1.59828 -0.707302 -0.199856 -0.701781 0.204401 3.63481 -3.10534 -0.814086 0.0250033 1.79028 0.399712 0.30207
14.78 -0.691466 -2.0744 -1.59828 -0.707302 -0.175711 -0.691466 0.22068 3.58339 -3.0744 -0.813908 0.0257093 1.79028 0.351423 0.340044
14.8 -0.680879 -2.04264 -1.59828 -0.707302 -0.151506 -0.680879 0.236942 3.53065 -3.04264 -0.813124 0.0263684 1.79028 0.303013 0.377866
14.82 -0.670023 -2.01007 -1.59828 -0.707302 -0.12725 -0.670023 0.253177 3.47669 -3.01007 -0.811731 0.0269801 1.79028 0.254501 0.415523
14.84 -0.658904 -1.97671 -1.59828 -0.707302 -0.102953 -0.658904 0.269371 3.4216 -2.97671 -0.809729 0.0275443 1.79028 0.205907 0.452998
14.86 -0.647526 -1.94258 -1.59828 -0.707302 -0.0786247 -0.647526 0.285514 3.36548 -2.94258 -0.807117 0.0280607 1.79028 0.157249 0.490277
14.88 -0.635894 -1.90768 -1.59828 -0.707302 -0.0542745 -0.635894 0.301591 3.30842 -2.90768 -0.803895 0.0285291 1.79028 0.108549 0.527345
14.9 -0.624012 -1.87204 -1.59828 -0.707302 -0.0299122 -0.624012 0.317593 3.25052 -2.87204 -0.800065 0.0289494 1.79028 0.0598245 0.564188
14.92 -0.611885 -1.83566 -1.59828 -0.707302 -0.00554778 -0.611885 0.333505 3.19188 -2.83566 -0.795628 0.0293215 1.79028 0.0110956 0.60079
14.94 -0.599519 -1.79856 -1.59828 -0.707302 0.0188092 -0.599519 0.349317 3.13259 -2.79856 -0.790585 0.0296455 1.79028 -0.0376183 0.637137
14.96 -0.586917 -1.76075 -1.59828 -0.707302 0.0431488 -0.586917 0.365016 3.07275 -2.76075 -0.78494 0.0299213 1.79028 -0.0862977 0.673215
14.98 -0.574086 -1.72226 -1.59828 -0.707302 0.0674615 -0.574086 0.38059 3.01245 -2.72226 -0.778695 0.0301491 1.79028 -0.134923 0.709009
15 -0.561031 -1.68309 -1.59828 -0.707302 0.0917375 -0.561031 0.396027 2.95179 -2.68309 -0.771854 0.030329 1.79028 -0.183475 0.744506
15.02 -0.547757 -1.64327 -1.59828 -0.707302 0.115967 -0.547757 0.411315 2.89087 -2.64327 -0.76442 0.0304612 1.79028 -0.231934 0.779691
15.04 -0.534268 -1.60281 -1.59828 -0.707302 0.140141 -0.534268 0.426443 2.82978 -2.60281 -0.7564 0.0305459 1.79028 -0.280281 0.81455
15.06 -0.520572 -1.56172 -1.59828 -0.707302 0.164249 -0.520572 0.441399 2.76861 -2.56172 -0.747797 0.0305835 1.79028 -0.328497 0.849069
15.08 -0.506673 -1.52002 -1.59828 -0.707302 0.188281 -0.506673 0.456172 2.70746 -2.52002 -0.738618 0.0305742 1.79028 -0.376562 0.883235
15.1 -0.492577 -1.47773 -1.59828 -0.707302 0.212229 -0.492577 0.470749 2.64642 -2.47773 -0.728869 0.0305186 1.79028 -0.424457 0.917034
15.12 -0.478289 -1.43487 -1.59828 -0.707302 0.236082 -0.478289 0.48512 2.58559 -2.43487 -0.718557 0.030417 1.79028 -0.472164 0.950453
15.14 -0.463816 -1.39145 -1.59828 -0.707302 0.259831 -0.463816 0.499274 2.52505 -2.39145 -0.70769 0.0302699 1.79028 -0.519662 0.983479
15.16 -0.449164 -1.34749 -1.59828 -0.707302 0.283467 -0.449164 0.513199 2.46489 -2.34749 -0.696274 0.0300779 1.79028 -0.566934 1.0161
15.18 -0.434337 -1.30301 -1.59828 -0.707302 0.30698 -0.434337 0.526886 2.40521 -2.30301 -0.684318 0.0298417 1.79028 -0.61396 1.0483
15.2 -0.419343 -1.25803 -1.59828 -0.707302 0.330361 -0.419343 0.540322 2.34609 -2.25803 -0.671832 0.0295617 1.79028 -0.660722 1.08007
15.22 -0.404188 -1.21256 -1.59828 -0.707302 0.353601 -0.404188 0.553499 2.28761 -2.21256 -0.658825 0.0292388 1.79028 -0.707201 1.11139
15.24 -0.388876 -1.16663 -1.59828 -0.707302 0.37669 -0.388876 0.566405 2.22986 -2.16663 -0.645306 0.0288736 1.79028 -0.753379 1.14226
15.26 -0.373416 -1.12025 -1.59828 -0.707302 0.399618 -0.373416 0.579031 2.17293 -2.12025 -0.631285 0.0284669 1.79028 -0.799237 1.17265
15.28 -0.357812 -1.07344 -1.59828 -0.707302 0.422379 -0.357812 0.591366 2.11689 -2.07344 -0.616774 0.0280197 1.79028 -0.844757 1.20257
15.3 -0.342071 -1.02621 -1.59828 -0.707302 0.444961 -0.342071 0.603402 2.06182 -2.02621 -0.601784 0.0275326 1.79028 -0.889921 1.23199
15.32 -0.3262 -0.9786 -1.59828 -0.707302 0.467356 -0.3262 0.615128 2.00781 -1.9786 -0.586326 0.0270067 1.79028 -0.934711 1.26091
15.34 -0.310205 -0.930615 -1.59828 -0.707302 0.489555 -0.310205 0.626537 1.95492 -1.93061 -0.570412 0.0264428 1.79028 -0.97911 1.28931
15.36 -0.294092 -0.882276 -1.59828 -0.707302 0.51155 -0.294092 0.637618 1.90324 -1.88228 -0.554055 0.0258421 1.79028 -1.0231 1.31719
15.38 -0.277868 -0.833604 -1.59828 -0.707302 0.533331 -0.277868 0.648363 1.85283 -1.8336 -0.537267 0.0252054 1.79028 -1.06666 1.34453
15.4 -0.261539 -0.784618 -1.59828 -0.707302 0.55489 -0.261539 0.658764 1.80376 -1.78462 -0.520063 0.0245339 1.79028 -1.10978 1.37132
15.42 -0.245113 -0.735338 -1.59828 -0.707302 0.576219 -0.245113 0.668813 1.7561 -1.73534 -0.502455 0.0238286 1.79028 -1.15244 1.39755
15.44 -0.228595 -0.685784 -1.59828 -0.707302 0.597309 -0.228595 0.678503 1.70992 -1.68578 -0.484458 0.0230908 1.79028 -1.19462 1.42321
15.46 -0.211992 -0.635976 -1.59828 -0.707302 0.618152 -0.211992 0.687824 1.66528 -1.63598 -0.466086 0.0223215 1.79028 -1.2363 1.4483
15.48 -0.195311 -0.585933 -1.59828 -0.707302 0.638739 -0.195311 0.696771 1.62224 -1.58593 -0.447354 0.021522 1.79028 -1.27748 1.47279
15.5 -0.178558 -0.535675 -1.59828 -0.707302 0.659063 -0.178558 0.705337 1.58085 -1.53568 -0.428276 0.0206935 1.79028 -1.31813 1.49668
15.52 -0.161741 -0.485224 -1.59828 -0.707302 0.679115 -0.161741 0.713514 1.54117 -1.48522 -0.408869 0.0198373 1.79028 -1.35823 1.51997
15.54 -0.144866 -0.434599 -1.59828 -0.707302 0.698887 -0.144866 0.721297 1.50327 -1.4346 -0.389147 0.0189547 1.79028 -1.39777 1.54264
15.56 -0.12794 -0.38382 -1.59828 -0.707302 0.718372 -0.12794 0.72868 1.46717 -1.38382 -0.369126 0.0180469 1.79028 -1.43674 1.56468
15.58 -0.110969 -0.332908 -1.59828 -0.707302 0.737562 -0.110969 0.735656 1.43294 -1.33291 -0.348824 0.0171153 1.79028 -1.47512 1.58609
15.6 -0.0939611 -0.281883 -1.59828 -0.707302 0.75645 -0.0939611 0.742221 1.40062 -1.28188 -0.328256 0.0161613 1.79028 -1.5129 1.60686
15.62 -0.0769222 -0.230766 -1.59828 -0.707302 0.775027 -0.0769222 0.74837 1.37025 -1.23077 -0.307438 0.0151864 1.79028 -1.55005 1.62698
15.64 -0.0598592 -0.179578 -1.59828 -0.707302 0.793287 -0.0598592 0.754098 1.34186 -1.17958 -0.286389 0.0141918 1.79028 -1.58657 1.64643
15.66 -0.0427792 -0.128338 -1.59828 -0.707302 0.811223 -0.0427792 0.7594 1.3155 -1.12834 -0.265124 0.013179 1.79028 -1.62245 1.66522
15.68 -0.0256889 -0.0770666 -1.59828 -0.707302 0.828827 -0.0256889 0.764274 1.2912 -1.07707 -0.243661 0.0121495 1.79028 -1.65765 1.68334
15.7 -0.00859511 -0.0257853 -1.59828 -0.707302 0.846093 -0.00859511 0.768714 1.269 -1.02579 -0.222018 0.0111047 1.79028 -1.69219 1.70078
15.72 0.00849524 0.0254857 -1.59828 -0.707302 0.863013 0.00849524 0.772718 1.2489 -0.974514 -0.200213 0.0100461 1.79028 -1.72603 1.71753
15.74 0.0255754 0.0767261 -1.59828 -0.707302 0.879582 0.0255754 0.776283 1.23095 -0.923274 -0.178262 0.00897526 1.79028 -1.75916 1.73359
15.76 0.0426384 0.127915 -1.59828 -0.707302 0.895792 0.0426384 0.779407 1.21517 -0.872085 -0.156184 0.00789361 1.79028 -1.79158 1.74895
15.78 0.0596776 0.179033 -1.59828 -0.707302 0.911638 0.0596776 0.782087 1.20156 -0.820967 -0.133997 0.00680269 1.79028 -1.82328 1.7636
15.8 0.0766862 0.230058 -1.59828 -0.707302 0.927112 0.0766862 0.784321 1.19015 -0.769942 -0.111718 0.00570401 1.79028 -1.85422 1.77754
15.82 0.0936572 0.280972 -1.59828 -0.707302 0.94221 0.0936572 0.786109 1.18095 -0.719028 -0.0893665 0.0045991 1.79028 -1.88442 1.79076
15.84 0.110584 0.331752 -1.59828 -0.707302 0.956925 0.110584 0.787448 1.17397 -0.668248 -0.0669599 0.00348951 1.79028 -1.91385 1.80327
15.86 0.12746 0.38238 -1.59828 -0.707302 0.971252 0.12746 0.788338 1.16922 -0.61762 -0.0445166 0.00237675 1.79028 -1.9425 1.81504
15.88 0.144278 0.432834 -1.59828 -0.707302 0.985185 0.144278 0.788779 1.1667 -0.567166 -0.0220548 0.00126238 1.79028 -1.97037 1.82609
15.9 0.161032 0.483095 -1.59828 -0.707302 0.998718 0.161032 0.788771 1.1664 -0.516905 0.000407255 0.000147938 1.79028 -1.99744 1.8364
15.92 0.177714 0.533143 -1.59828 -0.707302 1.01185 0.177714 0.788314 1.16833 -0.466857 0.0228515 -0.000965047 1.79028 -2.02369 1.84598
15.94 0.194319 0.582958 -1.59828 -0.707302 1.02456 0.194319 0.787409 1.17248 -0.417042 0.0452596 -0.00207504 1.79028 -2.04913 1.85481
15.96 0.21084 0.63252 -1.59828 -0.707302 1.03687 0.21084 0.786057 1.17884 -0.36748 0.0676135 -0.00318051 1.79028 -2.07374 1.8629
15.98 0.22727 0.681809 -1.59828 -0.707302 1.04875 0.22727 0.784259 1.1874 -0.318191 0.0898952 -0.00427993 1.79028 -2.09751 1.87024
16 0.243602 0.730805 -1.59828 -0.707302 1.06021 0.243602 0.782017 1.19815 -0.269195 0.112087 -0.00537179 1.79028 -2.12043 1.87682
16.02 0.25983 0.77949 -1.59828 -0.707302 1.07124 0.25983 0.779334 1.21105 -0.22051 0.13417 -0.00645459 1.79028 -2.14249 1.88266
16.04 0.275948 0.827844 -1.59828 -0.707302 1.08184 0.275948 0.776211 1.22611 -0.172156 0.156128 -0.00752682 1.79028 -2.16369 1.88774
16.06 0.291949 0.875847 -1.59828 -0.707302 1.09201 0.291949 0.772652 1.24328 -0.124153 0.177942 -0.00858702 1.79028 -2.18401 1.89206
16.08 0.307827 0.923481 -1.59828 -0.707302 1.10173 0.307827 0.76866 1.26255 -0.0765188 0.199595 -0.00963371 1.79028 -2.20345 1.89563
16.1 0.323576 0.970727 -1.59828 -0.707302 1.111 0.323576 0.764239 1.28388 -0.0292731 0.221071 -0.0106654 1.79028 -2.22201 1.89843
16.12 0.339189 1.01757 -1.59828 -0.707302 1.11983 0.339189 0.759392 1.30724 0.0175656 0.242351 -0.0116808 1.79028 -2.23967 1.90048
16.14 0.35466 1.06398 -1.59828 -0.707302 1.12821 0.35466 0.754124 1.3326 0.0639787 0.263418 -0.0126783 1.79028 -2.25642 1.90176
16.16 0.369983 1.10995 -1.59828 -0.707302 1.13613 0.369983 0.748438 1.35991 0.109948 0.284257 -0.0136567 1.79028 -2.27227 1.90229
16.18 0.385152 1.15545 -1.59828 -0.707302 1.1436 0.385152 0.742341 1.38914 0.155455 0.304851 -0.0146145 1.79028 -2.2872 1.90205
16.2 0.40016 1.20048 -1.59828 -0.707302 1.15061 0.40016 0.735838 1.42024 0.200481 0.325183 -0.0155503 1.79028 -2.30121 1.90105
16.22 0.415003 1.24501 -1.59828 -0.707302 1.15715 0.415003 0.728933 1.45317 0.24501 0.345237 -0.016463 1.79028 -2.3143 1.89929
16.24 0.429674 1.28902 -1.59828 -0.707302 1.16323 0.429674 0.721633 1.48787 0.289023 0.364998 -0.0173511 1.79028 -2.32645 1.89678
16.26 0.444168 1.3325 -1.59828 -0.707302 1.16884 0.444168 0.713944 1.5243 0.332503 0.384451 -0.0182134 1.79028 -2.33767 1.89351
16.28 0.458478 1.37543 -1.59828 -0.707302 1.17398 0.458478 0.705872 1.56239 0.375433 0.40358 -0.0190486 1.79028 -2.34795 1.88948
16.3 0.472599 1.4178 -1.59828 -0.707302 1.17865 0.472599 0.697425 1.60211 0.417796 0.422371 -0.0198557 1.79028 -2.35729 1.88469
16.32 0.486525 1.45958 -1.59828 -0.707302 1.18284 0.486525 0.688609 1.64337 0.459575 0.440808 -0.0206332 1.79028 -2.36568 1.87916
16.34 0.500251 1.50075 -1.59828 -0.707302 1.18656 0.500251 0.679431 1.68613 0.500754 0.458879 -0.0213803 1.79028 -2.37313 1.87287
16.36 0.513772 1.54132 -1.59828 -0.707302 1.18981 0.513772 0.6699 1.73032 0.541316 0.476569 -0.0220956 1.79028 -2.37962 1.86584
16.38 0.527082 1.58125 -1.59828 -0.707302 1.19258 0.527082 0.660023 1.77588 0.581246 0.493865 -0.0227782 1.79028 -2.38515 1.85807
16.4 0.540176 1.62053 -1.59828 -0.707302 1.19487 0.540176 0.649807 1.82273 0.620527 0.510754 -0.023427 1.79028 -2.38973 1.84956
16.42 0.553048 1.65915 -1.59828 -0.707302 1.19668 0.553048 0.639263 1.87082 0.659145 0.527223 -0.024041 1.79028 -2.39336 1.84031
16.44 0.565695 1.69708 -1.59828 -0.707302 1.19801 0.565695 0.628398 1.92005 0.697084 0.54326 -0.0246192 1.79028 -2.39602 1.83033
16.46 0.57811 1.73433 -1.59828 -0.707302 1.19886 0.57811 0.617221 1.97038 0.734329 0.558854 -0.0251607 1.79028 -2.39773 1.81962
16.48 0.590289 1.77087 -1.59828 -0.707302 1.19924 0.590289 0.605741 2.0217 0.770866 0.573993 -0.0256647 1.79028 -2.39847 1.80819
16.5 0.602227 1.80668 -1.59828 -0.707302 1.19913 0.602227 0.593968 2.07397 0.80668 0.588666 -0.0261303 1.79028 -2.39826 1.79603
16.52 0.613919 1.84176 -1.59828 -0.707302 1.19854 0.613919 0.58191 2.12708 0.841758 0.602862 -0.0265567 1.79028 -2.39709 1.78317
16.54 0.625362 1.87609 -1.59828 -0.707302 1.19748 0.625362 0.569579 2.18096 0.876085 0.616572 -0.0269431 1.79028 -2.39496 1.7696
16.56 0.636549 1.90965 -1.59828 -0.707302 1.19594 0.636549 0.556983 2.23554 0.909648 0.629786 -0.0272888 1.79028 -2.39187 1.75532
16.58 0.647478 1.94243 -1.59828 -0.707302 1.19392 0.647478 0.544133 2.29073 0.942435 0.642495 -0.0275932 1.79028 -2.38783 1.74035
16.6 0.658144 1.97443 -1.59828 -0.707302 1.19142 0.658144 0.531039 2.34644 0.974431 0.654691 -0.0278556 1.79028 -2.38284 1.72469
16.62 0.668542 2.00563 -1.59828 -0.707302 1.18845 0.668542 0.517712 2.40259 1.00563 0.666364 -0.0280755 1.79028 -2.37689 1.70835
16.64 0.678668 2.03601 -1.59828 -0.707302 1.185 0.678668 0.504162 2.4591 1.03601 0.677509 -0.0282524 1.79028 -2.37 1.69133
16.66 0.68852 2.06556 -1.59828 -0.707302 1.18108 0.68852 0.4904 2.51587 1.06556 0.688116 -0.0283857 1.79028 -2.36216 1.67364
16.68 0.698092 2.09427 -1.59828 -0.707302 1.17669 0.698092 0.476436 2.57282 1.09427 0.698181 -0.028475 1.79028 -2.35338 1.65529
