t 1 2 3 4 5 jL0400 6 7 8 jE0201 jH0801 jyH0801 jVX jV0600 
9.72 0 -0.667216 2.22227e-016 0.545067 -0.667216 -0.714074 1 0 0.373097 0.667216 0 -0.667216 0.373097 0.340977 
9.73 0 -0.65849 2.19321e-016 0.545748 -0.65849 -0.708616 1 0 0.370044 0.65849 0 -0.65849 0.370044 0.338572 
9.74 0 -0.649802 2.16427e-016 0.546417 -0.649802 -0.703152 1 0 0.366962 0.649802 0 -0.649802 0.366962 0.33619 
9.75 0 -0.641151 2.13546e-016 0.547073 -0.641151 -0.697681 1 0 0.363848 0.641151 0 -0.641151 0.363848 0.333834 
9.76 0 -0.632535 2.10676e-016 0.547717 -0.632535 -0.692204 1 0 0.360701 0.632535 0 -0.632535 0.360701 0.331503 
9.77 0 -0.623953 2.07818e-016 0.548349 -0.623953 -0.686721 1 0 0.357521 0.623953 0 -0.623953 0.357521 0.3292 
9.78 0 -0.615403 2.0497e-016 0.548968 -0.615403 -0.681231 1 0 0.354307 0.615403 0 -0.615403 0.354307 0.326924 
9.79 0 -0.606884 2.02133e-016 0.549574 -0.606884 -0.675735 1 0 0.351057 0.606884 0 -0.606884 0.351057 0.324678 
9.8 0 -0.598395 1.99306e-016 0.550167 -0.598395 -0.670234 1 0 0.347772 0.598395 0 -0.598395 0.347772 0.322462 
9.81 0 -0.589934 1.96487e-016 0.550746 -0.589934 -0.664726 1 0 0.344449 0.589934 0 -0.589934 0.344449 0.320277 
9.82 0 -0.581499 1.93678e-016 0.551313 -0.581499 -0.659213 1 0 0.341089 0.581499 0 -0.581499 0.341089 0.318124 
9.83 0 -0.57309 1.90877e-016 0.551866 -0.57309 -0.653694 1 0 0.33769 0.57309 0 -0.57309 0.33769 0.316004 
9.84 0 -0.564704 1.88084e-016 0.552406 -0.564704 -0.64817 1 0 0.334252 0.564704 0 -0.564704 0.334252 0.313918 
9.85 0 -0.556341 1.85299e-016 0.552932 -0.556341 -0.642641 1 0 0.330775 0.556341 0 -0.556341 0.330775 0.311866 
9.86 0 -0.547999 1.8252e-016 0.553444 -0.547999 -0.637107 1 0 0.327256 0.547999 0 -0.547999 0.327256 0.30985 
9.87 0 -0.539676 1.79748e-016 0.553943 -0.539676 -0.631567 1 0 0.323697 0.539676 0 -0.539676 0.323697 0.30787 
9.88 0 -0.53137 1.76982e-016 0.554427 -0.53137 -0.626023 1 0 0.320095 0.53137 0 -0.53137 0.320095 0.305928 
9.89 0 -0.523082 1.74221e-016 0.554898 -0.523082 -0.620474 1 0 0.316451 0.523082 0 -0.523082 0.316451 0.304023 
9.9 0 -0.514809 1.71466e-016 0.555355 -0.514809 -0.61492 1 0 0.312764 0.514809 0 -0.514809 0.312764 0.302156 
9.91 0 -0.506549 1.68715e-016 0.555798 -0.506549 -0.609362 1 0 0.309033 0.506549 0 -0.506549 0.309033 0.300329 
9.92 0 -0.498302 1.65968e-016 0.556227 -0.498302 -0.6038 1 0 0.305258 0.498302 0 -0.498302 0.305258 0.298542 
9.93 0 -0.490066 1.63225e-016 0.556641 -0.490066 -0.598234 1 0 0.301438 0.490066 0 -0.490066 0.301438 0.296796 
9.94 0 -0.481839 1.60485e-016 0.557042 -0.481839 -0.592663 1 0 0.297572 0.481839 0 -0.481839 0.297572 0.295091 
9.95 0 -0.473621 1.57747e-016 0.557429 -0.473621 -0.587089 1 0 0.29366 0.473621 0 -0.473621 0.29366 0.293429 
9.96 0 -0.465409 1.55012e-016 0.557801 -0.465409 -0.581511 1 0 0.289702 0.465409 0 -0.465409 0.289702 0.291809 
9.97 0 -0.457203 1.52279e-016 0.55816 -0.457203 -0.575929 1 0 0.285697 0.457203 0 -0.457203 0.285697 0.290233 
9.98 0 -0.449001 1.49547e-016 0.558504 -0.449001 -0.570344 1 0 0.281644 0.449001 0 -0.449001 0.281644 0.288701 
9.99 0 -0.440802 1.46817e-016 0.558834 -0.440802 -0.564756 1 0 0.277542 0.440802 0 -0.440802 0.277542 0.287214 
10 0 -0.432604 1.44086e-016 0.559151 -0.432604 -0.559165 1 0 0.273393 0.432604 0 -0.432604 0.273393 0.285772 
10.01 0 -0.424406 1.41356e-016 0.559453 -0.424406 -0.55357 1 0 0.269194 0.424406 0 -0.424406 0.269194 0.284376 
10.02 0 -0.416207 1.38625e-016 0.559742 -0.416207 -0.547973 1 0 0.264945 0.416207 0 -0.416207 0.264945 0.283028 
10.03 0 -0.408005 1.35893e-016 0.560016 -0.408005 -0.542372 1 0 0.260646 0.408005 0 -0.408005 0.260646 0.281726 
10.04 0 -0.399799 1.3316e-016 0.560277 -0.399799 -0.53677 1 0 0.256297 0.399799 0 -0.399799 0.256297 0.280473 
10.05 0 -0.391588 1.30425e-016 0.560524 -0.391588 -0.531164 1 0 0.251896 0.391588 0 -0.391588 0.251896 0.279268 
10.06 0 -0.38337 1.27688e-016 0.560758 -0.38337 -0.525557 1 0 0.247445 0.38337 0 -0.38337 0.247445 0.278112 
10.07 0 -0.375144 1.24948e-016 0.560978 -0.375144 -0.519947 1 0 0.242941 0.375144 0 -0.375144 0.242941 0.277006 
10.08 0 -0.366909 1.22205e-016 0.561185 -0.366909 -0.514335 1 0 0.238385 0.366909 0 -0.366909 0.238385 0.27595 
10.09 0 -0.358664 1.19459e-016 0.561378 -0.358664 -0.508721 1 0 0.233776 0.358664 0 -0.358664 0.233776 0.274945 
10.1 0 -0.350407 1.16709e-016 0.561558 -0.350407 -0.503106 1 0 0.229114 0.350407 0 -0.350407 0.229114 0.273992 
10.11 0 -0.342136 1.13954e-016 0.561725 -0.342136 -0.497489 1 0 0.224399 0.342136 0 -0.342136 0.224399 0.27309 
10.12 0 -0.333852 1.11195e-016 0.56188 -0.333852 -0.49187 1 0 0.219629 0.333852 0 -0.333852 0.219629 0.27224 
10.13 0 -0.325552 1.0843e-016 0.562021 -0.325552 -0.48625 1 0 0.214806 0.325552 0 -0.325552 0.214806 0.271444 
10.14 0 -0.317235 1.0566e-016 0.56215 -0.317235 -0.480628 1 0 0.209928 0.317235 0 -0.317235 0.209928 0.2707 
10.15 0 -0.308899 1.02884e-016 0.562266 -0.308899 -0.475005 1 0 0.204995 0.308899 0 -0.308899 0.204995 0.27001 
10.16 0 -0.300545 1.00102e-016 0.56237 -0.300545 -0.469382 1 0 0.200007 0.300545 0 -0.300545 0.200007 0.269375 
10.17 0 -0.29217 9.73121e-017 0.562461 -0.29217 -0.463757 1 0 0.194964 0.29217 0 -0.29217 0.194964 0.268793 
10.18 0 -0.283773 9.45154e-017 0.562541 -0.283773 -0.458132 1 0 0.189865 0.283773 0 -0.283773 0.189865 0.268267 
10.19 0 -0.275353 9.1711e-017 0.562609 -0.275353 -0.452506 1 0 0.18471 0.275353 0 -0.275353 0.18471 0.267796 
10.2 0 -0.266909 8.88986e-017 0.562665 -0.266909 -0.446879 1 0 0.179499 0.266909 0 -0.266909 0.179499 0.26738 
10.21 0 -0.25844 8.60777e-017 0.56271 -0.25844 -0.441252 1 0 0.174232 0.25844 0 -0.25844 0.174232 0.26702 
10.22 0 -0.249944 8.3248e-017 0.562743 -0.249944 -0.435624 1 0 0.168909 0.249944 0 -0.249944 0.168909 0.266716 
10.23 0 -0.24142 8.04091e-017 0.562765 -0.24142 -0.429997 1 0 0.163529 0.24142 0 -0.24142 0.163529 0.266468 
10.24 0 -0.232868 7.75606e-017 0.562777 -0.232868 -0.424369 1 0 0.158093 0.232868 0 -0.232868 0.158093 0.266276 
10.25 0 -0.224286 7.47022e-017 0.562778 -0.224286 -0.418741 1 0 0.1526 0.224286 0 -0.224286 0.1526 0.266141 
10.26 0 -0.215672 7.18333e-017 0.562768 -0.215672 -0.413114 1 0 0.147051 0.215672 0 -0.215672 0.147051 0.266063 
10.27 0 -0.207027 6.89538e-017 0.562749 -0.207027 -0.407486 1 0 0.141445 0.207027 0 -0.207027 0.141445 0.266041 
10.28 0 -0.198348 6.60632e-017 0.562719 -0.198348 -0.401859 1 0 0.135784 0.198348 0 -0.198348 0.135784 0.266075 
10.29 0 -0.189635 6.31612e-017 0.56268 -0.189635 -0.396232 1 0 0.130066 0.189635 0 -0.189635 0.130066 0.266166 
10.3 0 -0.180887 6.02475e-017 0.562631 -0.180887 -0.390606 1 0 0.124292 0.180887 0 -0.180887 0.124292 0.266314 
10.31 0 -0.172102 5.73216e-017 0.562573 -0.172102 -0.38498 1 0 0.118463 0.172102 0 -0.172102 0.118463 0.266517 
10.32 0 -0.163281 5.43833e-017 0.562506 -0.163281 -0.379355 1 0 0.112578 0.163281 0 -0.163281 0.112578 0.266777 
10.33 0 -0.15442 5.14323e-017 0.56243 -0.15442 -0.373731 1 0 0.106639 0.15442 0 -0.15442 0.106639 0.267092 
10.34 0 -0.145521 4.84682e-017 0.562346 -0.145521 -0.368107 1 0 0.100645 0.145521 0 -0.145521 0.100645 0.267462 
10.35 0 -0.136582 4.54908e-017 0.562254 -0.136582 -0.362485 1 0 0.0945976 0.136582 0 -0.136582 0.0945976 0.267887 
10.36 0 -0.127601 4.24997e-017 0.562153 -0.127601 -0.356863 1 0 0.0884966 0.127601 0 -0.127601 0.0884966 0.268367 
10.37 0 -0.118579 3.94947e-017 0.562045 -0.118579 -0.351243 1 0 0.082343 0.118579 0 -0.118579 0.082343 0.2689 
10.38 0 -0.109514 3.64754e-017 0.56193 -0.109514 -0.345623 1 0 0.0761376 0.109514 0 -0.109514 0.0761376 0.269486 
10.39 0 -0.100405 3.34417e-017 0.561808 -0.100405 -0.340005 1 0 0.0698811 0.100405 0 -0.100405 0.0698811 0.270124 
10.4 0 -0.0912529 3.03933e-017 0.561679 -0.0912529 -0.334389 1 0 0.0635745 0.0912529 0 -0.0912529 0.0635745 0.270814 
10.41 0 -0.0820555 2.733e-017 0.561543 -0.0820555 -0.328773 1 0 0.0572187 0.0820555 0 -0.0820555 0.0572187 0.271554 
10.42 0 -0.0728125 2.42514e-017 0.561401 -0.0728125 -0.323159 1 0 0.0508148 0.0728125 0 -0.0728125 0.0508148 0.272344 
10.43 0 -0.0635233 2.11575e-017 0.561253 -0.0635233 -0.317547 1 0 0.0443641 0.0635233 0 -0.0635233 0.0443641 0.273183 
10.44 0 -0.0541874 1.8048e-017 0.5611 -0.0541874 -0.311936 1 0 0.0378677 0.0541874 0 -0.0541874 0.0378677 0.274068 
10.45 0 -0.0448043 1.49228e-017 0.560941 -0.0448043 -0.306326 1 0 0.0313271 0.0448043 0 -0.0448043 0.0313271 0.274999 
10.46 0 -0.0353734 1.17817e-017 0.560777 -0.0353734 -0.300718 1 0 0.0247437 0.0353734 0 -0.0353734 0.0247437 0.275975 
10.47 0 -0.0258943 8.62455e-018 0.560609 -0.0258943 -0.295112 1 0 0.0181191 0.0258943 0 -0.0258943 0.0181191 0.276993 
10.48 0 -0.0163668 5.45123e-018 0.560436 -0.0163668 -0.289508 1 0 0.011455 0.0163668 0 -0.0163668 0.011455 0.278053 
10.49 0 -0.00679036 2.26164e-018 0.560258 -0.00679036 -0.283905 1 0 0.00475313 0.00679036 0 -0.00679036 0.00475313 0.279152 
10.5 0 0.00283513 -9.44287e-019 0.560077 0.00283513 -0.278305 1 0 -0.00198458 -0.00283513 0 0.00283513 -0.00198458 0.280289 
10.51 0 0.0125099 -4.16663e-018 0.559893 0.0125099 -0.272706 1 0 -0.00875613 -0.0125099 0 0.0125099 -0.00875613 0.281462 
10.52 0 0.022234 -7.40542e-018 0.559705 0.022234 -0.267109 1 0 -0.0155594 -0.022234 0 0.022234 -0.0155594 0.282668 
10.53 0 0.0320076 -1.06607e-017 0.559514 0.0320076 -0.261513 1 0 -0.0223922 -0.0320076 0 0.0320076 -0.0223922 0.283906 
10.54 0 0.0418306 -1.39324e-017 0.559321 0.0418306 -0.25592 1 0 -0.0292522 -0.0418306 0 0.0418306 -0.0292522 0.285172 
10.55 0 0.0517029 -1.72205e-017 0.559125 0.0517029 -0.250329 1 0 -0.0361368 -0.0517029 0 0.0517029 -0.0361368 0.286466 
10.56 0 0.0616244 -2.05251e-017 0.558927 0.0616244 -0.24474 1 0 -0.0430436 -0.0616244 0 0.0616244 -0.0430436 0.287783 
10.57 0 0.0715948 -2.38459e-017 0.558728 0.0715948 -0.239152 1 0 -0.0499699 -0.0715948 0 0.0715948 -0.0499699 0.289122 
10.58 0 0.0816139 -2.71829e-017 0.558527 0.0816139 -0.233567 1 0 -0.0569129 -0.0816139 0 0.0816139 -0.0569129 0.29048 
10.59 0 0.0916811 -3.05359e-017 0.558324 0.0916811 -0.227984 1 0 -0.0638698 -0.0916811 0 0.0916811 -0.0638698 0.291854 
10.6 0 0.101796 -3.39049e-017 0.558121 0.101796 -0.222403 1 0 -0.0708374 -0.101796 0 0.101796 -0.0708374 0.29324 
10.61 0 0.111958 -3.72896e-017 0.557917 0.111958 -0.216824 1 0 -0.0778128 -0.111958 0 0.111958 -0.0778128 0.294636 
10.62 0 0.122167 -4.06897e-017 0.557713 0.122167 -0.211246 1 0 -0.0847928 -0.122167 0 0.122167 -0.0847928 0.296039 
10.63 0 0.132421 -4.41051e-017 0.557509 0.132421 -0.205671 1 0 -0.091774 -0.132421 0 0.132421 -0.091774 0.297445 
10.64 0 0.14272 -4.75354e-017 0.557304 0.14272 -0.200098 1 0 -0.0987532 -0.14272 0 0.14272 -0.0987532 0.298851 
10.65 0 0.153064 -5.09804e-017 0.5571 0.153064 -0.194527 1 0 -0.105727 -0.153064 0 0.153064 -0.105727 0.300254 
10.66 0 0.16345 -5.44397e-017 0.556897 0.16345 -0.188958 1 0 -0.112691 -0.16345 0 0.16345 -0.112691 0.30165 
10.67 0 0.173878 -5.79129e-017 0.556695 0.173878 -0.183391 1 0 -0.119643 -0.173878 0 0.173878 -0.119643 0.303035 
10.68 0 0.184346 -6.13997e-017 0.556494 0.184346 -0.177826 1 0 -0.126579 -0.184346 0 0.184346 -0.126579 0.304405 
10.69 0 0.194855 -6.48996e-017 0.556294 0.194855 -0.172264 1 0 -0.133495 -0.194855 0 0.194855 -0.133495 0.305758 
10.7 0 0.205401 -6.84121e-017 0.556095 0.205401 -0.166703 1 0 -0.140387 -0.205401 0 0.205401 -0.140387 0.307089 
10.71 0 0.215983 -7.19368e-017 0.555899 0.215983 -0.161144 1 0 -0.147251 -0.215983 0 0.215983 -0.147251 0.308395 
10.72 0 0.2266 -7.54731e-017 0.555704 0.2266 -0.155587 1 0 -0.154085 -0.2266 0 0.2266 -0.154085 0.309671 
10.73 0 0.237251 -7.90205e-017 0.555511 0.237251 -0.150031 1 0 -0.160883 -0.237251 0 0.237251 -0.160883 0.310915 
10.74 0 0.247933 -8.25784e-017 0.555321 0.247933 -0.144478 1 0 -0.167643 -0.247933 0 0.247933 -0.167643 0.312121 
10.75 0 0.258645 -8.61461e-017 0.555133 0.258645 -0.138927 1 0 -0.17436 -0.258645 0 0.258645 -0.17436 0.313287 
10.76 0 0.269385 -8.97231e-017 0.554948 0.269385 -0.133377 1 0 -0.181031 -0.269385 0 0.269385 -0.181031 0.314408 
10.77 0 0.28015 -9.33087e-017 0.554766 0.28015 -0.12783 1 0 -0.187651 -0.28015 0 0.28015 -0.187651 0.315481 
10.78 0 0.290939 -9.69021e-017 0.554586 0.290939 -0.122284 1 0 -0.194219 -0.290939 0 0.290939 -0.194219 0.316503 
10.79 0 0.301749 -1.00503e-016 0.55441 0.301749 -0.11674 1 0 -0.200729 -0.301749 0 0.301749 -0.200729 0.317468 
10.8 0 0.312579 -1.0411e-016 0.554236 0.312579 -0.111197 1 0 -0.207178 -0.312579 0 0.312579 -0.207178 0.318375 
10.81 0 0.323426 -1.07722e-016 0.554066 0.323426 -0.105657 1 0 -0.213563 -0.323426 0 0.323426 -0.213563 0.31922 
10.82 0 0.334287 -1.1134e-016 0.553899 0.334287 -0.100118 1 0 -0.219881 -0.334287 0 0.334287 -0.219881 0.319998 
10.83 0 0.34516 -1.14961e-016 0.553735 0.34516 -0.0945804 1 0 -0.226128 -0.34516 0 0.34516 -0.226128 0.320708 
10.84 0 0.356043 -1.18586e-016 0.553575 0.356043 -0.0890447 1 0 -0.232301 -0.356043 0 0.356043 -0.232301 0.321346 
10.85 0 0.366933 -1.22213e-016 0.553418 0.366933 -0.0835105 1 0 -0.238398 -0.366933 0 0.366933 -0.238398 0.321908 
10.86 0 0.377828 -1.25842e-016 0.553265 0.377828 -0.0779779 1 0 -0.244415 -0.377828 0 0.377828 -0.244415 0.322393 
10.87 0 0.388724 -1.29471e-016 0.553115 0.388724 -0.0724467 1 0 -0.25035 -0.388724 0 0.388724 -0.25035 0.322797 
10.88 0 0.39962 -1.331e-016 0.552968 0.39962 -0.066917 1 0 -0.256201 -0.39962 0 0.39962 -0.256201 0.323118 
10.89 0 0.410512 -1.36728e-016 0.552825 0.410512 -0.0613888 1 0 -0.261965 -0.410512 0 0.410512 -0.261965 0.323354 
10.9 0 0.421399 -1.40354e-016 0.552686 0.421399 -0.0558619 1 0 -0.267641 -0.421399 0 0.421399 -0.267641 0.323503 
10.91 0 0.432276 -1.43977e-016 0.552549 0.432276 -0.0503364 1 0 -0.273225 -0.432276 0 0.432276 -0.273225 0.323562 
10.92 0 0.443142 -1.47596e-016 0.552416 0.443142 -0.0448123 1 0 -0.278718 -0.443142 0 0.443142 -0.278718 0.32353 
10.93 0 0.453993 -1.5121e-016 0.552286 0.453993 -0.0392894 1 0 -0.284116 -0.453993 0 0.453993 -0.284116 0.323406 
10.94 0 0.464828 -1.54819e-016 0.552159 0.464828 -0.0337678 1 0 -0.28942 -0.464828 0 0.464828 -0.28942 0.323188 
10.95 0 0.475643 -1.58421e-016 0.552035 0.475643 -0.0282474 1 0 -0.294627 -0.475643 0 0.475643 -0.294627 0.322875 
10.96 0 0.486435 -1.62016e-016 0.551914 0.486435 -0.0227283 1 0 -0.299738 -0.486435 0 0.486435 -0.299738 0.322466 
10.97 0 0.497203 -1.65602e-016 0.551796 0.497203 -0.0172103 1 0 -0.304751 -0.497203 0 0.497203 -0.304751 0.321961 
10.98 0 0.507943 -1.69179e-016 0.55168 0.507943 -0.0116935 1 0 -0.309666 -0.507943 0 0.507943 -0.309666 0.321359 
10.99 0 0.518652 -1.72746e-016 0.551567 0.518652 -0.00617786 1 0 -0.314483 -0.518652 0 0.518652 -0.314483 0.320661 
11 0 0.529328 -1.76302e-016 0.551456 0.529328 -0.000663303 1 0 -0.319202 -0.529328 0 0.529328 -0.319202 0.319865 
11.01 0 0.53997 -1.79846e-016 0.551347 0.53997 0.00485017 1 0 -0.323823 -0.53997 0 0.53997 -0.323823 0.318973 
11.02 0 0.550573 -1.83378e-016 0.55124 0.550573 0.0103626 1 0 -0.328347 -0.550573 0 0.550573 -0.328347 0.317984 
11.03 0 0.561136 -1.86896e-016 0.551134 0.561136 0.0158739 1 0 -0.332774 -0.561136 0 0.561136 -0.332774 0.3169 
11.04 0 0.571656 -1.904e-016 0.55103 0.571656 0.0213842 1 0 -0.337105 -0.571656 0 0.571656 -0.337105 0.315721 
11.05 0 0.582132 -1.93889e-016 0.550927 0.582132 0.0268935 1 0 -0.341342 -0.582132 0 0.582132 -0.341342 0.314449 
11.06 0 0.592561 -1.97362e-016 0.550825 0.592561 0.0324017 1 0 -0.345485 -0.592561 0 0.592561 -0.345485 0.313083 
11.07 0 0.60294 -2.00819e-016 0.550724 0.60294 0.037909 1 0 -0.349536 -0.60294 0 0.60294 -0.349536 0.311627 
11.08 0 0.613268 -2.04259e-016 0.550623 0.613268 0.0434152 1 0 -0.353496 -0.613268 0 0.613268 -0.353496 0.310081 
11.09 0 0.623543 -2.07682e-016 0.550522 0.623543 0.0489204 1 0 -0.357368 -0.623543 0 0.623543 -0.357368 0.308447 
11.1 0 0.633763 -2.11086e-016 0.550421 0.633763 0.0544246 1 0 -0.361152 -0.633763 0 0.633763 -0.361152 0.306727 
11.11 0 0.643926 -2.14471e-016 0.55032 0.643926 0.0599278 1 0 -0.364851 -0.643926 0 0.643926 -0.364851 0.304923 
11.12 0 0.654031 -2.17836e-016 0.550218 0.654031 0.06543 1 0 -0.368467 -0.654031 0 0.654031 -0.368467 0.303037 
11.13 0 0.664076 -2.21182e-016 0.550115 0.664076 0.0709312 1 0 -0.372003 -0.664076 0 0.664076 -0.372003 0.301072 
11.14 0 0.674059 -2.24507e-016 0.55001 0.674059 0.0764313 1 0 -0.37546 -0.674059 0 0.674059 -0.37546 0.299028 
11.15 0 0.683979 -2.27811e-016 0.549904 0.683979 0.0819303 1 0 -0.37884 -0.683979 0 0.683979 -0.37884 0.29691 
11.16 0 0.693835 -2.31093e-016 0.549796 0.693835 0.0874283 1 0 -0.382147 -0.693835 0 0.693835 -0.382147 0.294719 
11.17 0 0.703625 -2.34354e-016 0.549685 0.703625 0.0929251 1 0 -0.385383 -0.703625 0 0.703625 -0.385383 0.292458 
11.18 0 0.713349 -2.37593e-016 0.549572 0.713349 0.0984208 1 0 -0.38855 -0.713349 0 0.713349 -0.38855 0.290129 
11.19 0 0.723005 -2.40809e-016 0.549456 0.723005 0.103915 1 0 -0.391651 -0.723005 0 0.723005 -0.391651 0.287736 
11.2 0 0.732593 -2.44002e-016 0.549337 0.732593 0.109409 1 0 -0.394689 -0.732593 0 0.732593 -0.394689 0.285281 
11.21 0 0.742111 -2.47173e-016 0.549214 0.742111 0.114901 1 0 -0.397667 -0.742111 0 0.742111 -0.397667 0.282766 
11.22 0 0.751559 -2.50319e-016 0.549087 0.751559 0.120392 1 0 -0.400586 -0.751559 0 0.751559 -0.400586 0.280194 
11.23 0 0.760936 -2.53443e-016 0.548956 0.760936 0.125881 1 0 -0.40345 -0.760936 0 0.760936 -0.40345 0.277569 
11.24 0 0.770242 -2.56542e-016 0.54882 0.770242 0.13137 1 0 -0.406262 -0.770242 0 0.770242 -0.406262 0.274893 
11.25 0 0.779476 -2.59618e-016 0.548679 0.779476 0.136856 1 0 -0.409024 -0.779476 0 0.779476 -0.409024 0.272168 
11.26 0 0.788638 -2.62669e-016 0.548533 0.788638 0.142342 1 0 -0.411739 -0.788638 0 0.788638 -0.411739 0.269397 
11.27 0 0.797728 -2.65697e-016 0.548381 0.797728 0.147825 1 0 -0.414409 -0.797728 0 0.797728 -0.414409 0.266584 
11.28 0 0.806745 -2.687e-016 0.548223 0.806745 0.153308 1 0 -0.417038 -0.806745 0 0.806745 -0.417038 0.26373 
11.29 0 0.815689 -2.71679e-016 0.548059 0.815689 0.158788 1 0 -0.419628 -0.815689 0 0.815689 -0.419628 0.260839 
11.3 0 0.82456 -2.74634e-016 0.547888 0.82456 0.164267 1 0 -0.422181 -0.82456 0 0.82456 -0.422181 0.257913 
11.31 0 0.833359 -2.77564e-016 0.54771 0.833359 0.169744 1 0 -0.424699 -0.833359 0 0.833359 -0.424699 0.254955 
11.32 0 0.842085 -2.80471e-016 0.547524 0.842085 0.17522 1 0 -0.427187 -0.842085 0 0.842085 -0.427187 0.251967 
11.33 0 0.850739 -2.83353e-016 0.547331 0.850739 0.180693 1 0 -0.429645 -0.850739 0 0.850739 -0.429645 0.248952 
11.34 0 0.85932 -2.86211e-016 0.54713 0.85932 0.186164 1 0 -0.432076 -0.85932 0 0.85932 -0.432076 0.245912 
11.35 0 0.867829 -2.89045e-016 0.546921 0.867829 0.191633 1 0 -0.434483 -0.867829 0 0.867829 -0.434483 0.24285 
11.36 0 0.876267 -2.91855e-016 0.546703 0.876267 0.1971 1 0 -0.436868 -0.876267 0 0.876267 -0.436868 0.239768 
11.37 0 0.884633 -2.94642e-016 0.546476 0.884633 0.202565 1 0 -0.439233 -0.884633 0 0.884633 -0.439233 0.236668 
11.38 0 0.892929 -2.97405e-016 0.54624 0.892929 0.208027 1 0 -0.44158 -0.892929 0 0.892929 -0.44158 0.233553 
11.39 0 0.901155 -3.00145e-016 0.545994 0.901155 0.213487 1 0 -0.443912 -0.901155 0 0.901155 -0.443912 0.230424 
11.4 0 0.909311 -3.02861e-016 0.545738 0.909311 0.218945 1 0 -0.446229 -0.909311 0 0.909311 -0.446229 0.227284 
11.41 0 0.917398 -3.05555e-016 0.545473 0.917398 0.2244 1 0 -0.448535 -0.917398 0 0.917398 -0.448535 0.224136 
11.42 0 0.925417 -3.08226e-016 0.545197 0.925417 0.229852 1 0 -0.450832 -0.925417 0 0.925417 -0.450832 0.22098 
11.43 0 0.933368 -3.10874e-016 0.54491 0.933368 0.235301 1 0 -0.45312 -0.933368 0 0.933368 -0.45312 0.217819 
11.44 0 0.941253 -3.135e-016 0.544612 0.941253 0.240747 1 0 -0.455402 -0.941253 0 0.941253 -0.455402 0.214655 
11.45 0 0.949072 -3.16104e-016 0.544303 0.949072 0.24619 1 0 -0.45768 -0.949072 0 0.949072 -0.45768 0.21149 
11.46 0 0.956825 -3.18687e-016 0.543983 0.956825 0.25163 1 0 -0.459954 -0.956825 0 0.956825 -0.459954 0.208325 
11.47 0 0.964514 -3.21248e-016 0.543651 0.964514 0.257066 1 0 -0.462228 -0.964514 0 0.964514 -0.462228 0.205162 
11.48 0 0.97214 -3.23788e-016 0.543307 0.97214 0.262499 1 0 -0.464502 -0.97214 0 0.97214 -0.464502 0.202003 
11.49 0 0.979703 -3.26307e-016 0.542951 0.979703 0.267929 1 0 -0.466778 -0.979703 0 0.979703 -0.466778 0.19885 
11.5 0 0.987205 -3.28805e-016 0.542582 0.987205 0.273355 1 0 -0.469058 -0.987205 0 0.987205 -0.469058 0.195703 
11.51 0 0.994646 -3.31284e-016 0.542201 0.994646 0.278777 1 0 -0.471342 -0.994646 0 0.994646 -0.471342 0.192565 
11.52 0 1.00203 -3.33742e-016 0.541807 1.00203 0.284195 1 0 -0.473632 -1.00203 0 1.00203 -0.473632 0.189437 
11.53 0 1.00935 -3.36182e-016 0.5414 1.00935 0.289609 1 -1.11022e-016 -0.475929 -1.00935 0 1.00935 -0.475929 0.186321 
11.54 0 1.01662 -3.38601e-016 0.54098 1.01662 0.295018 1 0 -0.478235 -1.01662 0 1.01662 -0.478235 0.183217 
11.55 0 1.02383 -3.41003e-016 0.540546 1.02383 0.300424 1 0 -0.480551 -1.02383 0 1.02383 -0.480551 0.180127 
11.56 0 1.03098 -3.43385e-016 0.540099 1.03098 0.305825 1 0 -0.482878 -1.03098 0 1.03098 -0.482878 0.177053 
11.57 0 1.03808 -3.4575e-016 0.539638 1.03808 0.311221 1 0 -0.485217 -1.03808 0 1.03808 -0.485217 0.173996 
11.58 0 1.04513 -3.48097e-016 0.539163 1.04513 0.316613 1 0 -0.487569 -1.04513 0 1.04513 -0.487569 0.170956 
11.59 0 1.05212 -3.50427e-016 0.538675 1.05212 0.322 1 0 -0.489935 -1.05212 0 1.05212 -0.489935 0.167936 
11.6 0 1.05906 -3.52739e-016 0.538171 1.05906 0.327381 1 0 -0.492317 -1.05906 0 1.05906 -0.492317 0.164936 
11.61 0 1.06596 -3.55035e-016 0.537654 1.06596 0.332758 1 0 -0.494715 -1.06596 0 1.06596 -0.494715 0.161957 
11.62 0 1.0728 -3.57315e-016 0.537122 1.0728 0.338129 1 0 -0.49713 -1.0728 0 1.0728 -0.49713 0.159001 
11.63 0 1.0796 -3.59579e-016 0.536576 1.0796 0.343495 1 0 -0.499563 -1.0796 0 1.0796 -0.499563 0.156068 
11.64 0 1.08635 -3.61828e-016 0.536014 1.08635 0.348855 1 0 -0.502016 -1.08635 0 1.08635 -0.502016 0.153161 
11.65 0 1.09306 -3.64061e-016 0.535438 1.09306 0.354209 1 0 -0.504488 -1.09306 0 1.09306 -0.504488 0.150278 
11.66 0 1.09972 -3.6628e-016 0.534847 1.09972 0.359558 1 0 -0.506981 -1.09972 0 1.09972 -0.506981 0.147423 
11.67 0 1.10634 -3.68485e-016 0.534241 1.10634 0.3649 1 0 -0.509495 -1.10634 0 1.10634 -0.509495 0.144595 
