t 1 2 3 4 5 jL0400 6 7 8 jE0201 jH0801 jyH0801 jVX jV0600 
5.79 0 -2.22396 7.40728e-016 -0.755975 -2.22396 -1.08908 1 0 0.772505 2.22396 0 -2.22396 0.772505 0.316571 
5.8 0 -2.22368 7.40633e-016 -0.752833 -2.22368 -1.0966 1 0 0.77354 2.22368 0 -2.22368 0.77354 0.323064 
5.81 0 -2.22338 7.40534e-016 -0.749631 -2.22338 -1.1041 1 0 0.774627 2.22338 0 -2.22338 0.774627 0.329474 
5.82 0 -2.22306 7.40429e-016 -0.74637 -2.22306 -1.11156 1 0 0.77576 2.22306 0 -2.22306 0.77576 0.335804 
5.83 0 -2.22274 7.4032e-016 -0.74305 -2.22274 -1.11899 1 0 0.776941 2.22274 0 -2.22274 0.776941 0.342053 
5.84 0 -2.2224 7.40207e-016 -0.739673 -2.2224 -1.12639 1 0 0.778166 2.2224 0 -2.2224 0.778166 0.348226 
5.85 0 -2.22205 7.4009e-016 -0.736239 -2.22205 -1.13375 1 0 0.779431 2.22205 0 -2.22205 0.779431 0.354323 
5.86 0 -2.22168 7.39969e-016 -0.732748 -2.22168 -1.14108 1 0 0.780734 2.22168 0 -2.22168 0.780734 0.360347 
5.87 0 -2.22131 7.39845e-016 -0.729201 -2.22131 -1.14837 1 0 0.782075 2.22131 0 -2.22131 0.782075 0.366298 
5.88 0 -2.22092 7.39717e-016 -0.725599 -2.22092 -1.15563 1 0 0.783452 2.22092 0 -2.22092 0.783452 0.372178 
5.89 0 -2.22053 7.39585e-016 -0.721941 -2.22053 -1.16285 1 0 0.784862 2.22053 0 -2.22053 0.784862 0.377987 
5.9 0 -2.22012 7.3945e-016 -0.71823 -2.22012 -1.17003 1 0 0.786305 2.22012 0 -2.22012 0.786305 0.383726 
5.91 0 -2.21971 7.39311e-016 -0.714465 -2.21971 -1.17718 1 0 0.787779 2.21971 0 -2.21971 0.787779 0.389397 
5.92 0 -2.21928 7.3917e-016 -0.710647 -2.21928 -1.18428 1 0 0.789283 2.21928 0 -2.21928 0.789283 0.394999 
5.93 0 -2.21885 7.39025e-016 -0.706776 -2.21885 -1.19135 1 0 0.790817 2.21885 0 -2.21885 0.790817 0.400533 
5.94 0 -2.2184 7.38877e-016 -0.702854 -2.2184 -1.19838 1 0 0.792379 2.2184 0 -2.2184 0.792379 0.405999 
5.95 0 -2.21795 7.38726e-016 -0.69888 -2.21795 -1.20537 1 0 0.793969 2.21795 0 -2.21795 0.793969 0.411398 
5.96 0 -2.21749 7.38572e-016 -0.694856 -2.21749 -1.21232 1 0 0.795586 2.21749 0 -2.21749 0.795586 0.41673 
5.97 0 -2.21702 7.38415e-016 -0.690782 -2.21702 -1.21922 1 0 0.797228 2.21702 0 -2.21702 0.797228 0.421996 
5.98 0 -2.21654 7.38256e-016 -0.686659 -2.21654 -1.22609 1 0 0.798896 2.21654 0 -2.21654 0.798896 0.427195 
5.99 0 -2.21605 7.38093e-016 -0.682487 -2.21605 -1.23292 1 0 0.800588 2.21605 0 -2.21605 0.800588 0.432327 
6 0 -2.21555 7.37927e-016 -0.678267 -2.21555 -1.2397 1 0 0.802304 2.21555 0 -2.21555 0.802304 0.437393 
6.01 0 -2.21505 7.37759e-016 -0.674 -2.21505 -1.24644 1 0 0.804044 2.21505 0 -2.21505 0.804044 0.442394 
6.02 0 -2.21453 7.37588e-016 -0.669686 -2.21453 -1.25313 1 0 0.805807 2.21453 0 -2.21453 0.805807 0.447328 
6.03 0 -2.21401 7.37414e-016 -0.665326 -2.21401 -1.25979 1 0 0.807592 2.21401 0 -2.21401 0.807592 0.452196 
6.04 0 -2.21348 7.37238e-016 -0.66092 -2.21348 -1.2664 1 0 0.809399 2.21348 0 -2.21348 0.809399 0.456998 
6.05 0 -2.21294 7.37058e-016 -0.656469 -2.21294 -1.27296 1 0 0.811228 2.21294 0 -2.21294 0.811228 0.461734 
6.06 0 -2.2124 7.36877e-016 -0.651975 -2.2124 -1.27948 1 0 0.813077 2.2124 0 -2.2124 0.813077 0.466405 
6.07 0 -2.21184 7.36692e-016 -0.647436 -2.21184 -1.28596 1 0 0.814947 2.21184 0 -2.21184 0.814947 0.471009 
6.08 0 -2.21128 7.36505e-016 -0.642855 -2.21128 -1.29238 1 0 0.816837 2.21128 0 -2.21128 0.816837 0.475548 
6.09 0 -2.21071 7.36315e-016 -0.638232 -2.21071 -1.29877 1 0 0.818746 2.21071 0 -2.21071 0.818746 0.480021 
6.1 0 -2.21013 7.36122e-016 -0.633567 -2.21013 -1.3051 1 0 0.820675 2.21013 0 -2.21013 0.820675 0.484428 
6.11 0 -2.20955 7.35927e-016 -0.628861 -2.20955 -1.31139 1 0 0.822622 2.20955 0 -2.20955 0.822622 0.488769 
6.12 0 -2.20895 7.35729e-016 -0.624114 -2.20895 -1.31763 1 0 0.824588 2.20895 0 -2.20895 0.824588 0.493044 
6.13 0 -2.20835 7.35529e-016 -0.619328 -2.20835 -1.32383 1 0 0.826572 2.20835 0 -2.20835 0.826572 0.497254 
6.14 0 -2.20774 7.35326e-016 -0.614503 -2.20774 -1.32997 1 0 0.828573 2.20774 0 -2.20774 0.828573 0.501397 
6.15 0 -2.20712 7.3512e-016 -0.60964 -2.20712 -1.33607 1 0 0.830592 2.20712 0 -2.20712 0.830592 0.505475 
6.16 0 -2.2065 7.34912e-016 -0.604739 -2.2065 -1.34211 1 0 0.832627 2.2065 0 -2.2065 0.832627 0.509487 
6.17 0 -2.20587 7.34701e-016 -0.599801 -2.20587 -1.34811 1 0 0.834679 2.20587 0 -2.20587 0.834679 0.513433 
6.18 0 -2.20523 7.34488e-016 -0.594826 -2.20523 -1.35406 1 -1.38778e-017 0.836747 2.20523 0 -2.20523 0.836747 0.517314 
6.19 0 -2.20458 7.34272e-016 -0.589816 -2.20458 -1.35996 1 0 0.83883 2.20458 0 -2.20458 0.83883 0.521129 
6.2 0 -2.20392 7.34054e-016 -0.58477 -2.20392 -1.36581 1 0 0.840929 2.20392 0 -2.20392 0.840929 0.524877 
6.21 0 -2.20326 7.33833e-016 -0.57969 -2.20326 -1.3716 1 0 0.843043 2.20326 0 -2.20326 0.843043 0.52856 
6.22 0 -2.20259 7.3361e-016 -0.574576 -2.20259 -1.37735 1 1.38778e-017 0.845172 2.20259 0 -2.20259 0.845172 0.532178 
6.23 0 -2.20191 7.33384e-016 -0.569429 -2.20191 -1.38304 1 0 0.847314 2.20191 0 -2.20191 0.847314 0.535729 
6.24 0 -2.20122 7.33155e-016 -0.56425 -2.20122 -1.38869 1 1.38778e-017 0.849471 2.20122 0 -2.20122 0.849471 0.539215 
6.25 0 -2.20053 7.32924e-016 -0.559038 -2.20053 -1.39428 1 1.38778e-017 0.851641 2.20053 0 -2.20053 0.851641 0.542636 
6.26 0 -2.19983 7.32691e-016 -0.553796 -2.19983 -1.39981 1 0 0.853824 2.19983 0 -2.19983 0.853824 0.54599 
6.27 0 -2.19912 7.32455e-016 -0.548522 -2.19912 -1.4053 1 1.38778e-017 0.85602 2.19912 0 -2.19912 0.85602 0.54928 
6.28 0 -2.19841 7.32216e-016 -0.543219 -2.19841 -1.41073 1 0 0.858229 2.19841 0 -2.19841 0.858229 0.552503 
6.29 0 -2.19768 7.31976e-016 -0.537887 -2.19768 -1.41611 1 0 0.860449 2.19768 0 -2.19768 0.860449 0.555662 
6.3 0 -2.19695 7.31732e-016 -0.532526 -2.19695 -1.42144 1 -1.38778e-017 0.862681 2.19695 0 -2.19695 0.862681 0.558754 
6.31 0 -2.19621 7.31486e-016 -0.527137 -2.19621 -1.42671 1 0 0.864925 2.19621 0 -2.19621 0.864925 0.561783 
6.32 0 -2.19547 7.31238e-016 -0.52172 -2.19547 -1.43192 1 0 0.86718 2.19547 0 -2.19547 0.86718 0.564745 
6.33 0 -2.19472 7.30987e-016 -0.516277 -2.19472 -1.43709 1 0 0.869445 2.19472 0 -2.19472 0.869445 0.567642 
6.34 0 -2.19396 7.30734e-016 -0.510808 -2.19396 -1.4422 1 0 0.87172 2.19396 0 -2.19396 0.87172 0.570475 
6.35 0 -2.19319 7.30478e-016 -0.505314 -2.19319 -1.44725 1 0 0.874006 2.19319 0 -2.19319 0.874006 0.573243 
6.36 0 -2.19241 7.3022e-016 -0.499795 -2.19241 -1.45225 1 0 0.876301 2.19241 0 -2.19241 0.876301 0.575945 
6.37 0 -2.19163 7.2996e-016 -0.494252 -2.19163 -1.45719 1 0 0.878605 2.19163 0 -2.19163 0.878605 0.578584 
6.38 0 -2.19084 7.29696e-016 -0.488685 -2.19084 -1.46208 1 0 0.880918 2.19084 0 -2.19084 0.880918 0.581157 
6.39 0 -2.19004 7.29431e-016 -0.483095 -2.19004 -1.46691 1 0 0.88324 2.19004 0 -2.19004 0.88324 0.583666 
6.4 0 -2.18924 7.29163e-016 -0.477483 -2.18924 -1.47168 1 0 0.88557 2.18924 0 -2.18924 0.88557 0.586111 
6.41 0 -2.18843 7.28893e-016 -0.47185 -2.18843 -1.4764 1 0 0.887908 2.18843 0 -2.18843 0.887908 0.588492 
6.42 0 -2.18761 7.2862e-016 -0.466196 -2.18761 -1.48106 1 0 0.890254 2.18761 0 -2.18761 0.890254 0.590808 
6.43 0 -2.18678 7.28345e-016 -0.460522 -2.18678 -1.48567 1 0 0.892606 2.18678 0 -2.18678 0.892606 0.593061 
6.44 0 -2.18595 7.28067e-016 -0.454828 -2.18595 -1.49022 1 0 0.894966 2.18595 0 -2.18595 0.894966 0.59525 
6.45 0 -2.18511 7.27787e-016 -0.449114 -2.18511 -1.49471 1 0 0.897331 2.18511 0 -2.18511 0.897331 0.597375 
6.46 0 -2.18426 7.27504e-016 -0.443383 -2.18426 -1.49914 1 0 0.899703 2.18426 0 -2.18426 0.899703 0.599437 
6.47 0 -2.1834 7.27219e-016 -0.437634 -2.1834 -1.50352 1 0 0.902081 2.1834 0 -2.1834 0.902081 0.601436 
6.48 0 -2.18254 7.26932e-016 -0.431868 -2.18254 -1.50784 1 0 0.904464 2.18254 0 -2.18254 0.904464 0.603371 
6.49 0 -2.18167 7.26642e-016 -0.426085 -2.18167 -1.5121 1 0 0.906853 2.18167 0 -2.18167 0.906853 0.605243 
6.5 0 -2.18079 7.2635e-016 -0.420286 -2.18079 -1.5163 1 0 0.909246 2.18079 0 -2.18079 0.909246 0.607053 
6.51 0 -2.17991 7.26056e-016 -0.414472 -2.17991 -1.52044 1 0 0.911643 2.17991 0 -2.17991 0.911643 0.6088 
6.52 0 -2.17902 7.25759e-016 -0.408644 -2.17902 -1.52453 1 0 0.914045 2.17902 0 -2.17902 0.914045 0.610485 
6.53 0 -2.17812 7.25459e-016 -0.402802 -2.17812 -1.52856 1 0 0.91645 2.17812 0 -2.17812 0.91645 0.612108 
6.54 0 -2.17721 7.25157e-016 -0.396946 -2.17721 -1.53253 1 0 0.918859 2.17721 0 -2.17721 0.918859 0.613669 
6.55 0 -2.1763 7.24853e-016 -0.391077 -2.1763 -1.53644 1 0 0.921271 2.1763 0 -2.1763 0.921271 0.615168 
6.56 0 -2.17538 7.24547e-016 -0.385197 -2.17538 -1.54029 1 0 0.923685 2.17538 0 -2.17538 0.923685 0.616605 
6.57 0 -2.17445 7.24237e-016 -0.379305 -2.17445 -1.54408 1 0 0.926102 2.17445 0 -2.17445 0.926102 0.617981 
6.58 0 -2.17352 7.23926e-016 -0.373401 -2.17352 -1.54782 1 0 0.928521 2.17352 0 -2.17352 0.928521 0.619296 
6.59 0 -2.17257 7.23612e-016 -0.367488 -2.17257 -1.55149 1 0 0.930942 2.17257 0 -2.17257 0.930942 0.62055 
6.6 0 -2.17162 7.23296e-016 -0.361565 -2.17162 -1.55511 1 0 0.933364 2.17162 0 -2.17162 0.933364 0.621744 
6.61 0 -2.17067 7.22977e-016 -0.355633 -2.17067 -1.55866 1 0 0.935787 2.17067 0 -2.17067 0.935787 0.622877 
6.62 0 -2.1697 7.22656e-016 -0.349692 -2.1697 -1.56216 1 0 0.938211 2.1697 0 -2.1697 0.938211 0.62395 
6.63 0 -2.16873 7.22333e-016 -0.343743 -2.16873 -1.5656 1 0 0.940635 2.16873 0 -2.16873 0.940635 0.624964 
6.64 0 -2.16775 7.22007e-016 -0.337787 -2.16775 -1.56898 1 0 0.943059 2.16775 0 -2.16775 0.943059 0.625917 
6.65 0 -2.16677 7.21679e-016 -0.331825 -2.16677 -1.57229 1 0 0.945483 2.16677 0 -2.16677 0.945483 0.626811 
6.66 0 -2.16578 7.21348e-016 -0.325856 -2.16578 -1.57555 1 0 0.947907 2.16578 0 -2.16578 0.947907 0.627647 
6.67 0 -2.16478 7.21015e-016 -0.319882 -2.16478 -1.57875 1 0 0.950329 2.16478 0 -2.16478 0.950329 0.628423 
6.68 0 -2.16377 7.2068e-016 -0.313903 -2.16377 -1.58189 1 0 0.952751 2.16377 0 -2.16377 0.952751 0.629141 
6.69 0 -2.16275 7.20342e-016 -0.307919 -2.16275 -1.58497 1 0 0.95517 2.16275 0 -2.16275 0.95517 0.6298 
6.7 0 -2.16173 7.20002e-016 -0.301932 -2.16173 -1.58799 1 0 0.957588 2.16173 0 -2.16173 0.957588 0.630402 
6.71 0 -2.1607 7.19659e-016 -0.295941 -2.1607 -1.59095 1 0 0.960003 2.1607 0 -2.1607 0.960003 0.630946 
6.72 0 -2.15967 7.19314e-016 -0.289948 -2.15967 -1.59385 1 0 0.962416 2.15967 0 -2.15967 0.962416 0.631432 
6.73 0 -2.15862 7.18966e-016 -0.283953 -2.15862 -1.59669 1 0 0.964826 2.15862 0 -2.15862 0.964826 0.631862 
6.74 0 -2.15757 7.18617e-016 -0.277956 -2.15757 -1.59947 1 0 0.967233 2.15757 0 -2.15757 0.967233 0.632235 
6.75 0 -2.15652 7.18264e-016 -0.271958 -2.15652 -1.60219 1 0 0.969637 2.15652 0 -2.15652 0.969637 0.632551 
6.76 0 -2.15545 7.1791e-016 -0.265961 -2.15545 -1.60485 1 0 0.972036 2.15545 0 -2.15545 0.972036 0.632811 
6.77 0 -2.15438 7.17553e-016 -0.259963 -2.15438 -1.60745 1 0 0.974431 2.15438 0 -2.15438 0.974431 0.633015 
6.78 0 -2.1533 7.17193e-016 -0.253966 -2.1533 -1.60999 1 0 0.976822 2.1533 0 -2.1533 0.976822 0.633164 
6.79 0 -2.15221 7.16831e-016 -0.24797 -2.15221 -1.61247 1 0 0.979208 2.15221 0 -2.15221 0.979208 0.633258 
6.8 0 -2.15112 7.16467e-016 -0.241976 -2.15112 -1.61489 1 0 0.981589 2.15112 0 -2.15112 0.981589 0.633296 
6.81 0 -2.15002 7.161e-016 -0.235985 -2.15002 -1.61725 1 0 0.983965 2.15002 0 -2.15002 0.983965 0.633281 
6.82 0 -2.14891 7.15731e-016 -0.229996 -2.14891 -1.61955 1 0 0.986335 2.14891 0 -2.14891 0.986335 0.633211 
6.83 0 -2.14779 7.15359e-016 -0.224011 -2.14779 -1.62179 1 0 0.988699 2.14779 0 -2.14779 0.988699 0.633087 
6.84 0 -2.14667 7.14985e-016 -0.21803 -2.14667 -1.62397 1 0 0.991056 2.14667 0 -2.14667 0.991056 0.63291 
6.85 0 -2.14554 7.14609e-016 -0.212054 -2.14554 -1.62609 1 0 0.993407 2.14554 0 -2.14554 0.993407 0.632679 
6.86 0 -2.1444 7.1423e-016 -0.206083 -2.1444 -1.62815 1 0 0.995751 2.1444 0 -2.1444 0.995751 0.632397 
6.87 0 -2.14326 7.13848e-016 -0.200117 -2.14326 -1.63015 1 0 0.998088 2.14326 0 -2.14326 0.998088 0.632061 
6.88 0 -2.14211 7.13464e-016 -0.194158 -2.14211 -1.63209 1 0 1.00042 2.14211 0 -2.14211 1.00042 0.631673 
6.89 0 -2.14095 7.13078e-016 -0.188205 -2.14095 -1.63397 1 0 1.00274 2.14095 0 -2.14095 1.00274 0.631234 
6.9 0 -2.13978 7.12689e-016 -0.182259 -2.13978 -1.63579 1 0 1.00505 2.13978 0 -2.13978 1.00505 0.630744 
6.91 0 -2.1386 7.12298e-016 -0.176321 -2.1386 -1.63756 1 0 1.00736 2.1386 0 -2.1386 1.00736 0.630202 
6.92 0 -2.13742 7.11904e-016 -0.170392 -2.13742 -1.63926 1 0 1.00965 2.13742 0 -2.13742 1.00965 0.629611 
6.93 0 -2.13623 7.11508e-016 -0.164471 -2.13623 -1.64091 1 0 1.01194 2.13623 0 -2.13623 1.01194 0.628969 
6.94 0 -2.13504 7.1111e-016 -0.158559 -2.13504 -1.64249 1 0 1.01421 2.13504 0 -2.13504 1.01421 0.628277 
6.95 0 -2.13383 7.10709e-016 -0.152657 -2.13383 -1.64402 1 0 1.01648 2.13383 0 -2.13383 1.01648 0.627536 
6.96 0 -2.13262 7.10305e-016 -0.146765 -2.13262 -1.64549 1 0 1.01874 2.13262 0 -2.13262 1.01874 0.626746 
6.97 0 -2.1314 7.09899e-016 -0.140884 -2.1314 -1.6469 1 0 1.02099 2.1314 0 -2.1314 1.02099 0.625907 
6.98 0 -2.13017 7.0949e-016 -0.135014 -2.13017 -1.64825 1 0 1.02322 2.13017 0 -2.13017 1.02322 0.62502 
6.99 0 -2.12894 7.09079e-016 -0.129156 -2.12894 -1.64954 1 0 1.02545 2.12894 0 -2.12894 1.02545 0.624086 
7 0 -2.1277 7.08665e-016 -0.12331 -2.1277 -1.65077 1 0 1.02767 2.1277 0 -2.1277 1.02767 0.623104 
7.01 0 -2.12645 7.08249e-016 -0.117476 -2.12645 -1.65194 1 0 1.02987 2.12645 0 -2.12645 1.02987 0.622076 
7.02 0 -2.12519 7.07831e-016 -0.111656 -2.12519 -1.65306 1 0 1.03206 2.12519 0 -2.12519 1.03206 0.621 
7.03 0 -2.12393 7.07409e-016 -0.105849 -2.12393 -1.65412 1 0 1.03424 2.12393 0 -2.12393 1.03424 0.619879 
7.04 0 -2.12265 7.06986e-016 -0.100057 -2.12265 -1.65512 1 0 1.03641 2.12265 0 -2.12265 1.03641 0.618712 
7.05 0 -2.12137 7.06559e-016 -0.0942783 -2.12137 -1.65606 1 0 1.03856 2.12137 0 -2.12137 1.03856 0.6175 
7.06 0 -2.12009 7.0613e-016 -0.0885151 -2.12009 -1.65695 1 0 1.0407 2.12009 0 -2.12009 1.0407 0.616244 
7.07 0 -2.11879 7.05699e-016 -0.0827672 -2.11879 -1.65778 1 0 1.04283 2.11879 0 -2.11879 1.04283 0.614943 
7.08 0 -2.11749 7.05265e-016 -0.0770352 -2.11749 -1.65855 1 0 1.04495 2.11749 0 -2.11749 1.04495 0.613597 
7.09 0 -2.11618 7.04828e-016 -0.0713195 -2.11618 -1.65926 1 0 1.04705 2.11618 0 -2.11618 1.04705 0.612209 
7.1 0 -2.11486 7.04389e-016 -0.0656206 -2.11486 -1.65992 1 0 1.04914 2.11486 0 -2.11486 1.04914 0.610777 
7.11 0 -2.11353 7.03947e-016 -0.0599388 -2.11353 -1.66052 1 0 1.05121 2.11353 0 -2.11353 1.05121 0.609304 
7.12 0 -2.1122 7.03503e-016 -0.0542746 -2.1122 -1.66106 1 0 1.05327 2.1122 0 -2.1122 1.05327 0.607787 
7.13 0 -2.11085 7.03056e-016 -0.0486285 -2.11085 -1.66154 1 0 1.05531 2.11085 0 -2.11085 1.05531 0.60623 
7.14 0 -2.1095 7.02606e-016 -0.0430008 -2.1095 -1.66197 1 0 1.05734 2.1095 0 -2.1095 1.05734 0.604631 
7.15 0 -2.10815 7.02154e-016 -0.0373919 -2.10815 -1.66235 1 0 1.05936 2.10815 0 -2.10815 1.05936 0.602991 
7.16 0 -2.10678 7.01698e-016 -0.0318024 -2.10678 -1.66267 1 0 1.06135 2.10678 0 -2.10678 1.06135 0.601312 
7.17 0 -2.1054 7.01241e-016 -0.0262325 -2.1054 -1.66293 1 0 1.06334 2.1054 0 -2.1054 1.06334 0.599593 
7.18 0 -2.10402 7.0078e-016 -0.0206828 -2.10402 -1.66314 1 0 1.0653 2.10402 0 -2.10402 1.0653 0.597833 
7.19 0 -2.10263 7.00317e-016 -0.0151535 -2.10263 -1.66329 1 0 1.06725 2.10263 0 -2.10263 1.06725 0.596036 
7.2 0 -2.10123 6.99851e-016 -0.00964512 -2.10123 -1.66338 1 0 1.06918 2.10123 0 -2.10123 1.06918 0.594199 
7.21 0 -2.09983 6.99382e-016 -0.00415804 -2.09983 -1.66342 1 0 1.0711 2.09983 0 -2.09983 1.0711 0.592326 
7.22 0 -2.09841 6.98911e-016 0.00130736 -2.09841 -1.66341 1 0 1.073 2.09841 0 -2.09841 1.073 0.590415 
7.23 0 -2.09699 6.98437e-016 0.00675071 -2.09699 -1.66334 1 0 1.07488 2.09699 0 -2.09699 1.07488 0.588467 
7.24 0 -2.09555 6.9796e-016 0.0121716 -2.09555 -1.66322 1 0 1.07674 2.09555 0 -2.09555 1.07674 0.586483 
7.25 0 -2.09411 6.9748e-016 0.0175697 -2.09411 -1.66305 1 2.77556e-017 1.07858 2.09411 0 -2.09411 1.07858 0.584463 
7.26 0 -2.09267 6.96998e-016 0.0229447 -2.09267 -1.66282 1 0 1.08041 2.09267 0 -2.09267 1.08041 0.582406 
7.27 0 -2.09121 6.96512e-016 0.028296 -2.09121 -1.66253 1 -2.77556e-017 1.08222 2.09121 0 -2.09121 1.08222 0.580317 
7.28 0 -2.08974 6.96024e-016 0.0336235 -2.08974 -1.6622 1 0 1.08401 2.08974 0 -2.08974 1.08401 0.578191 
7.29 0 -2.08827 6.95533e-016 0.0389267 -2.08827 -1.66181 1 0 1.08578 2.08827 0 -2.08827 1.08578 0.576033 
7.3 0 -2.08678 6.95039e-016 0.0442054 -2.08678 -1.66137 1 0 1.08753 2.08678 0 -2.08678 1.08753 0.573841 
7.31 0 -2.08529 6.94542e-016 0.049459 -2.08529 -1.66087 1 0 1.08926 2.08529 0 -2.08529 1.08926 0.571617 
7.32 0 -2.08379 6.94042e-016 0.0546874 -2.08379 -1.66033 1 0 1.09097 2.08379 0 -2.08379 1.09097 0.569359 
7.33 0 -2.08228 6.93539e-016 0.0598901 -2.08228 -1.65973 1 0 1.09266 2.08228 0 -2.08228 1.09266 0.567071 
7.34 0 -2.08076 6.93034e-016 0.0650669 -2.08076 -1.65908 1 0 1.09433 2.08076 0 -2.08076 1.09433 0.564751 
7.35 0 -2.07924 6.92525e-016 0.0702174 -2.07924 -1.65837 1 0 1.09597 2.07924 0 -2.07924 1.09597 0.5624 
7.36 0 -2.0777 6.92013e-016 0.0753412 -2.0777 -1.65762 1 0 1.0976 2.0777 0 -2.0777 1.0976 0.560019 
7.37 0 -2.07615 6.91498e-016 0.0804381 -2.07615 -1.65682 1 0 1.09921 2.07615 0 -2.07615 1.09921 0.557608 
7.38 0 -2.0746 6.9098e-016 0.0855078 -2.0746 -1.65596 1 0 1.10079 2.0746 0 -2.0746 1.10079 0.555168 
7.39 0 -2.07304 6.90459e-016 0.0905499 -2.07304 -1.65506 1 0 1.10236 2.07304 0 -2.07304 1.10236 0.5527 
7.4 0 -2.07146 6.89935e-016 0.0955642 -2.07146 -1.6541 1 0 1.1039 2.07146 0 -2.07146 1.1039 0.550205 
7.41 0 -2.06988 6.89408e-016 0.10055 -2.06988 -1.65309 1 2.77556e-017 1.10541 2.06988 0 -2.06988 1.10541 0.54768 
7.42 0 -2.06829 6.88878e-016 0.105508 -2.06829 -1.65204 1 0 1.10691 2.06829 0 -2.06829 1.10691 0.545131 
7.43 0 -2.06668 6.88344e-016 0.110437 -2.06668 -1.65093 1 0 1.10838 2.06668 0 -2.06668 1.10838 0.542554 
7.44 0 -2.06507 6.87807e-016 0.115337 -2.06507 -1.64978 1 0 1.10983 2.06507 0 -2.06507 1.10983 0.539951 
7.45 0 -2.06345 6.87267e-016 0.120207 -2.06345 -1.64858 1 0 1.11126 2.06345 0 -2.06345 1.11126 0.537324 
7.46 0 -2.06182 6.86724e-016 0.125048 -2.06182 -1.64733 1 0 1.11266 2.06182 0 -2.06182 1.11266 0.534671 
7.47 0 -2.06018 6.86177e-016 0.12986 -2.06018 -1.64603 1 0 1.11404 2.06018 0 -2.06018 1.11404 0.531994 
7.48 0 -2.05853 6.85627e-016 0.134641 -2.05853 -1.64468 1 0 1.11539 2.05853 0 -2.05853 1.11539 0.529294 
7.49 0 -2.05687 6.85074e-016 0.139391 -2.05687 -1.64329 1 0 1.11672 2.05687 0 -2.05687 1.11672 0.526571 
7.5 0 -2.05519 6.84517e-016 0.144111 -2.05519 -1.64185 1 2.77556e-017 1.11802 2.05519 0 -2.05519 1.11802 0.523827 
7.51 0 -2.05351 6.83957e-016 0.1488 -2.05351 -1.64036 1 2.77556e-017 1.1193 2.05351 0 -2.05351 1.1193 0.521059 
7.52 0 -2.05182 6.83393e-016 0.153459 -2.05182 -1.63883 1 0 1.12055 2.05182 0 -2.05182 1.12055 0.518271 
7.53 0 -2.05012 6.82826e-016 0.158085 -2.05012 -1.63725 1 0 1.12178 2.05012 0 -2.05012 1.12178 0.515464 
7.54 0 -2.0484 6.82255e-016 0.16268 -2.0484 -1.63562 1 0 1.12298 2.0484 0 -2.0484 1.12298 0.512635 
7.55 0 -2.04668 6.81681e-016 0.167244 -2.04668 -1.63395 1 -2.77556e-017 1.12416 2.04668 0 -2.04668 1.12416 0.509787 
7.56 0 -2.04494 6.81103e-016 0.171775 -2.04494 -1.63223 1 0 1.12531 2.04494 0 -2.04494 1.12531 0.506921 
7.57 0 -2.0432 6.80521e-016 0.176274 -2.0432 -1.63047 1 0 1.12643 2.0432 0 -2.0432 1.12643 0.504036 
7.58 0 -2.04144 6.79936e-016 0.18074 -2.04144 -1.62866 1 0 1.12752 2.04144 0 -2.04144 1.12752 0.501135 
7.59 0 -2.03967 6.79347e-016 0.185174 -2.03967 -1.62681 1 0 1.12859 2.03967 0 -2.03967 1.12859 0.498216 
7.6 0 -2.03789 6.78754e-016 0.189575 -2.03789 -1.62491 1 0 1.12963 2.03789 0 -2.03789 1.12963 0.495281 
7.61 0 -2.0361 6.78157e-016 0.193943 -2.0361 -1.62297 1 0 1.13064 2.0361 0 -2.0361 1.13064 0.49233 
7.62 0 -2.03429 6.77556e-016 0.198277 -2.03429 -1.62099 1 0 1.13162 2.03429 0 -2.03429 1.13162 0.489365 
7.63 0 -2.03248 6.76951e-016 0.202578 -2.03248 -1.61896 1 0 1.13258 2.03248 0 -2.03248 1.13258 0.486385 
7.64 0 -2.03065 6.76343e-016 0.206846 -2.03065 -1.61689 1 0 1.1335 2.03065 0 -2.03065 1.1335 0.483392 
7.65 0 -2.02881 6.7573e-016 0.211079 -2.02881 -1.61478 1 0 1.1344 2.02881 0 -2.02881 1.1344 0.480385 
7.66 0 -2.02696 6.75113e-016 0.215279 -2.02696 -1.61263 1 0 1.13526 2.02696 0 -2.02696 1.13526 0.477367 
7.67 0 -2.02509 6.74492e-016 0.219444 -2.02509 -1.61044 1 0 1.1361 2.02509 0 -2.02509 1.1361 0.474337 
7.68 0 -2.02322 6.73867e-016 0.223575 -2.02322 -1.6082 1 0 1.13691 2.02322 0 -2.02322 1.13691 0.471295 
7.69 0 -2.02133 6.73237e-016 0.227671 -2.02133 -1.60592 1 0 1.13768 2.02133 0 -2.02133 1.13768 0.468244 
7.7 0 -2.01942 6.72603e-016 0.231733 -2.01942 -1.60361 1 0 1.13842 2.01942 0 -2.01942 1.13842 0.465183 
7.71 0 -2.01751 6.71965e-016 0.23576 -2.01751 -1.60125 1 0 1.13914 2.01751 0 -2.01751 1.13914 0.462113 
7.72 0 -2.01558 6.71322e-016 0.239752 -2.01558 -1.59885 1 0 1.13982 2.01558 0 -2.01558 1.13982 0.459035 
7.73 0 -2.01363 6.70675e-016 0.243709 -2.01363 -1.59641 1 0 1.14046 2.01363 0 -2.01363 1.14046 0.455949 
