t 1 2 3 jL1 jL2 jV0300 
4.115e-05 6634.15 4480.06 10000 -48.8339 35.7185 48.8339
4.116e-05 6679.31 3908.88 10000 -42.1447 35.6773 42.1447
4.117e-05 6717.75 3338.69 10000 -35.386 35.5973 35.386
4.118e-05 6749.38 2770.13 10000 -28.5649 35.4789 28.5649
4.119e-05 6774.17 2203.79 10000 -21.6885 35.3226 21.6885
4.12e-05 6792.06 1640.29 10000 -14.7641 35.1288 14.7641
4.121e-05 6802.99 1080.21 10000 -7.79902 34.898 7.79902
4.122e-05 6806.94 524.142 10000 -0.800598 34.6309 0.800598
4.123e-05 6803.88 -27.3329 10000 6.22372 34.328 -6.22372
4.124e-05 6793.79 -573.652 10000 13.2664 33.99 -13.2664
4.125e-05 6776.64 -1114.26 10000 20.32 33.6175 -20.32
4.126e-05 6752.44 -1648.61 10000 27.3769 33.2113 -27.3769
4.127e-05 6721.18 -2176.17 10000 34.4295 32.7722 -34.4295
4.128e-05 6682.88 -2696.42 10000 41.4702 32.3008 -41.4702
4.129e-05 6637.55 -3208.85 10000 48.4914 31.7981 -48.4914
4.13e-05 6585.21 -3712.96 10000 55.4853 31.2649 -55.4853
4.131e-05 6525.89 -4208.29 10000 62.4445 30.702 -62.4445
4.132e-05 6459.64 -4694.35 10000 69.3612 30.1104 -69.3612
4.133e-05 6386.5 -5170.7 10000 76.228 29.491 -76.228
4.134e-05 6306.52 -5636.91 10000 83.0372 28.8448 -83.0372
4.135e-05 6219.77 -6092.54 10000 89.7813 28.1728 -89.7813
4.136e-05 6126.31 -6537.21 10000 96.4529 27.4759 -96.4529
4.137e-05 6026.22 -6970.51 10000 103.045 26.7552 -103.045
4.138e-05 5919.59 -7392.08 10000 109.549 26.0117 -109.549
4.139e-05 5806.51 -7801.56 10000 115.959 25.2466 -115.959
4.14e-05 5687.07 -8198.62 10000 122.267 24.4609 -122.267
4.141e-05 5561.39 -8582.94 10000 128.466 23.6558 -128.466
4.142e-05 5429.57 -8954.2 10000 134.549 22.8322 -134.549
4.143e-05 5291.73 -9312.14 10000 140.51 21.9915 -140.51
4.144e-05 5148 -9656.49 10000 146.341 21.1347 -146.341
4.145e-05 4998.52 -9986.99 10000 152.036 20.263 -152.036
4.146e-05 4843.41 -10303.4 10000 157.589 19.3776 -157.589
4.147e-05 4682.84 -10605.6 10000 162.992 18.4795 -162.992
4.148e-05 4516.95 -10893.3 10000 168.24 17.5701 -168.24
4.149e-05 4345.9 -11166.3 10000 173.327 16.6505 -173.327
4.15e-05 4169.85 -11424.6 10000 178.246 15.7219 -178.246
4.151e-05 3988.98 -11667.9 10000 182.992 14.7855 -182.992
4.152e-05 3803.46 -11896.2 10000 187.56 13.8424 -187.56
4.153e-05 3613.48 -12109.3 10000 191.943 12.8939 -191.943
4.154e-05 3419.21 -12307.2 10000 196.137 11.9411 -196.137
4.155e-05 3220.86 -12489.9 10000 200.137 10.9852 -200.137
4.156e-05 3018.61 -12657.2 10000 203.938 10.0274 -203.938
4.157e-05 2812.68 -12809.2 10000 207.535 9.06884 -207.535
4.158e-05 2603.26 -12945.9 10000 210.924 8.11071 -210.924
4.159e-05 2390.57 -13067.2 10000 214.101 7.15414 -214.101
4.16e-05 2174.83 -13173.3 10000 217.061 6.20026 -217.061
4.161e-05 1956.24 -13264.1 10000 219.801 5.2502 -219.801
4.162e-05 1735.04 -13339.8 10000 222.317 4.30507 -222.317
4.163e-05 1511.44 -13400.4 10000 224.607 3.36594 -224.607
4.164e-05 1285.68 -13446.1 10000 226.667 2.43392 -226.667
4.165e-05 1057.99 -13476.9 10000 228.494 1.51004 -228.494
4.166e-05 828.602 -13493 10000 230.086 0.595348 -230.086
4.167e-05 597.752 -13494.5 10000 231.44 -0.309138 -231.44
4.168e-05 365.68 -13481.7 10000 232.554 -1.20242 -232.554
4.169e-05 132.625 -13454.7 10000 233.427 -2.08353 -233.427
4.17e-05 -101.169 -13413.7 10000 234.058 -2.95152 -234.058
4.171e-05 -335.459 -13358.9 10000 234.444 -3.80547 -234.444
4.172e-05 -570 -13290.6 10000 234.584 -4.64447 -234.584
4.173e-05 -804.547 -13209.1 10000 234.479 -5.46765 -234.479
4.174e-05 -1038.85 -13114.5 10000 234.127 -6.27417 -234.127
4.175e-05 -1272.67 -13007.1 10000 233.529 -7.06323 -233.529
4.176e-05 -1505.76 -12887.3 10000 232.684 -7.83402 -232.684
4.177e-05 -1737.86 -12755.3 10000 231.593 -8.58581 -231.593
4.178e-05 -1968.74 -12611.5 10000 230.256 -9.31786 -230.256
4.179e-05 -2198.14 -12456.1 10000 228.674 -10.0295 -228.674
4.18e-05 -2425.83 -12289.5 10000 226.849 -10.72 -226.849
4.181e-05 -2651.57 -12112.1 10000 224.781 -11.3889 -224.781
4.182e-05 -2875.1 -11924.1 10000 222.473 -12.0354 -222.473
4.183e-05 -3096.19 -11726 10000 219.926 -12.6591 -219.926
4.184e-05 -3314.6 -11518.2 10000 217.142 -13.2594 -217.142
4.185e-05 -3530.1 -11300.9 10000 214.124 -13.8358 -214.124
4.186e-05 -3742.46 -11074.7 10000 210.876 -14.3879 -210.876
4.187e-05 -3951.44 -10839.8 10000 207.398 -14.9153 -207.398
4.188e-05 -4156.82 -10596.7 10000 203.696 -15.4175 -203.696
4.189e-05 -4358.38 -10345.8 10000 199.772 -15.8943 -199.772
4.19e-05 -4555.89 -10087.5 10000 195.63 -16.3454 -195.63
4.191e-05 -4749.14 -9822.16 10000 191.274 -16.7704 -191.274
4.192e-05 -4937.92 -9550.29 10000 186.708 -17.1691 -186.708
4.193e-05 -5122.02 -9272.27 10000 181.937 -17.5414 -181.937
4.194e-05 -5301.24 -8988.53 10000 176.965 -17.887 -176.965
4.195e-05 -5475.38 -8699.5 10000 171.798 -18.206 -171.798
4.196e-05 -5644.25 -8405.6 10000 166.44 -18.4981 -166.44
4.197e-05 -5807.65 -8107.26 10000 160.897 -18.7633 -160.897
4.198e-05 -5965.42 -7804.92 10000 155.174 -19.0016 -155.174
4.199e-05 -6117.36 -7498.99 10000 149.277 -19.2131 -149.277
4.2e-05 -6263.31 -7189.92 10000 143.212 -19.3977 -143.212
4.201e-05 -6403.12 -6878.14 10000 136.985 -19.5557 -136.985
4.202e-05 -6536.6 -6564.05 10000 130.603 -19.687 -130.603
4.203e-05 -6663.62 -6248.1 10000 124.071 -19.792 -124.071
4.204e-05 -6784.04 -5930.7 10000 117.398 -19.8707 -117.398
4.205e-05 -6897.7 -5612.27 10000 110.589 -19.9235 -110.589
4.206e-05 -7004.48 -5293.23 10000 103.651 -19.9505 -103.651
4.207e-05 -7104.26 -4973.97 10000 96.5924 -19.9522 -96.5924
4.208e-05 -7196.92 -4654.91 10000 89.4197 -19.9287 -89.4197
4.209e-05 -7282.34 -4336.44 10000 82.1404 -19.8805 -82.1404
4.21e-05 -7360.43 -4018.96 10000 74.7622 -19.808 -74.7622
4.211e-05 -7431.1 -3702.85 10000 67.2928 -19.7116 -67.2928
4.212e-05 -7494.24 -3388.49 10000 59.7398 -19.5917 -59.7398
4.213e-05 -7549.79 -3076.25 10000 52.1114 -19.4488 -52.1114
4.214e-05 -7597.67 -2766.49 10000 44.4153 -19.2835 -44.4153
4.215e-05 -7637.83 -2459.57 10000 36.6598 -19.0962 -36.6598
4.216e-05 -7670.2 -2155.84 10000 28.853 -18.8875 -28.853
4.217e-05 -7694.74 -1855.64 10000 21.0032 -18.658 -21.0032
4.218e-05 -7711.41 -1559.28 10000 13.1185 -18.4083 -13.1185
4.219e-05 -7720.18 -1267.09 10000 5.2074 -18.1391 -5.2074
4.22e-05 -7721.02 -979.376 10000 -2.72177 -17.8509 2.72177
4.221e-05 -7713.94 -696.435 10000 -10.6606 -17.5445 10.6606
4.222e-05 -7698.91 -418.552 10000 -18.6006 -17.2204 18.6006
4.223e-05 -7675.94 -146.003 10000 -26.5334 -16.8796 26.5334
4.224e-05 -7645.05 120.95 10000 -34.4505 -16.5226 34.4505
4.225e-05 -7606.26 382.054 10000 -42.3435 -16.1502 42.3435
4.226e-05 -7559.59 637.07 10000 -50.2039 -15.7631 50.2039
4.227e-05 -7505.08 885.77 10000 -58.0234 -15.3622 58.0234
4.228e-05 -7442.78 1127.94 10000 -65.7935 -14.9482 65.7935
4.229e-05 -7372.74 1363.38 10000 -73.5059 -14.5219 73.5059
4.23e-05 -7295.02 1591.89 10000 -81.1523 -14.0841 81.1523
4.231e-05 -7209.7 1813.3 10000 -88.7245 -13.6356 88.7245
4.232e-05 -7116.85 2027.45 10000 -96.2144 -13.1772 96.2144
4.233e-05 -7016.56 2234.18 10000 -103.614 -12.7097 103.614
4.234e-05 -6908.92 2433.36 10000 -110.915 -12.2341 110.915
4.235e-05 -6794.04 2624.86 10000 -118.11 -11.751 118.11
4.236e-05 -6672.02 2808.58 10000 -125.19 -11.2614 125.19
4.237e-05 -6543 2984.41 10000 -132.149 -10.7661 132.149
4.238e-05 -6407.08 3152.27 10000 -138.979 -10.2658 138.979
4.239e-05 -6264.41 3312.09 10000 -145.672 -9.76154 145.672
4.24e-05 -6115.12 3463.81 10000 -152.221 -9.25404 152.221
4.241e-05 -5959.37 3607.39 10000 -158.619 -8.74415 158.619
4.242e-05 -5797.31 3742.8 10000 -164.858 -8.23269 164.858
4.243e-05 -5629.09 3870.02 10000 -170.933 -7.72049 170.933
4.244e-05 -5454.9 3989.04 10000 -176.836 -7.20835 176.836
4.245e-05 -5274.9 4099.87 10000 -182.561 -6.69709 182.561
4.246e-05 -5089.27 4202.54 10000 -188.102 -6.18748 188.102
4.247e-05 -4898.21 4297.07 10000 -193.453 -5.68032 193.453
4.248e-05 -4701.91 4383.52 10000 -198.607 -5.17638 198.607
4.249e-05 -4500.56 4461.93 10000 -203.559 -4.67642 203.559
4.25e-05 -4294.38 4532.39 10000 -208.304 -4.18118 208.304
4.251e-05 -4083.56 4594.97 10000 -212.836 -3.6914 212.836
4.252e-05 -3868.33 4649.77 10000 -217.15 -3.20779 217.15
4.253e-05 -3648.92 4696.89 10000 -221.242 -2.73105 221.242
4.254e-05 -3425.53 4736.45 10000 -225.107 -2.26187 225.107
4.255e-05 -3198.4 4768.57 10000 -228.74 -1.8009 228.74
4.256e-05 -2967.78 4793.39 10000 -232.138 -1.34878 232.138
4.257e-05 -2733.88 4811.06 10000 -235.297 -0.906153 235.297
4.258e-05 -2496.96 4821.74 10000 -238.213 -0.473608 238.213
4.259e-05 -2257.26 4825.59 10000 -240.882 -0.051729 240.882
4.26e-05 -2015.02 4822.79 10000 -243.303 0.358926 243.303
4.261e-05 -1770.51 4813.52 10000 -245.471 0.757823 245.471
4.262e-05 -1523.96 4797.98 10000 -247.385 1.14445 247.385
4.263e-05 -1275.64 4776.36 10000 -249.042 1.51832 249.042
4.264e-05 -1025.81 4748.88 10000 -250.441 1.87898 250.441
4.265e-05 -774.723 4715.74 10000 -251.579 2.22598 251.579
4.266e-05 -522.641 4677.18 10000 -252.455 2.55892 252.455
4.267e-05 -269.826 4633.41 10000 -253.069 2.87742 253.069
4.268e-05 -16.5436 4584.68 10000 -253.418 3.18112 253.418
4.269e-05 236.943 4531.22 10000 -253.504 3.46969 253.504
4.27e-05 490.37 4473.28 10000 -253.324 3.74284 253.324
4.271e-05 743.472 4411.11 10000 -252.88 4.00029 252.88
4.272e-05 995.985 4344.96 10000 -252.172 4.2418 252.172
4.273e-05 1247.64 4275.09 10000 -251.2 4.46716 251.2
4.274e-05 1498.19 4201.75 10000 -249.965 4.67619 249.965
4.275e-05 1747.35 4125.22 10000 -248.469 4.86872 248.469
4.276e-05 1994.87 4045.75 10000 -246.712 5.04463 246.712
4.277e-05 2240.5 3963.61 10000 -244.697 5.20382 244.697
4.278e-05 2483.97 3879.07 10000 -242.425 5.34623 242.425
4.279e-05 2725.02 3792.41 10000 -239.899 5.47182 239.899
4.28e-05 2963.42 3703.88 10000 -237.121 5.58058 237.121
4.281e-05 3198.89 3613.76 10000 -234.094 5.67252 234.094
4.282e-05 3431.21 3522.31 10000 -230.821 5.74771 230.821
4.283e-05 3660.11 3429.81 10000 -227.306 5.8062 227.306
4.284e-05 3885.38 3336.52 10000 -223.552 5.84812 223.552
4.285e-05 4106.75 3242.71 10000 -219.563 5.8736 219.563
4.286e-05 4324.01 3148.63 10000 -215.343 5.88279 215.343
4.287e-05 4536.93 3054.54 10000 -210.897 5.87589 210.897
4.288e-05 4745.28 2960.71 10000 -206.228 5.85311 206.228
4.289e-05 4948.84 2867.38 10000 -201.343 5.8147 201.343
4.29e-05 5147.39 2774.79 10000 -196.246 5.76093 196.246
4.291e-05 5340.74 2683.21 10000 -190.942 5.6921 190.942
4.292e-05 5528.67 2592.85 10000 -185.437 5.60851 185.437
4.293e-05 5710.99 2503.96 10000 -179.737 5.51053 179.737
4.294e-05 5887.5 2416.75 10000 -173.848 5.39852 173.848
4.295e-05 6058.02 2331.47 10000 -167.775 5.27287 167.775
4.296e-05 6222.37 2248.31 10000 -161.526 5.13399 161.526
4.297e-05 6380.38 2167.48 10000 -155.107 4.98233 155.107
4.298e-05 6531.88 2089.19 10000 -148.524 4.81834 148.524
4.299e-05 6676.71 2013.63 10000 -141.785 4.6425 141.785
4.3e-05 6814.72 1940.98 10000 -134.897 4.4553 134.897
4.301e-05 6945.76 1871.42 10000 -127.867 4.25727 127.867
4.302e-05 7069.7 1805.13 10000 -120.702 4.04893 120.702
4.303e-05 7186.4 1742.25 10000 -113.41 3.83085 113.41
4.304e-05 7295.75 1682.95 10000 -105.999 3.60357 105.999
4.305e-05 7397.62 1627.35 10000 -98.4767 3.3677 98.4767
4.306e-05 7491.91 1575.61 10000 -90.8506 3.12381 90.8506
4.307e-05 7578.52 1527.83 10000 -83.1292 2.87253 83.1292
4.308e-05 7657.36 1484.13 10000 -75.3205 2.61446 75.3205
4.309e-05 7728.35 1444.62 10000 -67.4329 2.35025 67.4329
4.31e-05 7791.41 1409.38 10000 -59.4747 2.08053 59.4747
4.311e-05 7846.48 1378.5 10000 -51.4542 1.80596 51.4542
4.312e-05 7893.5 1352.05 10000 -43.3802 1.52719 43.3802
4.313e-05 7932.41 1330.1 10000 -35.261 1.24488 35.261
4.314e-05 7963.19 1312.69 10000 -27.1052 0.959715 27.1052
4.315e-05 7985.8 1299.86 10000 -18.9217 0.672361 18.9217
4.316e-05 8000.21 1291.64 10000 -10.7189 0.3835 10.7189
4.317e-05 8006.41 1288.05 10000 -2.50566 0.0938101 2.50566
4.318e-05 8004.4 1289.1 10000 5.70939 -0.196025 -5.70939
4.319e-05 7994.17 1294.79 10000 13.9175 -0.485323 -13.9175
4.32e-05 7975.75 1305.09 10000 22.11 -0.773403 -22.11
4.321e-05 7949.14 1319.98 10000 30.2782 -1.05959 -30.2782
4.322e-05 7914.39 1339.44 10000 38.4135 -1.3432 -38.4135
4.323e-05 7871.52 1363.4 10000 46.5072 -1.62356 -46.5072
4.324e-05 7820.58 1391.82 10000 54.5508 -1.90001 -54.5508
4.325e-05 7761.64 1424.61 10000 62.5357 -2.1719 -62.5357
4.326e-05 7694.74 1461.72 10000 70.4536 -2.43856 -70.4536
4.327e-05 7619.97 1503.04 10000 78.2959 -2.69935 -78.2959
4.328e-05 7537.4 1548.48 10000 86.0546 -2.95364 -86.0546
4.329e-05 7447.12 1597.92 10000 93.7212 -3.20081 -93.7212
4.33e-05 7349.23 1651.25 10000 101.288 -3.44025 -101.288
4.331e-05 7243.83 1708.34 10000 108.746 -3.67135 -108.746
4.332e-05 7131.03 1769.05 10000 116.089 -3.89353 -116.089
4.333e-05 7010.96 1833.23 10000 123.308 -4.10622 -123.308
4.334e-05 6883.74 1900.72 10000 130.396 -4.30887 -130.396
4.335e-05 6749.51 1971.37 10000 137.345 -4.50094 -137.345
4.336e-05 6608.42 2044.99 10000 144.148 -4.6819 -144.148
4.337e-05 6460.6 2121.41 10000 150.798 -4.85127 -150.798
4.338e-05 6306.22 2200.43 10000 157.287 -5.00854 -157.287
4.339e-05 6145.44 2281.86 10000 163.61 -5.15327 -163.61
4.34e-05 5978.43 2365.49 10000 169.759 -5.285 -169.759
4.341e-05 5805.37 2451.11 10000 175.728 -5.40332 -175.728
4.342e-05 5626.45 2538.5 10000 181.511 -5.50784 -181.511
4.343e-05 5441.85 2627.44 10000 187.102 -5.59816 -187.102
4.344e-05 5251.76 2717.69 10000 192.494 -5.67395 -192.494
4.345e-05 5056.4 2809.03 10000 197.683 -5.73488 -197.683
4.346e-05 4855.96 2901.21 10000 202.662 -5.78064 -202.662
4.347e-05 4650.66 2993.99 10000 207.428 -5.81095 -207.428
4.348e-05 4440.71 3087.12 10000 211.974 -5.82558 -211.974
4.349e-05 4226.34 3180.33 10000 216.296 -5.82428 -216.296
4.35e-05 4007.78 3273.39 10000 220.39 -5.80687 -220.39
4.351e-05 3785.24 3366.03 10000 224.251 -5.77318 -224.251
4.352e-05 3558.98 3457.98 10000 227.876 -5.72305 -227.876
4.353e-05 3329.22 3548.98 10000 231.261 -5.65639 -231.261
4.354e-05 3096.21 3638.77 10000 234.402 -5.5731 -234.402
4.355e-05 2860.2 3727.09 10000 237.297 -5.47312 -237.297
4.356e-05 2621.43 3813.65 10000 239.942 -5.35643 -239.942
4.357e-05 2380.15 3898.2 10000 242.334 -5.22303 -242.334
4.358e-05 2136.62 3980.47 10000 244.472 -5.07294 -244.472
4.359e-05 1891.09 4060.19 10000 246.354 -4.90623 -246.354
4.36e-05 1643.82 4137.1 10000 247.977 -4.72298 -247.977
4.361e-05 1395.07 4210.93 10000 249.34 -4.52331 -249.34
4.362e-05 1145.1 4281.43 10000 250.442 -4.30736 -250.442
4.363e-05 894.177 4348.32 10000 251.282 -4.07531 -251.282
4.364e-05 642.557 4411.37 10000 251.859 -3.82736 -251.859
4.365e-05 390.503 4470.31 10000 252.173 -3.56375 -252.173
4.366e-05 138.281 4524.89 10000 252.223 -3.28474 -252.223
4.367e-05 -113.847 4574.88 10000 252.011 -2.9906 -252.011
4.368e-05 -365.617 4620.03 10000 251.535 -2.68167 -251.535
4.369e-05 -616.769 4660.11 10000 250.798 -2.35829 -250.798
4.37e-05 -867.04 4694.89 10000 249.8 -2.02082 -249.8
4.371e-05 -1116.17 4724.15 10000 248.543 -1.66967 -248.543
4.372e-05 -1363.9 4747.68 10000 247.027 -1.30525 -247.027
4.373e-05 -1609.97 4765.26 10000 245.256 -0.928023 -245.256
4.374e-05 -1854.14 4776.69 10000 243.231 -0.538458 -243.231
4.375e-05 -2096.14 4781.79 10000 240.954 -0.137057 -240.954
4.376e-05 -2335.72 4780.37 10000 238.428 0.275659 -238.428
4.377e-05 -2572.64 4772.24 10000 235.656 0.699143 -235.656
4.378e-05 -2806.66 4757.25 10000 232.642 1.13282 -232.642
4.379e-05 -3037.53 4735.24 10000 229.388 1.57611 -229.388
4.38e-05 -3265.02 4706.05 10000 225.899 2.0284 -225.899
4.381e-05 -3488.89 4669.56 10000 222.178 2.48905 -222.178
4.382e-05 -3708.92 4625.62 10000 218.23 2.95741 -218.23
4.383e-05 -3924.87 4574.13 10000 214.059 3.43282 -214.059
4.384e-05 -4136.54 4514.97 10000 209.67 3.91458 -209.67
4.385e-05 -4343.69 4448.05 10000 205.067 4.40199 -205.067
4.386e-05 -4546.13 4373.3 10000 200.257 4.89433 -200.257
4.387e-05 -4743.65 4290.62 10000 195.244 5.39088 -195.244
4.388e-05 -4936.04 4199.97 10000 190.033 5.89087 -190.033
4.389e-05 -5123.12 4101.3 10000 184.631 6.39355 -184.631
4.39e-05 -5304.69 3994.56 10000 179.044 6.89814 -179.044
4.391e-05 -5480.58 3879.74 10000 173.277 7.40387 -173.277
4.392e-05 -5650.6 3756.83 10000 167.337 7.90994 -167.337
4.393e-05 -5814.59 3625.82 10000 161.231 8.41555 -161.231
4.394e-05 -5972.39 3486.73 10000 154.966 8.91989 -154.966
4.395e-05 -6123.84 3339.59 10000 148.547 9.42216 -148.547
4.396e-05 -6268.79 3184.43 10000 141.983 9.92152 -141.983
4.397e-05 -6407.1 3021.32 10000 135.28 10.4172 -135.28
4.398e-05 -6538.63 2850.32 10000 128.446 10.9083 -128.446
4.399e-05 -6663.26 2671.51 10000 121.488 11.394 -121.488
4.4e-05 -6780.86 2484.97 10000 114.413 11.8735 -114.413
4.401e-05 -6891.33 2290.83 10000 107.23 12.346 -107.23
4.402e-05 -6994.57 2089.19 10000 99.9462 12.8107 -99.9462
4.403e-05 -7090.46 1880.2 10000 92.5694 13.2667 -92.5694
4.404e-05 -7178.93 1663.99 10000 85.1076 13.7132 -85.1076
4.405e-05 -7259.9 1440.73 10000 77.5689 14.1494 -77.5689
4.406e-05 -7333.29 1210.58 10000 69.9613 14.5745 -69.9613
4.407e-05 -7399.04 973.735 10000 62.2932 14.9878 -62.2932
4.408e-05 -7457.09 730.388 10000 54.5726 15.3884 -54.5726
4.409e-05 -7507.4 480.749 10000 46.8079 15.7755 -46.8079
4.41e-05 -7549.92 225.04 10000 39.0075 16.1484 -39.0075
4.411e-05 -7584.62 -36.5056 10000 31.1796 16.5064 -31.1796
4.412e-05 -7611.48 -303.642 10000 23.3327 16.8488 -23.3327
4.413e-05 -7630.5 -576.113 10000 15.475 17.1747 -15.475
4.414e-05 -7641.65 -853.648 10000 7.61495 17.4835 -7.61495
4.415e-05 -7644.94 -1135.97 10000 -0.239087 17.7746 0.239087
4.416e-05 -7640.39 -1422.79 10000 -8.0788 18.0471 8.0788
4.417e-05 -7628.01 -1713.8 10000 -15.8959 18.3006 15.8959
4.418e-05 -7607.83 -2008.69 10000 -23.6821 18.5344 23.6821
4.419e-05 -7579.88 -2307.15 10000 -31.4291 18.7479 31.4291
4.42e-05 -7544.21 -2608.84 10000 -39.1289 18.9405 39.1289
4.421e-05 -7500.88 -2913.42 10000 -46.7734 19.1116 46.7734
4.422e-05 -7449.93 -3220.55 10000 -54.3544 19.2607 54.3544
4.423e-05 -7391.44 -3529.86 10000 -61.8642 19.3874 61.8642
4.424e-05 -7325.48 -3841 10000 -69.2947 19.4911 69.2947
4.425e-05 -7252.14 -4153.6 10000 -76.6384 19.5713 76.6384
4.426e-05 -7171.5 -4467.27 10000 -83.8874 19.6277 83.8874
4.427e-05 -7083.68 -4781.63 10000 -91.0345 19.6599 91.0345
4.428e-05 -6988.76 -5096.29 10000 -98.072 19.6675 98.072
4.429e-05 -6886.87 -5410.85 10000 -104.993 19.6502 104.993
4.43e-05 -6778.13 -5724.91 10000 -111.79 19.6076 111.79
4.431e-05 -6662.67 -6038.07 10000 -118.456 19.5396 118.456
4.432e-05 -6540.61 -6349.91 10000 -124.984 19.4458 124.984
4.433e-05 -6412.1 -6660.02 10000 -131.368 19.3261 131.368
4.434e-05 -6277.29 -6967.99 10000 -137.602 19.1802 137.602
4.435e-05 -6136.33 -7273.39 10000 -143.678 19.0081 143.678
4.436e-05 -5989.39 -7575.81 10000 -149.591 18.8097 149.591
4.437e-05 -5836.63 -7874.82 10000 -155.334 18.5849 155.334
4.438e-05 -5678.21 -8170.01 10000 -160.903 18.3336 160.903
4.439e-05 -5514.33 -8460.93 10000 -166.291 18.0558 166.291
4.44e-05 -5345.16 -8747.18 10000 -171.493 17.7517 171.493
4.441e-05 -5170.9 -9028.34 10000 -176.505 17.4212 176.505
4.442e-05 -4991.73 -9303.97 10000 -181.32 17.0645 181.32
4.443e-05 -4807.85 -9573.67 10000 -185.935 16.6818 185.935
4.444e-05 -4619.48 -9837.02 10000 -190.345 16.2731 190.345
4.445e-05 -4426.8 -10093.6 10000 -194.546 15.8388 194.546
4.446e-05 -4230.05 -10343 10000 -198.533 15.3791 198.533
4.447e-05 -4029.42 -10584.8 10000 -202.303 14.8943 202.303
4.448e-05 -3825.15 -10818.7 10000 -205.853 14.3847 205.853
4.449e-05 -3617.45 -11044.2 10000 -209.179 13.8507 209.179
4.45e-05 -3406.55 -11260.9 10000 -212.278 13.2926 212.278
4.451e-05 -3192.67 -11468.5 10000 -215.148 12.711 215.148
4.452e-05 -2976.05 -11666.6 10000 -217.785 12.1063 217.785
4.453e-05 -2756.93 -11854.8 10000 -220.189 11.4789 220.189
4.454e-05 -2535.53 -12032.8 10000 -222.356 10.8295 222.356
4.455e-05 -2312.09 -12200.2 10000 -224.284 10.1586 224.284
4.456e-05 -2086.86 -12356.7 10000 -225.974 9.46685 225.974
4.457e-05 -1860.07 -12501.9 10000 -227.422 8.75481 227.422
4.458e-05 -1631.96 -12635.6 10000 -228.629 8.0232 228.629
4.459e-05 -1402.78 -12757.3 10000 -229.594 7.27272 229.594
4.46e-05 -1172.77 -12867 10000 -230.316 6.5041 230.316
4.461e-05 -942.169 -12964.1 10000 -230.795 5.71811 230.795
4.462e-05 -711.224 -13048.6 10000 -231.031 4.91553 231.031
4.463e-05 -480.177 -13120.1 10000 -231.025 4.09719 231.025
4.464e-05 -249.268 -13178.3 10000 -230.777 3.26394 230.777
4.465e-05 -18.7396 -13223.1 10000 -230.288 2.41666 230.288
4.466e-05 211.168 -13254.2 10000 -229.56 1.55624 229.56
4.467e-05 440.216 -13271.4 10000 -228.593 0.683606 228.593
4.468e-05 668.167 -13274.6 10000 -227.39 -0.200286 227.39
4.469e-05 894.786 -13263.5 10000 -225.952 -1.09447 225.952
4.47e-05 1119.84 -13238.1 10000 -224.282 -1.99794 224.282
4.471e-05 1343.09 -13198.1 10000 -222.381 -2.9097 222.381
4.472e-05 1564.32 -13143.5 10000 -220.254 -3.82871 220.254
4.473e-05 1783.3 -13074.1 10000 -217.901 -4.75391 217.901
4.474e-05 1999.81 -12989.8 10000 -215.328 -5.68425 215.328
4.475e-05 2213.62 -12890.7 10000 -212.536 -6.61863 212.536
4.476e-05 2424.52 -12776.5 10000 -209.53 -7.55597 209.53
4.477e-05 2632.29 -12647.4 10000 -206.314 -8.49514 206.314
4.478e-05 2836.74 -12503.2 10000 -202.891 -9.43504 202.891
4.479e-05 3037.66 -12343.9 10000 -199.265 -10.3745 199.265
4.48e-05 3234.83 -12169.7 10000 -195.442 -11.3125 195.442
4.481e-05 3428.08 -11980.5 10000 -191.426 -12.2477 191.426
4.482e-05 3617.21 -11776.3 10000 -187.222 -13.1791 187.222
4.483e-05 3802.04 -11557.3 10000 -182.835 -14.1054 182.835
4.484e-05 3982.37 -11323.5 10000 -178.269 -15.0256 178.269
4.485e-05 4158.05 -11075 10000 -173.531 -15.9384 173.531
4.486e-05 4328.9 -10812 10000 -168.627 -16.8428 168.627
4.487e-05 4494.75 -10534.7 10000 -163.561 -17.7375 163.561
4.488e-05 4655.46 -10243.1 10000 -158.34 -18.6213 158.34
4.489e-05 4810.85 -9937.45 10000 -152.97 -19.4932 152.97
4.49e-05 4960.8 -9617.99 10000 -147.456 -20.3519 147.456
4.491e-05 5105.16 -9284.91 10000 -141.807 -21.1963 141.807
4.492e-05 5243.8 -8938.45 10000 -136.027 -22.0254 136.027
4.493e-05 5376.59 -8578.87 10000 -130.123 -22.8379 130.123
4.494e-05 5503.41 -8206.45 10000 -124.103 -23.6327 124.103
4.495e-05 5624.15 -7821.47 10000 -117.973 -24.4088 117.973
4.496e-05 5738.7 -7424.24 10000 -111.74 -25.1651 111.74
4.497e-05 5846.97 -7015.1 10000 -105.411 -25.9004 105.411
4.498e-05 5948.86 -6594.39 10000 -98.9925 -26.6138 98.9925
4.499e-05 6044.28 -6162.46 10000 -92.4927 -27.3042 92.4927
4.5e-05 6133.17 -5719.7 10000 -85.9183 -27.9705 85.9183
4.501e-05 6215.44 -5266.49 10000 -79.2767 -28.6119 79.2767
4.502e-05 6291.03 -4803.25 10000 -72.5753 -29.2273 72.5753
4.503e-05 6359.9 -4330.4 10000 -65.8213 -29.8158 65.8213
4.504e-05 6421.98 -3848.38 10000 -59.0223 -30.3764 59.0223
