t 1 jV1 2 jL1 3 jL2 
0.00333 8.76307 -0.00467922 4.08384 0.00467922 4.08384 -0.00408384 
0.00334 8.44328 -0.00453908 3.9042 0.00453908 3.9042 -0.0039042 
0.00335 8.09017 -0.00438132 3.70885 0.00438132 3.70885 -0.00370885 
0.00336 7.70513 -0.00420656 3.49857 0.00420656 3.49857 -0.00349857 
0.00337 7.28969 -0.00401549 3.27419 0.00401549 3.27419 -0.00327419 
0.00338 6.84547 -0.00380887 3.0366 0.00380887 3.0366 -0.0030366 
0.00339 6.37424 -0.0035875 2.78674 0.0035875 2.78674 -0.00278674 
0.0034 5.87785 -0.00335227 2.52558 0.00335227 2.52558 -0.00252558 
0.00341 5.35827 -0.00310409 2.25418 0.00310409 2.25418 -0.00225418 
0.00342 4.81754 -0.00284395 1.97359 0.00284395 1.97359 -0.00197359 
0.00343 4.25779 -0.00257286 1.68493 0.00257286 1.68493 -0.00168493 
0.00344 3.68125 -0.00229191 1.38934 0.00229191 1.38934 -0.00138934 
0.00345 3.09017 -0.00200219 1.08798 0.00200219 1.08798 -0.00108798 
0.00346 2.4869 -0.00170484 0.782055 0.00170484 0.782055 -0.000782055 
0.00347 1.87381 -0.00140105 0.47276 0.00140105 0.47276 -0.00047276 
0.00348 1.25333 -0.00109201 0.161324 0.00109201 0.161324 -0.000161324 
0.00349 0.627905 -0.00077893 -0.151025 0.00077893 -0.151025 0.000151025 
0.0035 3.70339e-012 -0.000463052 -0.463052 0.000463052 -0.463052 0.000463052 
0.00351 -0.627905 -0.00014562 -0.773525 0.00014562 -0.773525 0.000773525 
0.00352 -1.25333 0.000172117 -1.08122 -0.000172117 -1.08122 0.00108122 
0.00353 -1.87381 0.000488903 -1.38491 -0.000488903 -1.38491 0.00138491 
0.00354 -2.4869 0.000803492 -1.68341 -0.000803492 -1.68341 0.00168341 
0.00355 -3.09017 0.00111464 -1.97553 -0.00111464 -1.97553 0.00197553 
0.00356 -3.68125 0.00142113 -2.26012 -0.00142113 -2.26012 0.00226012 
0.00357 -4.25779 0.00172174 -2.53605 -0.00172174 -2.53605 0.00253605 
0.00358 -4.81754 0.00201529 -2.80224 -0.00201529 -2.80224 0.00280224 
0.00359 -5.35827 0.00230063 -3.05764 -0.00230063 -3.05764 0.00305764 
0.0036 -5.87785 0.00257663 -3.30122 -0.00257663 -3.30122 0.00330122 
0.00361 -6.37424 0.0028422 -3.53204 -0.0028422 -3.53204 0.00353204 
0.00362 -6.84547 0.00309629 -3.74918 -0.00309629 -3.74918 0.00374918 
0.00363 -7.28969 0.00333791 -3.95178 -0.00333791 -3.95178 0.00395178 
0.00364 -7.70513 0.0035661 -4.13903 -0.0035661 -4.13903 0.00413903 
0.00365 -8.09017 0.00377996 -4.31021 -0.00377996 -4.31021 0.00431021 
0.00366 -8.44328 0.00397865 -4.46463 -0.00397865 -4.46463 0.00446463 
0.00367 -8.76307 0.00416139 -4.60168 -0.00416139 -4.60168 0.00460168 
0.00368 -9.04827 0.00432745 -4.72082 -0.00432745 -4.72082 0.00472082 
0.00369 -9.29776 0.00447618 -4.82158 -0.00447618 -4.82158 0.00482158 
0.0037 -9.51057 0.00460701 -4.90356 -0.00460701 -4.90356 0.00490356 
0.00371 -9.68583 0.0047194 -4.96643 -0.0047194 -4.96643 0.00496643 
0.00372 -9.82287 0.00481292 -5.00995 -0.00481292 -5.00995 0.00500995 
0.00373 -9.92115 0.0048872 -5.03394 -0.0048872 -5.03394 0.00503394 
0.00374 -9.98027 0.00494196 -5.03831 -0.00494196 -5.03831 0.00503831 
0.00375 -10 0.00497696 -5.02304 -0.00497696 -5.02304 0.00502304 
0.00376 -9.98027 0.00499209 -4.98818 -0.00499209 -4.98818 0.00498818 
0.00377 -9.92115 0.00498727 -4.93388 -0.00498727 -4.93388 0.00493388 
0.00378 -9.82287 0.00496253 -4.86034 -0.00496253 -4.86034 0.00486034 
0.00379 -9.68583 0.00491797 -4.76786 -0.00491797 -4.76786 0.00476786 
0.0038 -9.51057 0.00485377 -4.6568 -0.00485377 -4.6568 0.0046568 
0.00381 -9.29776 0.00477017 -4.52759 -0.00477017 -4.52759 0.00452759 
0.00382 -9.04827 0.00466752 -4.38075 -0.00466752 -4.38075 0.00438075 
0.00383 -8.76307 0.00454621 -4.21686 -0.00454621 -4.21686 0.00421686 
0.00384 -8.44328 0.00440673 -4.03655 -0.00440673 -4.03655 0.00403655 
0.00385 -8.09017 0.00424963 -3.84054 -0.00424963 -3.84054 0.00384054 
0.00386 -7.70513 0.00407553 -3.62961 -0.00407553 -3.62961 0.00362961 
0.00387 -7.28969 0.00388511 -3.40457 -0.00388511 -3.40457 0.00340457 
0.00388 -6.84547 0.00367914 -3.16633 -0.00367914 -3.16633 0.00316633 
0.00389 -6.37424 0.00345842 -2.91582 -0.00345842 -2.91582 0.00291582 
0.0039 -5.87785 0.00322382 -2.65403 -0.00322382 -2.65403 0.00265403 
0.00391 -5.35827 0.00297629 -2.38198 -0.00297629 -2.38198 0.00238198 
0.00392 -4.81754 0.00271678 -2.10076 -0.00271678 -2.10076 0.00210076 
0.00393 -4.25779 0.00244633 -1.81147 -0.00244633 -1.81147 0.00181147 
0.00394 -3.68125 0.002166 -1.51524 -0.002166 -1.51524 0.00151524 
0.00395 -3.09017 0.00187691 -1.21326 -0.00187691 -1.21326 0.00121326 
0.00396 -2.4869 0.00158019 -0.906707 -0.00158019 -0.906707 0.000906707 
0.00397 -1.87381 0.00127702 -0.596792 -0.00127702 -0.596792 0.000596792 
0.00398 -1.25333 0.000968595 -0.284737 -0.000968595 -0.284737 0.000284737 
0.00399 -0.627905 0.000656132 0.0282266 -0.000656132 0.0282266 -2.82266e-005 
0.004 -4.9836e-012 0.000340865 0.340865 -0.000340865 0.340865 -0.000340865 
0.00401 0.627905 2.40413e-005 0.651946 -2.40413e-005 0.651946 -0.000651946 
0.00402 1.25333 -0.000293089 0.960243 0.000293089 0.960243 -0.000960243 
0.00403 1.87381 -0.000609273 1.26454 0.000609273 1.26454 -0.00126454 
0.00404 2.4869 -0.000923262 1.56364 0.000923262 1.56364 -0.00156364 
0.00405 3.09017 -0.00123382 1.85635 0.00123382 1.85635 -0.00185635 
0.00406 3.68125 -0.00153971 2.14154 0.00153971 2.14154 -0.00214154 
0.00407 4.25779 -0.00183973 2.41806 0.00183973 2.41806 -0.00241806 
0.00408 4.81754 -0.00213269 2.68484 0.00213269 2.68484 -0.00268484 
0.00409 5.35827 -0.00241745 2.94082 0.00241745 2.94082 -0.00294082 
0.0041 5.87785 -0.00269286 3.18499 0.00269286 3.18499 -0.00318499 
0.00411 6.37424 -0.00295785 3.41639 0.00295785 3.41639 -0.00341639 
0.00412 6.84547 -0.00321137 3.6341 0.00321137 3.6341 -0.0036341 
0.00413 7.28969 -0.00345242 3.83727 0.00345242 3.83727 -0.00383727 
0.00414 7.70513 -0.00368004 4.0251 0.00368004 4.0251 -0.0040251 
0.00415 8.09017 -0.00389333 4.19684 0.00389333 4.19684 -0.00419684 
0.00416 8.44328 -0.00409145 4.35182 0.00409145 4.35182 -0.00435182 
0.00417 8.76307 -0.00427363 4.48944 0.00427363 4.48944 -0.00448944 
0.00418 9.04827 -0.00443913 4.60914 0.00443913 4.60914 -0.00460914 
0.00419 9.29776 -0.00458731 4.71045 0.00458731 4.71045 -0.00471045 
0.0042 9.51057 -0.00471758 4.79299 0.00471758 4.79299 -0.00479299 
0.00421 9.68583 -0.00482942 4.85641 0.00482942 4.85641 -0.00485641 
0.00422 9.82287 -0.0049224 4.90048 0.0049224 4.90048 -0.00490048 
0.00423 9.92115 -0.00499613 4.92501 0.00499613 4.92501 -0.00492501 
0.00424 9.98027 -0.00505034 4.92992 0.00505034 4.92992 -0.00492992 
0.00425 10 -0.00508481 4.91519 0.00508481 4.91519 -0.00491519 
0.00426 9.98027 -0.0050994 4.88087 0.0050994 4.88087 -0.00488087 
0.00427 9.92115 -0.00509405 4.8271 0.00509405 4.8271 -0.0048271 
0.00428 9.82287 -0.00506878 4.7541 0.00506878 4.7541 -0.0047541 
0.00429 9.68583 -0.00502369 4.66214 0.00502369 4.66214 -0.00466214 
0.0043 9.51057 -0.00495896 4.55161 0.00495896 4.55161 -0.00455161 
0.00431 9.29776 -0.00487484 4.42293 0.00487484 4.42293 -0.00442293 
0.00432 9.04827 -0.00477166 4.27661 0.00477166 4.27661 -0.00427661 
0.00433 8.76307 -0.00464983 4.11323 0.00464983 4.11323 -0.00411323 
0.00434 8.44328 -0.00450984 3.93344 0.00450984 3.93344 -0.00393344 
0.00435 8.09017 -0.00435222 3.73795 0.00435222 3.73795 -0.00373795 
0.00436 7.70513 -0.00417761 3.52752 0.00417761 3.52752 -0.00352752 
0.00437 7.28969 -0.00398669 3.303 0.00398669 3.303 -0.003303 
0.00438 6.84547 -0.0037802 3.06527 0.0037802 3.06527 -0.00306527 
0.00439 6.37424 -0.00355898 2.81526 0.00355898 2.81526 -0.00281526 
0.0044 5.87785 -0.00332389 2.55396 0.00332389 2.55396 -0.00255396 
0.00441 5.35827 -0.00307585 2.28242 0.00307585 2.28242 -0.00228242 
0.00442 4.81754 -0.00281585 2.00169 0.00281585 2.00169 -0.00200169 
0.00443 4.25779 -0.0025449 1.71289 0.0025449 1.71289 -0.00171289 
0.00444 3.68125 -0.00226409 1.41716 0.00226409 1.41716 -0.00141716 
0.00445 3.09017 -0.00197451 1.11566 0.00197451 1.11566 -0.00111566 
0.00446 2.4869 -0.0016773 0.809597 0.0016773 0.809597 -0.000809597 
0.00447 1.87381 -0.00137365 0.500166 0.00137365 0.500166 -0.000500166 
0.00448 1.25333 -0.00106474 0.188593 0.00106474 0.188593 -0.000188593 
0.00449 0.627905 -0.000751797 -0.123892 0.000751797 -0.123892 0.000123892 
0.0045 6.2638e-012 -0.000436054 -0.436054 0.000436054 -0.436054 0.000436054 
0.00451 -0.627905 -0.000118756 -0.746661 0.000118756 -0.746661 0.000746661 
0.00452 -1.25333 0.000198846 -1.05449 -0.000198846 -1.05449 0.00105449 
0.00453 -1.87381 0.0005155 -1.35831 -0.0005155 -1.35831 0.00135831 
0.00454 -2.4869 0.000829956 -1.65694 -0.000829956 -1.65694 0.00165694 
0.00455 -3.09017 0.00114097 -1.9492 -0.00114097 -1.9492 0.0019492 
0.00456 -3.68125 0.00144733 -2.23392 -0.00144733 -2.23392 0.00223392 
0.00457 -4.25779 0.00174781 -2.50998 -0.00174781 -2.50998 0.00250998 
0.00458 -4.81754 0.00204123 -2.7763 -0.00204123 -2.7763 0.0027763 
0.00459 -5.35827 0.00232644 -3.03183 -0.00232644 -3.03183 0.00303183 
0.0046 -5.87785 0.00260231 -3.27554 -0.00260231 -3.27554 0.00327554 
0.00461 -6.37424 0.00286775 -3.50649 -0.00286775 -3.50649 0.00350649 
0.00462 -6.84547 0.00312172 -3.72375 -0.00312172 -3.72375 0.00372375 
0.00463 -7.28969 0.00336321 -3.92647 -0.00336321 -3.92647 0.00392647 
0.00464 -7.70513 0.00359127 -4.11386 -0.00359127 -4.11386 0.00411386 
0.00465 -8.09017 0.00380501 -4.28516 -0.00380501 -4.28516 0.00428516 
0.00466 -8.44328 0.00400358 -4.4397 -0.00400358 -4.4397 0.0044397 
0.00467 -8.76307 0.00418619 -4.57688 -0.00418619 -4.57688 0.00457688 
0.00468 -9.04827 0.00435213 -4.69614 -0.00435213 -4.69614 0.00469614 
0.00469 -9.29776 0.00450074 -4.79703 -0.00450074 -4.79703 0.00479703 
0.0047 -9.51057 0.00463144 -4.87913 -0.00463144 -4.87913 0.00487913 
0.00471 -9.68583 0.00474371 -4.94212 -0.00474371 -4.94212 0.00494212 
0.00472 -9.82287 0.00483711 -4.98576 -0.00483711 -4.98576 0.00498576 
0.00473 -9.92115 0.00491127 -5.00987 -0.00491127 -5.00987 0.00500987 
0.00474 -9.98027 0.0049659 -5.01436 -0.0049659 -5.01436 0.00501436 
0.00475 -10 0.00500079 -4.99921 -0.00500079 -4.99921 0.00499921 
0.00476 -9.98027 0.0050158 -4.96447 -0.0050158 -4.96447 0.00496447 
0.00477 -9.92115 0.00501086 -4.91028 -0.00501086 -4.91028 0.00491028 
0.00478 -9.82287 0.00498601 -4.83686 -0.00498601 -4.83686 0.00483686 
0.00479 -9.68583 0.00494133 -4.7445 -0.00494133 -4.7445 0.0047445 
0.0048 -9.51057 0.00487701 -4.63356 -0.00487701 -4.63356 0.00463356 
0.00481 -9.29776 0.0047933 -4.50447 -0.0047933 -4.50447 0.00450447 
0.00482 -9.04827 0.00469053 -4.35774 -0.00469053 -4.35774 0.00435774 
0.00483 -8.76307 0.00456911 -4.19396 -0.00456911 -4.19396 0.00419396 
0.00484 -8.44328 0.00442951 -4.01377 -0.00442951 -4.01377 0.00401377 
0.00485 -8.09017 0.0042723 -3.81787 -0.0042723 -3.81787 0.00381787 
0.00486 -7.70513 0.00409808 -3.60705 -0.00409808 -3.60705 0.00360705 
0.00487 -7.28969 0.00390755 -3.38213 -0.00390755 -3.38213 0.00338213 
0.00488 -6.84547 0.00370147 -3.144 -0.00370147 -3.144 0.003144 
0.00489 -6.37424 0.00348064 -2.8936 -0.00348064 -2.8936 0.0028936 
0.0049 -5.87785 0.00324593 -2.63192 -0.00324593 -2.63192 0.00263192 
0.00491 -5.35827 0.00299828 -2.35998 -0.00299828 -2.35998 0.00235998 
0.00492 -4.81754 0.00273867 -2.07887 -0.00273867 -2.07887 0.00207887 
0.00493 -4.25779 0.00246811 -1.78968 -0.00246811 -1.78968 0.00178968 
0.00494 -3.68125 0.00218767 -1.49357 -0.00218767 -1.49357 0.00149357 
0.00495 -3.09017 0.00189847 -1.1917 -0.00189847 -1.1917 0.0011917 
0.00496 -2.4869 0.00160165 -0.88525 -0.00160165 -0.88525 0.00088525 
0.00497 -1.87381 0.00129837 -0.575442 -0.00129837 -0.575442 0.000575442 
0.00498 -1.25333 0.000989839 -0.263493 -0.000989839 -0.263493 0.000263493 
0.00499 -0.627905 0.00067727 0.0493645 -0.00067727 0.0493645 -4.93645e-005 
0.005 -7.544e-012 0.000361898 0.361898 -0.000361898 0.361898 -0.000361898 
0.00501 0.627905 4.49691e-005 0.672874 -4.49691e-005 0.672874 -0.000672874 
0.00502 1.25333 -0.000272266 0.981067 0.000272266 0.981067 -0.000981067 
0.00503 1.87381 -0.000588554 1.28526 0.000588554 1.28526 -0.00128526 
0.00504 2.4869 -0.000902646 1.58425 0.000902646 1.58425 -0.00158425 
0.00505 3.09017 -0.0012133 1.87687 0.0012133 1.87687 -0.00187687 
0.00506 3.68125 -0.0015193 2.16195 0.0015193 2.16195 -0.00216195 
0.00507 4.25779 -0.00181942 2.43837 0.00181942 2.43837 -0.00243837 
0.00508 4.81754 -0.00211249 2.70505 0.00211249 2.70505 -0.00270505 
0.00509 5.35827 -0.00239734 2.96093 0.00239734 2.96093 -0.00296093 
0.0051 5.87785 -0.00267286 3.205 0.00267286 3.205 -0.003205 
0.00511 6.37424 -0.00293795 3.43629 0.00293795 3.43629 -0.00343629 
0.00512 6.84547 -0.00319156 3.65391 0.00319156 3.65391 -0.00365391 
0.00513 7.28969 -0.00343271 3.85698 0.00343271 3.85698 -0.00385698 
0.00514 7.70513 -0.00366042 4.04471 0.00366042 4.04471 -0.00404471 
0.00515 8.09017 -0.00387381 4.21636 0.00387381 4.21636 -0.00421636 
0.00516 8.44328 -0.00407204 4.37124 0.00407204 4.37124 -0.00437124 
0.00517 8.76307 -0.00425431 4.50876 0.00425431 4.50876 -0.00450876 
0.00518 9.04827 -0.00441991 4.62836 0.00441991 4.62836 -0.00462836 
0.00519 9.29776 -0.00456818 4.72958 0.00456818 4.72958 -0.00472958 
0.0052 9.51057 -0.00469855 4.81202 0.00469855 4.81202 -0.00481202 
0.00521 9.68583 -0.00481048 4.87535 0.00481048 4.87535 -0.00487535 
0.00522 9.82287 -0.00490355 4.91932 0.00490355 4.91932 -0.00491932 
0.00523 9.92115 -0.00497738 4.94376 0.00497738 4.94376 -0.00494376 
0.00524 9.98027 -0.00503169 4.94858 0.00503169 4.94858 -0.00494858 
0.00525 10 -0.00506625 4.93375 0.00506625 4.93375 -0.00493375 
0.00526 9.98027 -0.00508092 4.89934 0.00508092 4.89934 -0.00489934 
0.00527 9.92115 -0.00507567 4.84548 0.00507567 4.84548 -0.00484548 
0.00528 9.82287 -0.00505049 4.77238 0.00505049 4.77238 -0.00477238 
0.00529 9.68583 -0.00500549 4.68034 0.00500549 4.68034 -0.00468034 
0.0053 9.51057 -0.00494085 4.56972 0.00494085 4.56972 -0.00456972 
0.00531 9.29776 -0.00485682 4.44094 0.00485682 4.44094 -0.00444094 
0.00532 9.04827 -0.00475373 4.29454 0.00475373 4.29454 -0.00429454 
0.00533 8.76307 -0.004632 4.13107 0.004632 4.13107 -0.00413107 
0.00534 8.44328 -0.00449209 3.95119 0.00449209 3.95119 -0.00395119 
0.00535 8.09017 -0.00433456 3.75561 0.00433456 3.75561 -0.00375561 
0.00536 7.70513 -0.00416004 3.5451 0.00416004 3.5451 -0.0035451 
0.00537 7.28969 -0.0039692 3.32049 0.0039692 3.32049 -0.00332049 
0.00538 6.84547 -0.00376281 3.08266 0.00376281 3.08266 -0.00308266 
0.00539 6.37424 -0.00354167 2.83257 0.00354167 2.83257 -0.00283257 
0.0054 5.87785 -0.00330666 2.57119 0.00330666 2.57119 -0.00257119 
0.00541 5.35827 -0.00305871 2.29956 0.00305871 2.29956 -0.00229956 
0.00542 4.81754 -0.00279879 2.01874 0.00279879 2.01874 -0.00201874 
0.00543 4.25779 -0.00252793 1.72986 0.00252793 1.72986 -0.00172986 
0.00544 3.68125 -0.0022472 1.43404 0.0022472 1.43404 -0.00143404 
0.00545 3.09017 -0.00195771 1.13246 0.00195771 1.13246 -0.00113246 
0.00546 2.4869 -0.00166059 0.826313 0.00166059 0.826313 -0.000826313 
0.00547 1.87381 -0.00135701 0.516799 0.00135701 0.516799 -0.000516799 
0.00548 1.25333 -0.00104819 0.205142 0.00104819 0.205142 -0.000205142 
0.00549 0.627905 -0.00073533 -0.107425 0.00073533 -0.107425 0.000107425 
0.0055 8.85973e-012 -0.000419669 -0.419669 0.000419669 -0.419669 0.000419669 
0.00551 -0.627905 -0.000102452 -0.730358 0.000102452 -0.730358 0.000730358 
0.00552 -1.25333 0.000215069 -1.03826 -0.000215069 -1.03826 0.00103826 
0.00553 -1.87381 0.000531642 -1.34217 -0.000531642 -1.34217 0.00134217 
0.00554 -2.4869 0.000846017 -1.64088 -0.000846017 -1.64088 0.00164088 
0.00555 -3.09017 0.00115696 -1.93321 -0.00115696 -1.93321 0.00193321 
0.00556 -3.68125 0.00146323 -2.21802 -0.00146323 -2.21802 0.00221802 
0.00557 -4.25779 0.00176363 -2.49416 -0.00176363 -2.49416 0.00249416 
0.00558 -4.81754 0.00205698 -2.76056 -0.00205698 -2.76056 0.00276056 
0.00559 -5.35827 0.00234211 -3.01616 -0.00234211 -3.01616 0.00301616 
0.0056 -5.87785 0.0026179 -3.25995 -0.0026179 -3.25995 0.00325995 
0.00561 -6.37424 0.00288326 -3.49098 -0.00288326 -3.49098 0.00349098 
0.00562 -6.84547 0.00313715 -3.70832 -0.00313715 -3.70832 0.00370832 
0.00563 -7.28969 0.00337857 -3.91112 -0.00337857 -3.91112 0.00391112 
0.00564 -7.70513 0.00360655 -4.09858 -0.00360655 -4.09858 0.00409858 
0.00565 -8.09017 0.00382021 -4.26996 -0.00382021 -4.26996 0.00426996 
0.00566 -8.44328 0.0040187 -4.42458 -0.0040187 -4.42458 0.00442458 
0.00567 -8.76307 0.00420124 -4.56183 -0.00420124 -4.56183 0.00456183 
0.00568 -9.04827 0.0043671 -4.68117 -0.0043671 -4.68117 0.00468117 
0.00569 -9.29776 0.00451564 -4.78212 -0.00451564 -4.78212 0.00478212 
0.0057 -9.51057 0.00464627 -4.8643 -0.00464627 -4.8643 0.0048643 
0.00571 -9.68583 0.00475846 -4.92737 -0.00475846 -4.92737 0.00492737 
0.00572 -9.82287 0.00485179 -4.97108 -0.00485179 -4.97108 0.00497108 
0.00573 -9.92115 0.00492588 -4.99527 -0.00492588 -4.99527 0.00499527 
